l_s	l_l	R	theta	
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45685	 0.45917	 0.02500	 -0.39840
	 0.45685	 0.43113	 0.02500	 -0.39841
	 0.45685	 0.43113	 0.02500	 -0.39840
	 0.45685	 0.37736	 0.02500	 -0.39840
	 0.44578	 0.46025	 0.02290	 -0.35620
	 0.47842	 0.46064	 0.02500	 -0.38708
	 0.47571	 0.39538	 0.02500	 -0.38654
	 0.45962	 0.45394	 0.02500	 -0.38323
	 0.45685	 0.49693	 0.02500	 -0.39841
	 0.45685	 0.45917	 0.02500	 -0.39840
	 0.45686	 0.49703	 0.02387	 -0.36958
	 0.46300	 0.49501	 0.02500	 -0.38394
	 0.45685	 0.46102	 0.02500	 -0.39840
	 0.45868	 0.49950	 0.02500	 -0.38303
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49950	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.44430	 0.46106	 0.02500	 -0.39556
	 0.46634	 0.47769	 0.02500	 -0.38463
	 0.45686	 0.48584	 0.02500	 -0.39841
	 0.45855	 0.45496	 0.02500	 -0.38301
	 0.45685	 0.39704	 0.02500	 -0.39840
	 0.45685	 0.45917	 0.02500	 -0.39840
	 0.45685	 0.45917	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45592	 0.43113	 0.02500	 -0.39819
	 0.45685	 0.45917	 0.02500	 -0.39840
	 0.45686	 0.48774	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02323	 -0.36206
	 0.45685	 0.41690	 0.02479	 -0.38023
	 0.45685	 0.49498	 0.02500	 -0.39841
	 0.45685	 0.45917	 0.02500	 -0.39840
	 0.45685	 0.49498	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45685	 0.43113	 0.02500	 -0.39841
	 0.46073	 0.49824	 0.02500	 -0.38346
	 0.45686	 0.42512	 0.02500	 -0.39841
	 0.45685	 0.49908	 0.02500	 -0.39841
	 0.45686	 0.49732	 0.02500	 -0.39841
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.43504	 0.49703	 0.02500	 -0.39345
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02463	 -0.37838
	 0.45685	 0.43113	 0.02500	 -0.39840
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49786	 0.02466	 -0.37871
	 0.45686	 0.45234	 0.02500	 -0.39841
	 0.45686	 0.49730	 0.02500	 -0.39841
	 0.42911	 0.42107	 0.02500	 -0.39206
	 0.45686	 0.49923	 0.02500	 -0.39841
	 0.45686	 0.49729	 0.02257	 -0.35429
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49159	 0.02500	 -0.39841
	 0.45686	 0.49390	 0.02500	 -0.39841
	 0.45686	 0.42754	 0.02418	 -0.37324
	 0.45686	 0.45129	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49720	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49904	 0.02500	 -0.39841
	 0.45686	 0.49907	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49732	 0.02500	 -0.39841
	 0.42485	 0.48774	 0.02471	 -0.38772
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.46160	 0.49498	 0.02500	 -0.38365
	 0.45685	 0.43113	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.48584	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49702	 0.02500	 -0.39841
	 0.45686	 0.49951	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49731	 0.02404	 -0.37157
	 0.45685	 0.46385	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.48100	 0.49703	 0.02500	 -0.38760
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.46959	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49904	 0.02500	 -0.39841
	 0.45686	 0.49907	 0.02500	 -0.39841
	 0.45686	 0.49856	 0.02500	 -0.39841
	 0.45686	 0.48584	 0.02500	 -0.39841
	 0.45686	 0.49720	 0.02500	 -0.39841
	 0.45686	 0.43402	 0.02500	 -0.39841
	 0.45686	 0.49700	 0.02436	 -0.37527
	 0.45686	 0.48587	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.45477	 0.02500	 -0.39841
	 0.45686	 0.48774	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.47202	 0.02500	 -0.39841
	 0.45686	 0.49519	 0.02500	 -0.39841
	 0.45686	 0.46748	 0.02500	 -0.39841
	 0.48114	 0.46875	 0.02500	 -0.38762
	 0.45686	 0.49688	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02307	 -0.36020
	 0.45686	 0.45234	 0.02500	 -0.39841
	 0.45686	 0.48572	 0.02500	 -0.39841
	 0.45686	 0.49715	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02469	 -0.37910
	 0.45686	 0.45129	 0.02500	 -0.39841
	 0.45686	 0.49947	 0.02500	 -0.39841
	 0.45686	 0.47330	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02355	 -0.36574
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02326	 -0.36242
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49907	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02187	 -0.34577
	 0.45686	 0.49886	 0.02464	 -0.37852
	 0.45686	 0.49706	 0.02500	 -0.39841
	 0.45024	 0.46573	 0.02500	 -0.39690
	 0.45686	 0.49277	 0.02500	 -0.39841
	 0.46923	 0.48165	 0.02500	 -0.38522
	 0.45686	 0.49706	 0.02500	 -0.39841
	 0.45686	 0.49856	 0.02500	 -0.39841
	 0.45686	 0.49904	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.45234	 0.02500	 -0.39841
	 0.40781	 0.49701	 0.02500	 -0.38687
	 0.45686	 0.49734	 0.02312	 -0.36075
	 0.45686	 0.48584	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.46152	 0.43726	 0.02500	 -0.38363
	 0.45686	 0.49991	 0.02500	 -0.39841
	 0.45686	 0.44511	 0.02500	 -0.39841
	 0.45686	 0.41841	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49907	 0.02500	 -0.39841
	 0.46565	 0.49907	 0.02500	 -0.38449
	 0.45686	 0.49856	 0.02500	 -0.39841
	 0.45686	 0.45459	 0.02500	 -0.39841
	 0.45686	 0.49732	 0.02500	 -0.39841
	 0.45686	 0.49907	 0.02500	 -0.39841
	 0.45686	 0.49904	 0.02500	 -0.39841
	 0.46904	 0.46573	 0.02500	 -0.38519
	 0.44992	 0.49907	 0.02500	 -0.39683
	 0.45686	 0.49681	 0.02500	 -0.39841
	 0.49323	 0.49914	 0.02500	 -0.38998
	 0.45686	 0.41090	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.47189	 0.02500	 -0.39841
	 0.45686	 0.49817	 0.02500	 -0.39841
	 0.45686	 0.49679	 0.02500	 -0.39841
	 0.45686	 0.49931	 0.02500	 -0.39841
	 0.45686	 0.49904	 0.02500	 -0.39841
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.49642	 0.02500	 -0.39841
	 0.45612	 0.45616	 0.02500	 -0.39824
	 0.45686	 0.49732	 0.02500	 -0.39841
	 0.45686	 0.49519	 0.02500	 -0.39841
	 0.45686	 0.48584	 0.02500	 -0.39841
	 0.45686	 0.44755	 0.02500	 -0.39841
	 0.45686	 0.49642	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.47671	 0.02500	 -0.39841
	 0.45686	 0.49687	 0.02500	 -0.39841
	 0.45686	 0.49907	 0.02500	 -0.39841
	 0.45686	 0.41841	 0.02490	 -0.38152
	 0.45686	 0.49931	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45521	 0.49932	 0.02500	 -0.39803
	 0.46203	 0.49856	 0.02500	 -0.38374
	 0.45900	 0.44215	 0.02500	 -0.38310
	 0.44848	 0.49904	 0.02500	 -0.39650
	 0.45686	 0.47779	 0.02500	 -0.39841
	 0.45686	 0.49715	 0.02500	 -0.39841
	 0.44819	 0.44456	 0.02500	 -0.39644
	 0.45686	 0.49764	 0.02500	 -0.39841
	 0.42877	 0.46573	 0.02500	 -0.39198
	 0.45686	 0.49519	 0.02500	 -0.39841
	 0.46120	 0.49856	 0.02500	 -0.38356
	 0.45686	 0.49991	 0.02500	 -0.39841
	 0.45686	 0.49350	 0.02232	 -0.35129
	 0.45686	 0.42909	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.46601	 0.44511	 0.02500	 -0.38456
	 0.45553	 0.45129	 0.02500	 -0.39811
	 0.45686	 0.46157	 0.02500	 -0.39841
	 0.45686	 0.49652	 0.02500	 -0.39841
	 0.47377	 0.49509	 0.02500	 -0.38615
	 0.45686	 0.43402	 0.02500	 -0.39841
	 0.45686	 0.44511	 0.02495	 -0.38213
	 0.45686	 0.49907	 0.02500	 -0.39841
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.48346	 0.49991	 0.02500	 -0.38808
	 0.46496	 0.49222	 0.02500	 -0.38435
	 0.45686	 0.47189	 0.02500	 -0.39841
	 0.42732	 0.49953	 0.02500	 -0.39164
	 0.45686	 0.49907	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.49717	 0.02500	 -0.39841
	 0.45686	 0.49908	 0.02500	 -0.39841
	 0.45686	 0.49681	 0.02427	 -0.37423
	 0.45686	 0.49645	 0.02500	 -0.39841
	 0.45686	 0.49940	 0.02500	 -0.39841
	 0.45686	 0.46706	 0.02500	 -0.39841
	 0.45686	 0.49679	 0.02500	 -0.39841
	 0.45686	 0.49907	 0.02499	 -0.39830
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.49991	 0.02500	 -0.39841
	 0.45686	 0.49652	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02500	 -0.39841
	 0.45686	 0.43402	 0.02500	 -0.39841
	 0.45686	 0.49687	 0.02500	 -0.39841
	 0.44633	 0.43845	 0.02500	 -0.39602
	 0.45686	 0.47337	 0.02500	 -0.39841
	 0.45686	 0.48986	 0.02500	 -0.39841
	 0.45686	 0.46363	 0.02500	 -0.39841
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.49681	 0.02500	 -0.39841
	 0.45686	 0.41469	 0.02500	 -0.39841
	 0.45686	 0.49947	 0.02500	 -0.39841
	 0.45686	 0.48691	 0.02500	 -0.39841
	 0.45686	 0.49703	 0.02472	 -0.37947
	 0.45241	 0.49907	 0.02500	 -0.39740
	 0.41850	 0.49572	 0.02500	 -0.38952
	 0.45686	 0.49991	 0.02453	 -0.37723
	 0.45686	 0.42791	 0.02500	 -0.39841
	 0.45686	 0.49309	 0.02500	 -0.39841
	 0.44235	 0.46573	 0.02500	 -0.39512
	 0.45686	 0.49519	 0.02500	 -0.39841
	 0.45686	 0.47779	 0.02500	 -0.39841
	 0.45686	 0.45800	 0.02437	 -0.37546
	 0.45686	 0.49993	 0.02500	 -0.39841
	 0.45087	 0.49752	 0.02500	 -0.39704
	 0.45686	 0.49907	 0.02500	 -0.39841
	 0.45686	 0.49991	 0.02500	 -0.39841
	 0.45686	 0.46157	 0.02500	 -0.39841
	 0.45686	 0.49717	 0.02500	 -0.39841
	 0.45686	 0.46157	 0.02500	 -0.39841
	 0.45686	 0.49717	 0.02500	 -0.39841
	 0.45686	 0.49676	 0.02500	 -0.39841
	 0.45686	 0.46538	 0.02500	 -0.39841
	 0.45686	 0.49519	 0.02237	 -0.35188
	 0.45686	 0.49519	 0.02500	 -0.39841
	 0.45686	 0.49652	 0.02500	 -0.39841
	 0.45686	 0.49681	 0.02500	 -0.39841
	 0.45686	 0.47026	 0.02442	 -0.37604
	 0.47830	 0.49652	 0.02500	 -0.38706
	 0.45686	 0.47780	 0.02500	 -0.39841
	 0.45686	 0.46572	 0.02500	 -0.39841
	 0.45686	 0.47960	 0.02500	 -0.39841
	 0.45686	 0.49993	 0.02500	 -0.39841
	 0.42426	 0.47865	 0.02500	 -0.39091
	 0.45618	 0.46157	 0.02500	 -0.39825
	 0.45686	 0.49681	 0.02345	 -0.36457
	 0.45686	 0.49994	 0.02500	 -0.39841
	 0.45686	 0.49993	 0.02442	 -0.37605
	 0.45686	 0.49991	 0.02474	 -0.37973
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.49991	 0.02500	 -0.39841
	 0.45686	 0.49463	 0.02500	 -0.39841
	 0.45686	 0.48080	 0.02500	 -0.39841
	 0.45686	 0.49524	 0.02500	 -0.39841
	 0.45686	 0.45093	 0.02500	 -0.39841
	 0.45686	 0.42909	 0.02500	 -0.39841
	 0.45686	 0.43215	 0.02500	 -0.39841
	 0.45686	 0.47779	 0.02500	 -0.39841
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.46574	 0.02500	 -0.39841
	 0.45686	 0.46706	 0.02500	 -0.39841
	 0.45686	 0.49380	 0.02382	 -0.36897
	 0.45069	 0.48986	 0.02500	 -0.39700
	 0.44678	 0.49160	 0.02500	 -0.39612
	 0.45686	 0.45982	 0.02500	 -0.39841
	 0.45686	 0.46690	 0.02500	 -0.39841
	 0.45686	 0.49555	 0.02500	 -0.39841
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.49519	 0.02500	 -0.39841
	 0.45686	 0.49220	 0.02500	 -0.39841
	 0.45686	 0.46157	 0.02500	 -0.39841
	 0.45686	 0.46052	 0.02500	 -0.39841
	 0.45686	 0.49676	 0.02500	 -0.39841
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.47779	 0.02500	 -0.39841
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.47779	 0.02500	 -0.39841
	 0.45686	 0.46573	 0.02354	 -0.36563
	 0.40721	 0.46573	 0.02500	 -0.38672
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.46157	 0.02500	 -0.39841
	 0.45686	 0.46157	 0.02500	 -0.39841
	 0.41646	 0.49916	 0.02500	 -0.38902
	 0.45686	 0.49991	 0.02500	 -0.39841
	 0.45686	 0.49652	 0.02500	 -0.39841
	 0.45686	 0.49662	 0.02500	 -0.39841
	 0.43902	 0.49927	 0.02500	 -0.39436
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.47917	 0.46690	 0.02500	 -0.38723
	 0.46528	 0.46580	 0.02500	 -0.38441
	 0.45686	 0.45976	 0.02500	 -0.39841
	 0.46153	 0.47192	 0.02500	 -0.38363
	 0.47926	 0.46573	 0.02500	 -0.38725
	 0.48983	 0.46157	 0.02500	 -0.38932
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.42449	 0.02500	 -0.39841
	 0.44700	 0.49463	 0.02500	 -0.39617
	 0.45686	 0.46543	 0.02500	 -0.39841
	 0.45686	 0.46568	 0.02500	 -0.39841
	 0.45686	 0.49995	 0.02500	 -0.39841
	 0.43384	 0.45982	 0.02500	 -0.39317
	 0.42835	 0.45319	 0.02500	 -0.39188
	 0.45686	 0.49676	 0.02500	 -0.39841
	 0.45686	 0.46632	 0.02500	 -0.39841
	 0.44798	 0.46594	 0.02382	 -0.36730
	 0.45686	 0.47768	 0.02500	 -0.39841
	 0.45686	 0.46717	 0.02500	 -0.39841
	 0.45686	 0.46538	 0.02500	 -0.39841
	 0.45686	 0.44416	 0.02500	 -0.39841
	 0.45686	 0.46706	 0.02500	 -0.39841
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.46574	 0.02500	 -0.39841
	 0.45686	 0.47779	 0.02500	 -0.39841
	 0.45686	 0.46538	 0.02500	 -0.39841
	 0.45686	 0.42679	 0.02365	 -0.36702
	 0.42278	 0.46573	 0.02500	 -0.39056
	 0.45686	 0.46538	 0.02500	 -0.39841
	 0.45686	 0.46720	 0.02500	 -0.39841
	 0.45686	 0.46571	 0.02500	 -0.39841
	 0.45686	 0.46771	 0.02500	 -0.39841
	 0.45686	 0.49592	 0.02500	 -0.39841
	 0.45686	 0.47779	 0.02500	 -0.39841
	 0.45686	 0.49652	 0.02500	 -0.39841
	 0.47418	 0.46052	 0.02500	 -0.38623
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.45976	 0.02500	 -0.39841
	 0.45686	 0.49676	 0.02500	 -0.39841
	 0.43849	 0.46157	 0.02500	 -0.39424
	 0.45686	 0.49676	 0.02500	 -0.39841
	 0.48693	 0.49652	 0.02500	 -0.38876
	 0.45686	 0.45756	 0.02500	 -0.39841
	 0.45686	 0.47768	 0.02500	 -0.39841
	 0.45686	 0.49463	 0.02500	 -0.39841
	 0.45686	 0.47779	 0.02500	 -0.39841
	 0.45686	 0.47768	 0.02500	 -0.39841
	 0.45686	 0.45976	 0.02500	 -0.39841
	 0.45686	 0.49676	 0.02500	 -0.39841
	 0.46241	 0.46052	 0.02500	 -0.38382
	 0.45686	 0.46706	 0.02500	 -0.39841
	 0.45686	 0.46207	 0.02500	 -0.39841
	 0.45686	 0.47554	 0.02500	 -0.39841
	 0.45686	 0.46155	 0.02500	 -0.39841
	 0.45686	 0.46576	 0.02380	 -0.36874
	 0.45686	 0.46573	 0.02500	 -0.39841
	 0.45686	 0.47779	 0.02500	 -0.39841
	 0.45686	 0.46568	 0.02500	 -0.39841
	 0.46304	 0.49676	 0.02500	 -0.38395
	 0.45686	 0.46618	 0.02500	 -0.39841
	 0.45686	 0.46171	 0.02500	 -0.39841
	 0.45686	 0.49570	 0.02500	 -0.39841
	 0.45686	 0.46038	 0.02500	 -0.39841
	 0.45686	 0.46086	 0.02500	 -0.39841
	 0.45686	 0.49676	 0.02500	 -0.39841
	 0.46795	 0.49652	 0.02500	 -0.38496
	 0.45686	 0.46574	 0.02500	 -0.39841
	 0.45686	 0.46574	 0.02500	 -0.39841
	 0.45686	 0.46720	 0.02500	 -0.39841
	 0.45686	 0.45976	 0.02500	 -0.39841
	 0.45686	 0.47779	 0.02500	 -0.39841
	 0.45686	 0.47779	 0.02500	 -0.39841
	 0.43269	 0.47779	 0.02500	 -0.39290
	 0.45686	 0.45442	 0.02500	 -0.39841
	 0.45686	 0.47643	 0.02500	 -0.39841
	 0.45686	 0.46771	 0.02500	 -0.39841
	 0.47124	 0.46538	 0.02500	 -0.38564
	 0.45686	 0.47779	 0.02500	 -0.39841
	 0.45686	 0.46618	 0.02500	 -0.39841
	 0.45826	 0.47868	 0.02500	 -0.38294
	 0.45686	 0.49562	 0.02500	 -0.39841
	 0.45686	 0.49465	 0.02500	 -0.39841
	 0.45686	 0.47465	 0.02500	 -0.39841
	 0.45686	 0.46718	 0.02500	 -0.39841
	 0.45686	 0.49449	 0.02500	 -0.39841
	 0.44447	 0.46771	 0.02500	 -0.39560
	 0.45686	 0.46574	 0.02500	 -0.39841
	 0.45686	 0.47737	 0.02500	 -0.39841
	 0.45074	 0.42972	 0.02500	 -0.39702
	 0.45686	 0.47626	 0.02500	 -0.39841
	 0.45686	 0.49717	 0.02500	 -0.39841
	 0.45686	 0.49722	 0.02500	 -0.39841
	 0.45686	 0.41664	 0.02500	 -0.39841
	 0.45686	 0.49676	 0.02500	 -0.39841
	 0.45686	 0.49988	 0.02500	 -0.39841
	 0.45686	 0.46638	 0.02500	 -0.39841
	 0.45686	 0.47858	 0.02500	 -0.39841
	 0.46173	 0.46646	 0.02500	 -0.38367
	 0.44976	 0.49353	 0.02500	 -0.39679
	 0.45686	 0.45526	 0.02500	 -0.39841
	 0.45686	 0.49570	 0.02500	 -0.39841
	 0.45686	 0.47759	 0.02500	 -0.39841
	 0.45686	 0.46740	 0.02500	 -0.39841
	 0.45686	 0.47465	 0.02473	 -0.37957
	 0.45686	 0.49722	 0.02500	 -0.39841
	 0.45686	 0.47540	 0.02500	 -0.39841
	 0.45686	 0.41903	 0.02500	 -0.39841
	 0.45686	 0.49570	 0.02500	 -0.39841
	 0.45686	 0.49293	 0.02500	 -0.39841
	 0.44737	 0.49449	 0.02500	 -0.39625
	 0.45686	 0.47465	 0.02500	 -0.39841
	 0.45686	 0.47085	 0.02500	 -0.39841
	 0.45686	 0.47759	 0.02500	 -0.39841
	 0.45686	 0.49717	 0.02500	 -0.39841
	 0.45686	 0.49098	 0.02347	 -0.36489
	 0.45686	 0.49491	 0.02474	 -0.37969
	 0.45686	 0.46158	 0.02500	 -0.39841
	 0.45686	 0.47930	 0.02500	 -0.39841
	 0.45686	 0.49648	 0.02500	 -0.39841
	 0.45686	 0.47688	 0.02500	 -0.39841
	 0.45686	 0.49463	 0.02500	 -0.39841
	 0.45686	 0.49567	 0.02386	 -0.36941
	 0.38399	 0.49398	 0.02500	 -0.38064
	 0.45686	 0.47733	 0.02500	 -0.39841
	 0.45502	 0.49641	 0.02500	 -0.39799
	 0.45686	 0.49463	 0.02350	 -0.36523
	 0.45686	 0.47736	 0.02500	 -0.39841
	 0.45686	 0.47737	 0.02500	 -0.39841
	 0.45686	 0.49465	 0.02500	 -0.39841
	 0.45686	 0.46771	 0.02500	 -0.39841
	 0.45686	 0.46771	 0.02500	 -0.39841
	 0.45686	 0.47756	 0.02500	 -0.39841
	 0.39495	 0.46676	 0.02452	 -0.37833
	 0.45686	 0.46052	 0.02500	 -0.39841
	 0.45686	 0.45665	 0.02422	 -0.37362
	 0.45686	 0.46740	 0.02500	 -0.39841
	 0.45686	 0.47626	 0.02500	 -0.39841
	 0.45686	 0.43397	 0.02500	 -0.39841
	 0.46747	 0.48295	 0.02457	 -0.37987
	 0.45686	 0.46903	 0.02500	 -0.39841
	 0.45686	 0.49478	 0.02500	 -0.39841
	 0.45686	 0.47846	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.47737	 0.02500	 -0.39841
	 0.45686	 0.47737	 0.02456	 -0.37759
	 0.45686	 0.42113	 0.02500	 -0.39841
	 0.45686	 0.47016	 0.02500	 -0.39841
	 0.45686	 0.49570	 0.02500	 -0.39841
	 0.45686	 0.49570	 0.02500	 -0.39841
	 0.45686	 0.47085	 0.02500	 -0.39841
	 0.45686	 0.49463	 0.02500	 -0.39841
	 0.45686	 0.49543	 0.02500	 -0.39841
	 0.44416	 0.41664	 0.02500	 -0.39553
	 0.45686	 0.49536	 0.02500	 -0.39841
	 0.45686	 0.47573	 0.02442	 -0.37597
	 0.45686	 0.49478	 0.02500	 -0.39841
	 0.45686	 0.46771	 0.02500	 -0.39841
	 0.45686	 0.47756	 0.02500	 -0.39841
	 0.45686	 0.49463	 0.02500	 -0.39841
	 0.47830	 0.49682	 0.02500	 -0.38706
	 0.44710	 0.49305	 0.02500	 -0.39619
	 0.45686	 0.46771	 0.02500	 -0.39841
	 0.45686	 0.46771	 0.02500	 -0.39841
	 0.44590	 0.47736	 0.02500	 -0.39593
	 0.45686	 0.49449	 0.02500	 -0.39841
	 0.45686	 0.49358	 0.02500	 -0.39841
	 0.42723	 0.49808	 0.02500	 -0.39162
	 0.45686	 0.49648	 0.02500	 -0.39841
	 0.45686	 0.48873	 0.02500	 -0.39841
	 0.45686	 0.49478	 0.02500	 -0.39841
	 0.45686	 0.49722	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.47085	 0.02500	 -0.39841
	 0.45686	 0.47717	 0.02500	 -0.39841
	 0.45686	 0.47485	 0.02500	 -0.39841
	 0.45686	 0.47465	 0.02500	 -0.39841
	 0.44709	 0.46771	 0.02500	 -0.39619
	 0.45686	 0.47577	 0.02343	 -0.36438
	 0.45686	 0.47023	 0.02500	 -0.39841
	 0.45686	 0.49453	 0.02500	 -0.39841
	 0.45686	 0.47474	 0.02500	 -0.39841
	 0.45686	 0.47736	 0.02405	 -0.37171
	 0.45686	 0.48887	 0.02500	 -0.39841
	 0.44098	 0.47717	 0.02500	 -0.39481
	 0.45686	 0.49478	 0.02500	 -0.39841
	 0.45686	 0.47575	 0.02500	 -0.39841
	 0.45659	 0.46988	 0.02500	 -0.39835
	 0.43968	 0.49341	 0.02500	 -0.39447
	 0.45686	 0.47207	 0.02500	 -0.39841
	 0.45686	 0.49645	 0.02500	 -0.39841
	 0.45686	 0.47537	 0.02500	 -0.39841
	 0.45686	 0.47540	 0.02500	 -0.39841
	 0.45686	 0.44911	 0.02500	 -0.39841
	 0.48076	 0.47608	 0.02500	 -0.38755
	 0.45686	 0.47737	 0.02469	 -0.37916
	 0.45686	 0.46771	 0.02500	 -0.39841
	 0.45686	 0.49478	 0.02500	 -0.39841
	 0.45686	 0.49463	 0.02500	 -0.39841
	 0.45686	 0.47717	 0.02500	 -0.39841
	 0.45686	 0.46771	 0.02500	 -0.39841
	 0.45686	 0.47736	 0.02500	 -0.39841
	 0.45686	 0.48887	 0.02500	 -0.39841
	 0.45686	 0.49463	 0.02500	 -0.39841
	 0.45686	 0.49722	 0.02470	 -0.37924
	 0.45686	 0.49453	 0.02500	 -0.39841
	 0.45686	 0.49478	 0.02500	 -0.39841
	 0.45686	 0.47801	 0.02500	 -0.39841
	 0.45686	 0.47009	 0.02136	 -0.33954
	 0.45686	 0.47622	 0.02500	 -0.39841
	 0.45686	 0.44867	 0.02500	 -0.39841
	 0.45686	 0.47015	 0.02500	 -0.39841
	 0.46474	 0.47608	 0.02500	 -0.38430
	 0.45686	 0.47465	 0.02500	 -0.39841
	 0.45621	 0.48590	 0.02500	 -0.39826
	 0.45686	 0.47085	 0.02500	 -0.39841
	 0.45686	 0.47737	 0.02500	 -0.39841
	 0.45686	 0.49478	 0.02500	 -0.39841
	 0.45686	 0.48269	 0.02500	 -0.39841
	 0.45686	 0.47737	 0.02354	 -0.36564
	 0.45686	 0.47737	 0.02500	 -0.39841
	 0.45686	 0.45388	 0.02500	 -0.39841
	 0.45686	 0.49477	 0.02497	 -0.38231
	 0.45686	 0.49464	 0.02500	 -0.39841
	 0.45686	 0.47715	 0.02346	 -0.36470
	 0.42991	 0.49499	 0.02500	 -0.39225
	 0.45686	 0.49477	 0.02500	 -0.39841
	 0.45686	 0.48887	 0.02500	 -0.39841
	 0.45686	 0.46677	 0.02500	 -0.39841
	 0.45911	 0.47575	 0.02500	 -0.38312
	 0.45686	 0.47015	 0.02410	 -0.37232
	 0.45656	 0.47608	 0.02500	 -0.39834
	 0.45686	 0.47207	 0.02500	 -0.39841
