Time,Extension,Load,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(mm/mm),(MPa)
"612.09998","15.88112","132.75969","0.04795","1164.46497"
"612.20001","15.88433","132.78149","0.04796","1164.65613"
"612.29999","15.88666","132.78619","0.04797","1164.69739"
"612.40002","15.88859","132.78459","0.04798","1164.68335"
"612.50000","15.89146","132.80774","0.04799","1164.88635"
"612.59998","15.89441","132.81810","0.04800","1164.97729"
"612.70001","15.89624","132.81619","0.04800","1164.96057"
"612.79999","15.89883","132.82693","0.04801","1165.05469"
"612.90002","15.90184","132.84523","0.04802","1165.21521"
"613.00000","15.90377","132.84479","0.04803","1165.21130"
"613.09998","15.90615","132.85043","0.04803","1165.26086"
"613.20001","15.90924","132.87102","0.04804","1165.44141"
"613.29999","15.91140","132.87979","0.04805","1165.51831"
"613.40002","15.91354","132.87596","0.04806","1165.48474"
"613.50000","15.91642","132.89503","0.04807","1165.65210"
"613.59998","15.91904","132.90083","0.04807","1165.70288"
"613.70001","15.92115","132.90668","0.04808","1165.75415"
"613.79999","15.92391","132.92079","0.04809","1165.87793"
"613.90002","15.92664","132.93153","0.04810","1165.97217"
"614.00000","15.92877","132.93628","0.04810","1166.01379"
"614.09998","15.93143","132.95096","0.04811","1166.14258"
"614.20001","15.93421","132.95918","0.04812","1166.21472"
"614.29999","15.93621","132.96342","0.04813","1166.25195"
"614.40002","15.93873","132.97182","0.04813","1166.32556"
"614.50000","15.94166","132.98926","0.04814","1166.47852"
"614.59998","15.94394","132.99542","0.04815","1166.53259"
"614.70001","15.94624","132.99922","0.04816","1166.56592"
"614.79999","15.94900","133.01074","0.04817","1166.66699"
"614.90002","15.95145","133.01569","0.04817","1166.71033"
"615.00000","15.95371","133.02599","0.04818","1166.80066"
"615.09998","15.95651","133.03940","0.04819","1166.91833"
"615.20001","15.95896","133.04095","0.04820","1166.93201"
"615.29999","15.96109","133.04916","0.04820","1167.00391"
"615.40002","15.96378","133.05641","0.04821","1167.06750"
"615.50000","15.96648","133.07614","0.04822","1167.24060"
"615.59998","15.96875","133.07719","0.04823","1167.24988"
"615.70001","15.97135","133.08722","0.04824","1167.33777"
"615.79999","15.97420","133.10020","0.04825","1167.45166"
"615.90002","15.97633","133.10124","0.04825","1167.46069"
"616.00000","15.97891","133.11143","0.04826","1167.55017"
"616.09998","15.98175","133.12636","0.04827","1167.68103"
"616.20001","15.98375","133.13225","0.04828","1167.73267"
"616.29999","15.98621","133.14120","0.04828","1167.81128"
"616.40002","15.98925","133.15103","0.04829","1167.89746"
"616.50000","15.99158","133.15892","0.04830","1167.96667"
"616.59998","15.99372","133.16246","0.04831","1167.99768"
"616.70001","15.99668","133.18167","0.04832","1168.16626"
"616.79999","15.99908","133.19147","0.04832","1168.25220"
"616.90002","16.00120","133.18787","0.04833","1168.22058"
"617.00000","16.00401","133.20631","0.04834","1168.38232"
"617.09998","16.00668","133.21684","0.04835","1168.47473"
"617.20001","16.00856","133.21527","0.04835","1168.46094"
"617.29999","16.01113","133.22768","0.04836","1168.56970"
"617.40002","16.01417","133.24245","0.04837","1168.69934"
"617.50000","16.01628","133.24648","0.04838","1168.73462"
"617.59998","16.01859","133.25186","0.04839","1168.78186"
"617.70001","16.02184","133.27106","0.04840","1168.95020"
"617.79999","16.02404","133.27522","0.04840","1168.98682"
"617.90002","16.02620","133.28178","0.04841","1169.04431"
"618.00000","16.02924","133.30011","0.04842","1169.20508"
"618.09998","16.03159","133.30521","0.04843","1169.24976"
"618.20001","16.03357","133.30692","0.04843","1169.26477"
"618.29999","16.03636","133.32065","0.04844","1169.38525"
"618.40002","16.03934","133.33220","0.04845","1169.48657"
"618.50000","16.04122","133.33252","0.04846","1169.48938"
"618.59998","16.04376","133.33990","0.04846","1169.55408"
"618.70001","16.04672","133.35315","0.04847","1169.67029"
"618.79999","16.04884","133.36078","0.04848","1169.73718"
"618.90002","16.05116","133.35944","0.04849","1169.72546"
"619.00000","16.05413","133.37866","0.04850","1169.89404"
"619.09998","16.05629","133.38458","0.04850","1169.94604"
"619.20001","16.05850","133.39009","0.04851","1169.99426"
"619.29999","16.06140","133.40448","0.04852","1170.12048"
"619.40002","16.06405","133.41284","0.04853","1170.19385"
"619.50000","16.06617","133.42059","0.04853","1170.26184"
"619.59998","16.06890","133.42926","0.04854","1170.33789"
"619.70001","16.07179","133.44182","0.04855","1170.44800"
"619.79999","16.07382","133.44806","0.04856","1170.50281"
"619.90002","16.07635","133.45866","0.04857","1170.59583"
"620.00000","16.07929","133.46581","0.04858","1170.65845"
"620.09998","16.08130","133.47200","0.04858","1170.71277"
"620.20001","16.08372","133.48042","0.04859","1170.78662"
"620.29999","16.08668","133.49712","0.04860","1170.93311"
"620.40002","16.08905","133.50002","0.04861","1170.95850"
"620.50000","16.09133","133.50603","0.04861","1171.01123"
"620.59998","16.09406","133.51617","0.04862","1171.10022"
"620.70001","16.09656","133.52425","0.04863","1171.17102"
"620.79999","16.09883","133.53561","0.04864","1171.27075"
"620.90002","16.10148","133.54231","0.04864","1171.32947"
"621.00000","16.10390","133.55223","0.04865","1171.41650"
"621.09998","16.10617","133.55605","0.04866","1171.44995"
"621.20001","16.10886","133.56995","0.04867","1171.57190"
"621.29999","16.11161","133.58315","0.04868","1171.68762"
"621.40002","16.11379","133.58510","0.04868","1171.70471"
"621.50000","16.11645","133.59819","0.04869","1171.81958"
"621.59998","16.11917","133.60587","0.04870","1171.88696"
"621.70001","16.12138","133.60764","0.04871","1171.90247"
"621.79999","16.12396","133.62265","0.04872","1172.03418"
"621.90002","16.12664","133.62880","0.04872","1172.08813"
"622.00000","16.12875","133.63466","0.04873","1172.13953"
"622.09998","16.13125","133.64655","0.04874","1172.24377"
"622.20001","16.13421","133.66023","0.04875","1172.36377"
"622.29999","16.13645","133.66255","0.04875","1172.38416"
"622.40002","16.13872","133.66917","0.04876","1172.44226"
"622.50000","16.14159","133.68344","0.04877","1172.56738"
"622.59998","16.14402","133.68904","0.04878","1172.61646"
"622.70001","16.14615","133.69313","0.04878","1172.65234"
"622.79999","16.14888","133.70534","0.04879","1172.75940"
"622.90002","16.15152","133.71576","0.04880","1172.85083"
"623.00000","16.15351","133.72069","0.04881","1172.89404"
"623.09998","16.15613","133.72862","0.04882","1172.96362"
"623.20001","16.15929","133.74161","0.04883","1173.07751"
"623.29999","16.16125","133.74605","0.04883","1173.11646"
"623.40002","16.16360","133.75407","0.04884","1173.18689"
"623.50000","16.16687","133.76907","0.04885","1173.31848"
"623.59998","16.16903","133.77551","0.04886","1173.37488"
"623.70001","16.17117","133.78008","0.04886","1173.41492"
"623.79999","16.17423","133.79829","0.04887","1173.57471"
"623.90002","16.17660","133.80333","0.04888","1173.61890"
"624.00000","16.17855","133.80450","0.04889","1173.62927"
"624.09998","16.18139","133.82169","0.04890","1173.77991"
"624.20001","16.18448","133.83224","0.04891","1173.87256"
"624.29999","16.18621","133.83748","0.04891","1173.91846"
"624.40002","16.18876","133.84155","0.04892","1173.95422"
"624.50000","16.19191","133.86142","0.04893","1174.12842"
"624.59998","16.19388","133.86160","0.04893","1174.13000"
"624.70001","16.19608","133.86577","0.04894","1174.16663"
"624.79999","16.19907","133.88002","0.04895","1174.29163"
"624.90002","16.20142","133.88568","0.04896","1174.34119"
"625.00000","16.20352","133.89609","0.04896","1174.43250"
"625.09998","16.20636","133.91008","0.04897","1174.55530"
"625.20001","16.20918","133.91684","0.04898","1174.61450"
"625.29999","16.21119","133.91852","0.04899","1174.62927"
"625.40002","16.21386","133.92859","0.04900","1174.71765"
"625.50000","16.21682","133.94252","0.04901","1174.83984"
"625.59998","16.21885","133.94788","0.04901","1174.88672"
"625.70001","16.22131","133.95450","0.04902","1174.94482"
"625.79999","16.22409","133.96635","0.04903","1175.04883"
"625.90002","16.22633","133.97375","0.04904","1175.11377"
"626.00000","16.22876","133.97879","0.04904","1175.15796"
"626.09998","16.23165","133.99161","0.04905","1175.27039"
"626.20001","16.23399","133.99738","0.04906","1175.32092"
"626.29999","16.23627","134.00838","0.04907","1175.41748"
"626.40002","16.23900","134.01585","0.04908","1175.48303"
"626.50000","16.24149","134.02434","0.04908","1175.55737"
"626.59998","16.24373","134.02965","0.04909","1175.60400"
"626.70001","16.24635","134.03693","0.04910","1175.66785"
"626.79999","16.24885","134.05000","0.04911","1175.78259"
"626.90002","16.25114","134.05016","0.04911","1175.78394"
"627.00000","16.25382","134.06427","0.04912","1175.90771"
"627.09998","16.25653","134.07722","0.04913","1176.02136"
"627.20001","16.25875","134.08267","0.04914","1176.06909"
"627.29999","16.26135","134.09105","0.04915","1176.14258"
"627.40002","16.26420","134.10262","0.04915","1176.24402"
"627.50000","16.26637","134.11063","0.04916","1176.31433"
"627.59998","16.26890","134.11461","0.04917","1176.34924"
"627.70001","16.27167","134.12845","0.04918","1176.47058"
"627.79999","16.27379","134.13208","0.04919","1176.50244"
"627.90002","16.27628","134.13820","0.04919","1176.55615"
"628.00000","16.27930","134.15498","0.04920","1176.70337"
"628.09998","16.28153","134.15558","0.04921","1176.70862"
"628.20001","16.28373","134.16382","0.04922","1176.78088"
"628.29999","16.28664","134.17567","0.04923","1176.88489"
"628.40002","16.28917","134.18188","0.04923","1176.93933"
"628.50000","16.29116","134.19002","0.04924","1177.01062"
"628.59998","16.29391","134.20361","0.04925","1177.12988"
"628.70001","16.29662","134.21181","0.04926","1177.20178"
"628.79999","16.29862","134.21416","0.04926","1177.22241"
"628.90002","16.30112","134.21619","0.04927","1177.24023"
"629.00000","16.30421","134.23564","0.04928","1177.41077"
"629.09998","16.30634","134.23767","0.04929","1177.42859"
"629.20001","16.30859","134.24481","0.04929","1177.49121"
"629.29999","16.31174","134.26175","0.04930","1177.63977"
"629.40002","16.31412","134.26765","0.04931","1177.69165"
"629.50000","16.31615","134.27260","0.04932","1177.73499"
"629.59998","16.31899","134.28195","0.04933","1177.81702"
"629.70001","16.32167","134.29254","0.04934","1177.90991"
"629.79999","16.32368","134.29707","0.04934","1177.94971"
"629.90002","16.32640","134.30775","0.04935","1178.04333"
"630.00000","16.32943","134.32300","0.04936","1178.17700"
"630.09998","16.33128","134.31779","0.04937","1178.13135"
"630.20001","16.33372","134.33220","0.04937","1178.25769"
"630.29999","16.33676","134.34593","0.04938","1178.37817"
"630.40002","16.33891","134.34760","0.04939","1178.39282"
"630.50000","16.34110","134.34924","0.04940","1178.40723"
"630.59998","16.34389","134.36395","0.04940","1178.53625"
"630.70001","16.34641","134.37044","0.04941","1178.59314"
"630.79999","16.34862","134.37724","0.04942","1178.65283"
"630.90002","16.35141","134.38373","0.04943","1178.70972"
"631.00000","16.35411","134.39795","0.04944","1178.83447"
"631.09998","16.35624","134.40544","0.04944","1178.90015"
"631.20001","16.35883","134.41109","0.04945","1178.94971"
"631.29999","16.36181","134.42821","0.04946","1179.09985"
"631.40002","16.36389","134.42781","0.04947","1179.09644"
"631.50000","16.36631","134.43982","0.04947","1179.20166"
"631.59998","16.36914","134.44771","0.04948","1179.27087"
"631.70001","16.37144","134.45653","0.04949","1179.34827"
"631.79999","16.37386","134.46475","0.04950","1179.42041"
"631.90002","16.37668","134.47528","0.04951","1179.51270"
"632.00000","16.37910","134.48492","0.04952","1179.59729"
"632.09998","16.38131","134.48804","0.04952","1179.62463"
"632.20001","16.38411","134.49998","0.04953","1179.72949"
"632.29999","16.38663","134.50478","0.04954","1179.77148"
"632.40002","16.38877","134.51199","0.04955","1179.83472"
"632.50000","16.39133","134.52319","0.04955","1179.93298"
"632.59998","16.39396","134.53061","0.04956","1179.99805"
"632.70001","16.39623","134.53552","0.04957","1180.04114"
"632.79999","16.39886","134.54462","0.04958","1180.12097"
"632.90002","16.40156","134.55823","0.04959","1180.24036"
"633.00000","16.40377","134.55994","0.04959","1180.25525"
"633.09998","16.40633","134.56680","0.04960","1180.31555"
"633.20001","16.40923","134.58005","0.04961","1180.43164"
"633.29999","16.41141","134.58771","0.04962","1180.49890"
"633.40002","16.41378","134.59013","0.04962","1180.52014"
"633.50000","16.41658","134.60664","0.04963","1180.66492"
"633.59998","16.41893","134.61670","0.04964","1180.75317"
"633.70001","16.42119","134.61577","0.04965","1180.74500"
"633.79999","16.42418","134.63138","0.04966","1180.88196"
"633.90002","16.42661","134.63995","0.04966","1180.95715"
"634.00000","16.42865","134.63834","0.04967","1180.94299"
"634.09998","16.43149","134.65480","0.04968","1181.08740"
"634.20001","16.43416","134.66225","0.04969","1181.15271"
"634.29999","16.43613","134.66119","0.04969","1181.14343"
"634.40002","16.43865","134.67229","0.04970","1181.24072"
"634.50000","16.44157","134.68652","0.04971","1181.36560"
"634.59998","16.44371","134.68625","0.04972","1181.36316"
"634.70001","16.44615","134.69565","0.04973","1181.44568"
"634.79999","16.44915","134.71059","0.04973","1181.57666"
"634.90002","16.45141","134.70853","0.04974","1181.55859"
"635.00000","16.45357","134.71939","0.04975","1181.65393"
"635.09998","16.45667","134.73900","0.04976","1181.82593"
"635.20001","16.45921","134.74452","0.04977","1181.87439"
"635.29999","16.46113","134.74452","0.04977","1181.87439"
"635.40002","16.46388","134.75589","0.04978","1181.97400"
"635.50000","16.46677","134.77142","0.04979","1182.11023"
"635.59998","16.46875","134.76988","0.04980","1182.09680"
"635.70001","16.47132","134.77844","0.04980","1182.17188"
"635.79999","16.47450","134.80069","0.04981","1182.36694"
"635.90002","16.47638","134.79543","0.04982","1182.32080"
"636.00000","16.47870","134.80360","0.04983","1182.39258"
"636.09998","16.48184","134.82135","0.04984","1182.54822"
"636.20001","16.48397","134.82736","0.04984","1182.60095"
"636.29999","16.48604","134.82327","0.04985","1182.56506"
"636.40002","16.48890","134.84213","0.04986","1182.73047"
"636.50000","16.49154","134.84924","0.04987","1182.79285"
"636.59998","16.49369","134.84866","0.04987","1182.78772"
"636.70001","16.49634","134.86108","0.04988","1182.89673"
"636.79999","16.49919","134.87451","0.04989","1183.01453"
"636.90002","16.50120","134.87624","0.04990","1183.02966"
"637.00000","16.50380","134.88857","0.04991","1183.13782"
"637.09998","16.50678","134.89763","0.04992","1183.21729"
"637.20001","16.50885","134.90092","0.04992","1183.24622"
"637.29999","16.51117","134.90323","0.04993","1183.26636"
"637.40002","16.51410","134.91916","0.04994","1183.40613"
"637.50000","16.51647","134.92558","0.04995","1183.46240"
"637.59998","16.51873","134.93211","0.04995","1183.51978"
"637.70001","16.52162","134.94687","0.04996","1183.64917"
"637.79999","16.52404","134.95363","0.04997","1183.70850"
"637.90002","16.52622","134.95567","0.04998","1183.72644"
"638.00000","16.52901","134.96690","0.04998","1183.82483"
"638.09998","16.53154","134.97824","0.04999","1183.92432"
"638.20001","16.53358","134.97841","0.05000","1183.92578"
"638.29999","16.53623","134.98877","0.05001","1184.01672"
"638.40002","16.53897","135.00070","0.05002","1184.12134"
"638.50000","16.54117","135.00793","0.05002","1184.18481"
"638.59998","16.54374","135.01462","0.05003","1184.24341"
"638.70001","16.54657","135.02388","0.05004","1184.32458"
"638.79999","16.54881","135.02914","0.05005","1184.37085"
"638.90002","16.55128","135.03966","0.05005","1184.46301"
"639.00000","16.55422","135.05150","0.05006","1184.56689"
"639.09998","16.55640","135.05875","0.05007","1184.63049"
"639.20001","16.55867","135.06334","0.05008","1184.67078"
"639.29999","16.56161","135.07700","0.05009","1184.79053"
"639.40002","16.56403","135.08273","0.05009","1184.84082"
"639.50000","16.56624","135.08597","0.05010","1184.86926"
"639.59998","16.56914","135.09709","0.05011","1184.96680"
"639.70001","16.57176","135.10979","0.05012","1185.07813"
"639.79999","16.57376","135.11205","0.05013","1185.09790"
"639.90002","16.57650","135.12341","0.05013","1185.19763"
"640.00000","16.57931","135.12822","0.05014","1185.23987"
"640.09998","16.58118","135.13722","0.05015","1185.31885"
"640.20001","16.58365","135.14197","0.05016","1185.36047"
"640.29999","16.58662","135.15819","0.05017","1185.50269"
"640.40002","16.58884","135.15688","0.05017","1185.49121"
"640.50000","16.59110","135.17027","0.05018","1185.60864"
"640.59998","16.59410","135.17973","0.05019","1185.69165"
"640.70001","16.59649","135.18335","0.05020","1185.72339"
"640.79999","16.59864","135.18971","0.05020","1185.77917"
"640.90002","16.60158","135.20291","0.05021","1185.89502"
"641.00000","16.60420","135.21613","0.05022","1186.01086"
"641.09998","16.60608","135.20779","0.05023","1185.93774"
"641.20001","16.60878","135.22711","0.05023","1186.10718"
"641.29999","16.61178","135.23572","0.05024","1186.18274"
"641.40002","16.61375","135.23758","0.05025","1186.19910"
"641.50000","16.61626","135.24812","0.05026","1186.29150"
"641.59998","16.61938","135.26260","0.05027","1186.41858"
"641.70001","16.62142","135.26711","0.05027","1186.45801"
"641.79999","16.62369","135.26700","0.05028","1186.45703"
"641.90002","16.62668","135.28841","0.05029","1186.64490"
"642.00000","16.62892","135.28505","0.05030","1186.61536"
"642.09998","16.63104","135.28931","0.05030","1186.65271"
"642.20001","16.63384","135.30486","0.05031","1186.78918"
"642.29999","16.63653","135.31631","0.05032","1186.88965"
"642.40002","16.63864","135.31516","0.05033","1186.87952"
"642.50000","16.64127","135.32693","0.05034","1186.98279"
"642.59998","16.64412","135.33862","0.05035","1187.08533"
"642.70001","16.64625","135.34668","0.05035","1187.15601"
"642.79999","16.64875","135.35007","0.05036","1187.18567"
"642.90002","16.65181","135.36699","0.05037","1187.33411"
"643.00000","16.65385","135.37256","0.05038","1187.38293"
"643.09998","16.65623","135.37364","0.05038","1187.39246"
"643.20001","16.65922","135.38580","0.05039","1187.49915"
"643.29999","16.66155","135.39577","0.05040","1187.58655"
"643.40002","16.66381","135.39684","0.05041","1187.59595"
"643.50000","16.66667","135.40915","0.05042","1187.70398"
"643.59998","16.66918","135.41869","0.05042","1187.78760"
"643.70001","16.67132","135.42238","0.05043","1187.81995"
"643.79999","16.67408","135.43178","0.05044","1187.90234"
"643.90002","16.67657","135.43881","0.05045","1187.96411"
"644.00000","16.67865","135.44463","0.05045","1188.01514"
"644.09998","16.68131","135.45442","0.05046","1188.10107"
"644.20001","16.68406","135.46967","0.05047","1188.23474"
"644.29999","16.68629","135.47423","0.05048","1188.27478"
"644.40002","16.68872","135.48042","0.05049","1188.32910"
"644.50000","16.69160","135.48911","0.05049","1188.40527"
"644.59998","16.69386","135.49619","0.05050","1188.46729"
"644.70001","16.69628","135.50461","0.05051","1188.54126"
"644.79999","16.69921","135.51871","0.05052","1188.66492"
"644.90002","16.70136","135.52502","0.05053","1188.72034"
"645.00000","16.70365","135.52699","0.05053","1188.73755"
"645.09998","16.70658","135.53926","0.05054","1188.84521"
"645.20001","16.70912","135.55000","0.05055","1188.93933"
"645.29999","16.71120","135.55180","0.05056","1188.95520"
"645.40002","16.71401","135.56255","0.05056","1189.04944"
"645.50000","16.71669","135.57603","0.05057","1189.16772"
"645.59998","16.71872","135.57671","0.05058","1189.17358"
"645.70001","16.72140","135.58588","0.05059","1189.25403"
"645.79999","16.72418","135.59818","0.05060","1189.36194"
"645.90002","16.72612","135.59976","0.05060","1189.37585"
"646.00000","16.72862","135.61502","0.05061","1189.50964"
"646.09998","16.73166","135.62680","0.05062","1189.61304"
"646.20001","16.73389","135.62909","0.05063","1189.63306"
"646.29999","16.73612","135.63225","0.05063","1189.66077"
"646.40002","16.73907","135.64738","0.05064","1189.79358"
"646.50000","16.74151","135.65355","0.05065","1189.84766"
"646.59998","16.74364","135.65396","0.05066","1189.85120"
"646.70001","16.74656","135.66783","0.05067","1189.97290"
"646.79999","16.74916","135.68237","0.05067","1190.10046"
"646.90002","16.75112","135.67990","0.05068","1190.07874"
"647.00000","16.75388","135.69330","0.05069","1190.19629"
"647.09998","16.75687","135.70583","0.05070","1190.30615"
"647.20001","16.75880","135.70775","0.05071","1190.32300"
"647.29999","16.76129","135.71892","0.05071","1190.42102"
"647.40002","16.76443","135.73314","0.05072","1190.54565"
"647.50000","16.76647","135.73161","0.05073","1190.53235"
"647.59998","16.76871","135.73494","0.05074","1190.56152"
"647.70001","16.77172","135.74817","0.05075","1190.67749"
"647.79999","16.77389","135.75197","0.05075","1190.71082"
"647.90002","16.77607","135.75633","0.05076","1190.74915"
"648.00000","16.77891","135.77431","0.05077","1190.90686"
"648.09998","16.78162","135.78169","0.05078","1190.97156"
"648.20001","16.78363","135.78255","0.05078","1190.97913"
"648.29999","16.78624","135.79213","0.05079","1191.06311"
"648.40002","16.78915","135.80185","0.05080","1191.14844"
"648.50000","16.79123","135.80307","0.05081","1191.15906"
"648.59998","16.79375","135.81290","0.05081","1191.24524"
"648.70001","16.79676","135.82735","0.05082","1191.37207"
"648.79999","16.79879","135.83200","0.05083","1191.41284"
"648.90002","16.80119","135.83807","0.05084","1191.46606"
"649.00000","16.80423","135.84630","0.05085","1191.53821"
"649.09998","16.80650","135.85416","0.05085","1191.60718"
"649.20001","16.80871","135.85886","0.05086","1191.64844"
"649.29999","16.81159","135.87567","0.05087","1191.79590"
"649.40002","16.81409","135.88071","0.05088","1191.84009"
"649.50000","16.81622","135.88235","0.05088","1191.85449"
"649.59998","16.81893","135.89130","0.05089","1191.93298"
"649.70001","16.82151","135.90012","0.05090","1192.01025"
"649.79999","16.82360","135.90527","0.05091","1192.05554"
"649.90002","16.82625","135.91003","0.05092","1192.09729"
"650.00000","16.82914","135.93015","0.05093","1192.27368"
"650.09998","16.83128","135.93001","0.05093","1192.27246"
"650.20001","16.83369","135.93234","0.05094","1192.29297"
"650.29999","16.83656","135.94818","0.05095","1192.43188"
"650.40002","16.83886","135.95125","0.05096","1192.45874"
"650.50000","16.84120","135.96115","0.05096","1192.54565"
"650.59998","16.84418","135.97324","0.05097","1192.65161"
"650.70001","16.84644","135.97517","0.05098","1192.66870"
"650.79999","16.84868","135.98438","0.05099","1192.74939"
"650.90002","16.85168","135.99936","0.05100","1192.88074"
"651.00000","16.85419","136.00352","0.05100","1192.91736"
"651.09998","16.85622","136.00420","0.05101","1192.92322"
"651.20001","16.85900","136.01601","0.05102","1193.02686"
"651.29999","16.86181","136.02603","0.05103","1193.11475"
"651.40002","16.86375","136.02782","0.05103","1193.13037"
"651.50000","16.86635","136.03586","0.05104","1193.20093"
"651.59998","16.86926","136.04131","0.05105","1193.24866"
"651.70001","16.87122","136.04572","0.05106","1193.28735"
"651.79999","16.87369","136.05432","0.05107","1193.36292"
"651.90002","16.87670","136.06987","0.05107","1193.49927"
"652.00000","16.87893","136.07253","0.05108","1193.52258"
"652.09998","16.88106","136.07716","0.05109","1193.56323"
"652.20001","16.88397","136.08710","0.05110","1193.65039"
"652.29999","16.88659","136.09653","0.05111","1193.73303"
"652.40002","16.88860","136.09903","0.05111","1193.75500"
"652.50000","16.89140","136.11212","0.05112","1193.86987"
"652.59998","16.89428","136.12164","0.05113","1193.95337"
"652.70001","16.89620","136.12366","0.05114","1193.97107"
"652.79999","16.89884","136.13043","0.05114","1194.03040"
"652.90002","16.90185","136.14302","0.05115","1194.14087"
"653.00000","16.90382","136.14775","0.05116","1194.18237"
"653.09998","16.90617","136.14902","0.05117","1194.19348"
"653.20001","16.90927","136.16737","0.05118","1194.35449"
"653.29999","16.91148","136.16766","0.05118","1194.35706"
"653.40002","16.91365","136.17484","0.05119","1194.41992"
"653.50000","16.91655","136.18410","0.05120","1194.50122"
"653.59998","16.91899","136.19200","0.05121","1194.57043"
"653.70001","16.92113","136.19609","0.05121","1194.60632"
"653.79999","16.92388","136.20406","0.05122","1194.67627"
"653.90002","16.92661","136.21609","0.05123","1194.78186"
"654.00000","16.92867","136.22200","0.05124","1194.83362"
"654.09998","16.93123","136.22997","0.05125","1194.90344"
"654.20001","16.93410","136.23962","0.05125","1194.98816"
"654.29999","16.93628","136.24413","0.05126","1195.02771"
"654.40002","16.93878","136.25220","0.05127","1195.09851"
"654.50000","16.94172","136.26616","0.05128","1195.22095"
"654.59998","16.94392","136.26991","0.05129","1195.25391"
"654.70001","16.94636","136.27928","0.05129","1195.33606"
"654.79999","16.94923","136.28564","0.05130","1195.39185"
"654.90002","16.95152","136.29521","0.05131","1195.47583"
"655.00000","16.95380","136.29718","0.05132","1195.49304"
"655.09998","16.95661","136.31206","0.05132","1195.62354"
"655.20001","16.95913","136.31979","0.05133","1195.69141"
"655.29999","16.96129","136.31822","0.05134","1195.67761"
"655.40002","16.96403","136.33250","0.05135","1195.80286"
"655.50000","16.96660","136.34103","0.05136","1195.87769"
"655.59998","16.96870","136.33984","0.05136","1195.86731"
"655.70001","16.97136","136.35249","0.05137","1195.97815"
"655.79999","16.97412","136.36441","0.05138","1196.08276"
"655.90002","16.97627","136.36891","0.05139","1196.12219"
"656.00000","16.97870","136.37384","0.05139","1196.16541"
"656.09998","16.98162","136.38406","0.05140","1196.25513"
"656.20001","16.98384","136.38710","0.05141","1196.28174"
"656.29999","16.98615","136.39339","0.05142","1196.33691"
"656.40002","16.98919","136.40881","0.05143","1196.47217"
"656.50000","16.99151","136.41148","0.05143","1196.49561"
"656.59998","16.99370","136.41277","0.05144","1196.50684"
"656.70001","16.99662","136.42836","0.05145","1196.64368"
"656.79999","16.99918","136.43430","0.05146","1196.69568"
"656.90002","17.00119","136.43518","0.05146","1196.70349"
"657.00000","17.00390","136.44595","0.05147","1196.79797"
"657.09998","17.00680","136.45619","0.05148","1196.88782"
"657.20001","17.00874","136.45660","0.05149","1196.89136"
"657.29999","17.01122","136.46715","0.05150","1196.98389"
"657.40002","17.01415","136.47876","0.05151","1197.08569"
"657.50000","17.01631","136.47870","0.05151","1197.08521"
"657.59998","17.01862","136.47913","0.05152","1197.08887"
"657.70001","17.02166","136.49879","0.05153","1197.26147"
"657.79999","17.02395","136.50526","0.05154","1197.31824"
"657.90002","17.02605","136.50327","0.05154","1197.30066"
"658.00000","17.02889","136.51807","0.05155","1197.43054"
"658.09998","17.03160","136.52827","0.05156","1197.52002"
"658.20001","17.03362","136.52530","0.05157","1197.49390"
"658.29999","17.03633","136.54192","0.05157","1197.63965"
"658.40002","17.03925","136.55008","0.05158","1197.71130"
"658.50000","17.04129","136.54964","0.05159","1197.70740"
"658.59998","17.04383","136.55533","0.05160","1197.75732"
"658.70001","17.04687","136.57289","0.05161","1197.91138"
"658.79999","17.04891","136.57808","0.05161","1197.95691"
"658.90002","17.05119","136.58087","0.05162","1197.98132"
"659.00000","17.05429","136.59572","0.05163","1198.11157"
"659.09998","17.05656","136.59879","0.05164","1198.13843"
"659.20001","17.05863","136.60004","0.05164","1198.14941"
"659.29999","17.06155","136.61021","0.05165","1198.23877"
"659.40002","17.06411","136.62003","0.05166","1198.32483"
"659.50000","17.06618","136.61888","0.05167","1198.31470"
"659.59998","17.06886","136.63162","0.05168","1198.42651"
"659.70001","17.07171","136.64369","0.05169","1198.53235"
"659.79999","17.07369","136.64023","0.05169","1198.50195"
"659.90002","17.07617","136.64696","0.05170","1198.56104"
"660.00000","17.07913","136.66629","0.05171","1198.73059"
"660.09998","17.08129","136.66801","0.05172","1198.74573"
"660.20001","17.08370","136.67444","0.05172","1198.80200"
"660.29999","17.08661","136.68787","0.05173","1198.91980"
"660.40002","17.08901","136.68944","0.05174","1198.93359"
"660.50000","17.09126","136.69791","0.05175","1199.00793"
"660.59998","17.09404","136.70729","0.05176","1199.09021"
"660.70001","17.09659","136.71526","0.05176","1199.16003"
"660.79999","17.09874","136.71420","0.05177","1199.15088"
"660.90002","17.10147","136.72945","0.05178","1199.28455"
"661.00000","17.10414","136.73936","0.05179","1199.37158"
"661.09998","17.10630","136.74010","0.05179","1199.37793"
"661.20001","17.10887","136.75351","0.05180","1199.49561"
"661.29999","17.11152","136.75620","0.05181","1199.51917"
"661.40002","17.11379","136.76132","0.05182","1199.56409"
"661.50000","17.11627","136.76834","0.05183","1199.62573"
"661.59998","17.11905","136.78233","0.05183","1199.74841"
"661.70001","17.12128","136.78369","0.05184","1199.76038"
"661.79999","17.12366","136.79041","0.05185","1199.81921"
