xs-	ys-	xs+	ys+	T_f	theta	power	
	 0.70947	 -0.49853	 0.86117	 0.07980	 406.51247	 -0.26671 	 11.74250
	 0.70955	 -0.49842	 0.88623	 0.81950	 412.98879	 -0.32008 	 14.52014
	 0.70492	 -0.47643	 0.86593	 0.07946	 412.76883	 -0.30498 	 13.30386
	 0.56821	 -0.40312	 0.92233	 0.86909	 411.51605	 -0.30291 	 23.75195
	 0.46979	 -0.85041	 0.88191	 0.78221	 306.20132	 0.00000 	 0.77910
	 0.74247	 -0.43759	 0.76384	 0.06387	 369.96334	 -0.03365 	 1.20033
	 0.73966	 -0.57945	 0.78230	 0.13244	 372.38572	 0.00000 	 0.00000
	 0.73674	 -0.57872	 0.78117	 0.15483	 413.05855	 -0.15310 	 4.17781
	 0.71697	 -0.57945	 0.78230	 0.13244	 372.38572	 -0.05289 	 3.16933
	 0.49219	 -0.86613	 0.92038	 0.86750	 306.17041	 0.00000 	 0.79992
	 0.73977	 -0.63588	 0.81144	 0.76968	 411.80550	 -0.19654 	 6.74996
	 0.71248	 -0.54281	 0.82445	 0.20206	 411.51348	 -0.24662 	 9.24879
	 0.70710	 -0.53163	 0.88295	 0.73618	 411.51233	 -0.31521 	 14.35375
	 0.70343	 -0.40417	 0.94241	 0.76526	 413.00716	 -0.37505 	 19.36893
	 0.57152	 -0.46931	 0.90055	 0.16119	 411.51605	 -0.27525 	 20.43943
	 0.73032	 -0.51557	 0.76469	 0.07754	 412.91435	 -0.11846 	 3.04740
	 0.70452	 -0.47036	 0.94241	 0.15360	 406.73437	 -0.33740 	 18.26437
	 0.70347	 -0.56510	 0.88656	 0.65025	 412.78455	 -0.32800 	 15.27267
	 0.70553	 -0.38675	 0.93007	 0.16215	 412.46820	 -0.35830 	 18.09066
	 0.70482	 -0.48219	 0.82679	 0.06894	 411.51775	 -0.25821 	 9.92244
	 0.72549	 -0.49813	 0.81675	 0.13363	 412.99334	 -0.22212 	 7.68720
	 0.70710	 -0.54281	 0.86865	 0.20206	 411.51346	 -0.29797 	 13.30819
	 0.73543	 -0.54819	 0.77092	 0.13408	 410.37555	 -0.13809 	 3.30565
	 0.73035	 -0.49163	 0.78037	 0.08483	 371.77856	 -0.05005 	 2.45512
	 0.74027	 -0.51557	 0.76469	 0.07735	 406.67402	 -0.11243 	 2.37310
	 0.73566	 -0.56836	 0.78140	 0.12608	 413.00716	 -0.15509 	 4.23111
	 0.71435	 -0.56816	 0.78117	 0.15495	 413.00700	 -0.17091 	 5.53347
	 0.70569	 -0.41920	 0.75872	 0.12544	 412.46820	 0.00000 	 0.00000
	 0.74030	 -0.38728	 0.93325	 0.06644	 369.96334	 -0.07431 	 8.40145
	 0.70504	 -0.51579	 0.93222	 0.12961	 412.90502	 -0.35960 	 18.83790
	 0.73032	 -0.47776	 0.76469	 0.04267	 406.74380	 -0.10616 	 2.78461
	 0.72227	 -0.54880	 0.76820	 0.14785	 371.49298	 -0.03274 	 2.25437
	 0.70569	 -0.33470	 0.93006	 0.14147	 412.10980	 -0.34546 	 17.72125
	 0.73599	 -0.33801	 0.93006	 0.14745	 412.10980	 -0.25597 	 14.73003
	 0.70536	 -0.56505	 0.78140	 0.12644	 413.00716	 -0.17088 	 6.11241
	 0.74027	 -0.51557	 0.76469	 0.07735	 402.23227	 -0.10338 	 2.25241
	 0.71248	 -0.53163	 0.88295	 0.73618	 411.51235	 -0.30752 	 13.92325
	 0.70911	 -0.40312	 0.85789	 0.77286	 406.53629	 -0.20047 	 10.70856
	 0.56857	 -0.49842	 0.86117	 0.07980	 411.49223	 -0.34243 	 20.84869
	 0.74081	 -0.49853	 0.77207	 0.08464	 371.77856	 -0.04511 	 1.71783
	 0.70896	 -0.49706	 0.86947	 0.07980	 406.51247	 -0.27485 	 12.41639
	 0.73977	 -0.56779	 0.78931	 0.76968	 412.55320	 -0.17246 	 5.05118
	 0.74030	 -0.41973	 0.76324	 0.06738	 369.68207	 -0.03151 	 1.22264
	 0.70387	 -0.40417	 0.76430	 0.10697	 412.91106	 -0.02471 	 4.43346
	 0.73032	 -0.51557	 0.94312	 0.73593	 413.01046	 -0.33241 	 17.33530
	 0.74031	 -0.49809	 0.78117	 0.08112	 371.63767	 -0.05034 	 2.12323
	 0.71434	 -0.60010	 0.78037	 0.15847	 412.57834	 -0.17176 	 5.50757
	 0.73596	 -0.60043	 0.85916	 0.26141	 411.14125	 -0.23951 	 10.28946
	 0.70954	 -0.47643	 0.77733	 0.16109	 413.03494	 -0.11816 	 5.22807
	 0.74027	 -0.51557	 0.76469	 0.07735	 406.67402	 -0.11243 	 2.37310
	 0.73032	 -0.51370	 0.80075	 0.16971	 406.92274	 -0.17958 	 5.69820
	 0.73885	 -0.56779	 0.81081	 0.88153	 412.75976	 -0.20496 	 6.73796
	 0.70423	 -0.56510	 0.88530	 0.60721	 412.78455	 -0.32530 	 15.10881
	 0.72127	 -0.53116	 0.88295	 0.73618	 411.46815	 -0.29437 	 13.21784
	 0.73502	 -0.54867	 0.77092	 0.13408	 410.41974	 -0.13830 	 3.32920
	 0.74138	 -0.35559	 0.87929	 0.06738	 369.96334	 0.00000 	 0.00000
	 0.57019	 -0.41983	 0.76325	 0.77286	 411.51605	 0.00890 	 5.45007
	 0.71278	 -0.54281	 0.81752	 0.20206	 411.51348	 -0.23726 	 8.64442
	 0.70313	 -0.40417	 0.94934	 0.76526	 413.00716	 -0.38175 	 19.97692
	 0.70947	 -0.48373	 0.86311	 0.13276	 407.30272	 -0.27132 	 11.93856
	 0.73032	 -0.51370	 0.77908	 0.16971	 406.92274	 -0.14269 	 4.00826
	 0.70424	 -0.53247	 0.88665	 0.55326	 412.88766	 -0.32820 	 15.15734
	 0.70331	 -0.56426	 0.80880	 0.17308	 412.78455	 -0.24215 	 8.75310
	 0.71024	 -0.54188	 0.77933	 0.12608	 412.99091	 -0.16008 	 5.56345
	 0.73338	 -0.36118	 0.93215	 0.14780	 412.12602	 -0.27592 	 15.26841
	 0.70497	 -0.50037	 0.82679	 0.06860	 412.98879	 -0.26449 	 10.11834
	 0.70947	 -0.48373	 0.86311	 0.13276	 401.21822	 -0.23465 	 11.03042
	 0.70508	 -0.47723	 0.93222	 0.12961	 413.14546	 -0.36496 	 18.78729
	 0.70705	 -0.53237	 0.88496	 0.70137	 411.30387	 -0.31621 	 14.50209
	 0.70954	 -0.44048	 0.85992	 0.16040	 412.96129	 -0.29334 	 12.31908
	 0.70492	 -0.47643	 0.86593	 0.07946	 412.76883	 -0.30498 	 13.30386
	 0.71435	 -0.56816	 0.78117	 0.15408	 412.45142	 -0.16903 	 5.49946
	 0.70569	 -0.41920	 0.75780	 0.12632	 413.02378	 0.00995 	 2.29355
	 0.70424	 -0.53163	 0.81099	 0.13271	 407.45231	 -0.21852 	 8.28200
	 0.70947	 -0.48373	 0.86101	 0.16881	 412.72815	 -0.29457 	 12.51122
	 0.70915	 -0.48381	 0.86073	 0.07980	 394.47446	 -0.19477 	 9.93464
	 0.73063	 -0.41213	 0.80119	 0.16971	 406.92274	 -0.16730 	 5.44994
	 0.71900	 -0.51557	 0.82468	 0.73317	 413.05465	 -0.21969 	 8.67036
	 0.73007	 -0.54281	 0.94289	 0.20482	 411.46613	 -0.32688 	 17.18449
	 0.70530	 -0.49842	 0.82731	 0.06860	 413.00820	 -0.26471 	 10.13433
	 0.73533	 -0.56836	 0.78088	 0.12608	 412.98776	 -0.15579 	 4.21483
	 0.71011	 -0.51370	 0.80075	 0.16971	 406.92274	 -0.18823 	 6.91979
	 0.73502	 -0.54867	 0.77092	 0.13408	 410.41974	 -0.13830 	 3.32920
	 0.73066	 -0.49871	 0.78117	 0.08112	 371.63767	 -0.05067 	 2.48009
	 0.73997	 -0.51309	 0.81031	 0.15858	 406.92274	 -0.17611 	 5.77953
	 0.70331	 -0.59234	 0.88656	 0.59512	 412.78455	 -0.32423 	 15.34823
	 0.74027	 -0.51557	 0.76469	 0.07735	 406.22797	 -0.11154 	 2.36105
	 0.71819	 -0.48493	 0.88603	 0.68790	 413.07467	 -0.30645 	 13.78157
	 0.56602	 -0.40312	 0.88198	 0.77286	 411.49102	 0.00000 	 0.00000
	 0.72555	 -0.49743	 0.81675	 0.06614	 412.99334	 -0.22055 	 7.67951
	 0.71326	 -0.41594	 0.94241	 0.79230	 409.97591	 -0.33276 	 17.78275
	 0.70368	 -0.54930	 0.92827	 0.13408	 412.83653	 -0.35209 	 18.67984
	 0.73518	 -0.40307	 0.78511	 0.77643	 410.54295	 -0.06701 	 4.25691
	 0.74012	 -0.49810	 0.77713	 0.02658	 373.06124	 -0.05182 	 1.98787
	 0.70974	 -0.49842	 0.87004	 0.06686	 411.06491	 -0.29498 	 13.06233
	 0.70978	 -0.48579	 0.81358	 0.13398	 411.55768	 -0.23144 	 8.40310
	 0.72509	 -0.44048	 0.86084	 0.16040	 412.99265	 -0.27024 	 11.11028
	 0.58398	 -0.40312	 0.88233	 0.71523	 410.82072	 -0.16197 	 21.11696
	 0.49219	 -0.85041	 0.92192	 0.86750	 306.55119	 0.00000 	 0.90368
	 0.74026	 -0.51557	 0.76469	 0.07735	 401.86611	 -0.10261 	 2.24270
	 0.73978	 -0.56779	 0.82812	 0.76968	 412.83951	 0.00000 	 0.00000
	 0.70497	 -0.49842	 0.83167	 0.06745	 412.98879	 -0.27011 	 10.52756
	 0.70569	 -0.41920	 0.75545	 0.12659	 412.46820	 0.00993 	 1.92695
	 0.73048	 -0.49744	 0.94312	 0.73593	 412.99250	 -0.32967 	 17.23021
	 0.72532	 -0.51626	 0.81675	 0.12538	 413.03731	 -0.22162 	 7.73803
	 0.73865	 -0.56776	 0.77730	 0.20720	 411.12163	 -0.14752 	 3.73112
	 0.73615	 -0.56839	 0.81008	 0.88153	 413.02488	 -0.20614 	 6.83072
	 0.66989	 -0.51636	 0.75872	 0.07883	 412.46820	 0.00000 	 0.00000
	 0.73032	 -0.41842	 0.76469	 0.12415	 412.91435	 -0.08713 	 2.84783
	 0.69196	 -0.51573	 0.76832	 0.76526	 413.00716	 0.00989 	 2.53717
	 0.74027	 -0.40402	 0.94598	 0.07735	 402.23227	 -0.22173 	 14.13252
	 0.73885	 -0.57477	 0.80707	 0.86799	 413.05669	 -0.20187 	 6.49931
	 0.49219	 -0.84879	 0.92600	 0.88104	 304.42077	 0.00000 	 0.34075
	 0.72206	 -0.49713	 0.88623	 0.81748	 412.98879	 -0.30032 	 13.49883
	 0.70313	 -0.40547	 0.94934	 0.76728	 413.00716	 -0.38188 	 19.98315
	 0.67140	 -0.48493	 0.76539	 0.70069	 412.46166	 0.00909 	 2.92081
	 0.71668	 -0.51636	 0.88670	 0.06626	 413.08107	 -0.30663 	 14.13694
	 0.74030	 -0.41973	 0.86725	 0.06738	 369.96334	 -0.06851 	 5.65075
	 0.70955	 -0.49842	 0.75943	 0.05466	 412.98879	 -0.04961 	 3.80087
	 0.49219	 -0.85041	 0.92226	 0.86750	 306.10854	 -0.00000 	 0.78668
	 0.74026	 -0.51557	 0.76469	 0.07735	 401.86611	 -0.10261 	 2.24270
	 0.71478	 -0.51324	 0.85957	 0.13276	 407.33721	 -0.26282 	 11.35197
	 0.73032	 -0.48419	 0.81385	 0.16971	 406.88825	 -0.19304 	 6.61676
	 0.70954	 -0.44048	 0.85942	 0.16040	 412.96129	 -0.29281 	 12.27762
	 0.70331	 -0.56510	 0.88656	 0.68790	 412.78455	 -0.32882 	 15.28239
	 0.69586	 -0.44119	 0.85285	 0.13408	 412.93334	 -0.30490 	 12.86459
	 0.72509	 -0.54749	 0.77891	 0.16040	 410.43206	 -0.15645 	 4.52456
	 0.72114	 -0.33470	 0.93006	 0.14780	 408.09391	 -0.27312 	 15.39395
	 0.70955	 -0.49842	 0.86624	 0.06645	 413.08868	 -0.29837 	 13.03468
	 0.73410	 -0.59203	 0.78939	 0.14840	 413.02592	 -0.16592 	 5.00588
	 0.70691	 -0.33470	 0.92156	 0.12549	 412.07148	 -0.33523 	 16.92267
	 0.57322	 -0.54345	 0.88198	 0.73591	 411.51605	 -0.36451 	 23.36770
	 0.72541	 -0.40575	 0.94312	 0.77287	 412.93155	 -0.32138 	 17.21605
	 0.74012	 -0.49810	 0.75864	 0.08105	 373.06124	 -0.03135 	 1.20376
	 0.66989	 -0.51636	 0.77722	 0.02436	 412.46820	 -0.14950 	 8.00026
	 0.70710	 -0.54281	 0.77877	 0.20206	 411.51346	 -0.12256 	 5.51291
	 0.73865	 -0.56776	 0.82298	 0.20720	 411.12163	 -0.19509 	 7.17902
	 0.71821	 -0.44078	 0.88591	 0.68790	 413.07467	 -0.29889 	 13.56970
	 0.70952	 -0.48463	 0.86004	 0.16040	 412.96129	 -0.29435 	 12.46216
	 0.70202	 -0.41074	 0.80075	 0.19210	 407.05725	 -0.15197 	 7.08669
	 0.73143	 -0.46464	 0.97177	 0.74286	 412.84349	 -0.33679 	 19.10673
	 0.70347	 -0.56574	 0.80922	 0.64101	 412.79630	 -0.16310 	 8.25856
	 0.71232	 -0.53099	 0.88544	 0.17227	 408.01773	 -0.29238 	 13.69271
	 0.70368	 -0.54930	 0.81291	 0.13480	 412.84585	 -0.24875 	 9.08730
	 0.71248	 -0.53163	 0.92636	 0.16804	 412.00318	 -0.34258 	 17.57343
	 0.73002	 -0.40312	 0.88198	 0.77286	 411.51605	 -0.25312 	 11.88180
	 0.56844	 -0.51370	 0.80075	 0.16971	 406.92274	 -0.07436 	 15.58561
	 0.73047	 -0.51370	 0.77664	 0.02743	 373.55370	 -0.05426 	 2.36844
	 0.73997	 -0.49810	 0.78279	 0.16886	 406.42974	 -0.14217 	 3.71990
	 0.74197	 -0.56779	 0.78931	 0.76968	 412.55320	 -0.17473 	 4.98547
	 0.74026	 -0.51557	 0.75991	 0.07735	 401.86611	 -0.08459 	 1.89935
	 0.73977	 -0.51530	 0.78931	 0.76968	 412.55320	 0.00000 	 0.00000
	 0.73032	 -0.56807	 0.76469	 0.07754	 412.91435	 -0.12578 	 3.15391
	 0.70947	 -0.49842	 0.88623	 0.81950	 412.98879	 -0.32019 	 14.52642
	 0.70955	 -0.45446	 0.86311	 0.13276	 407.30272	 -0.26821 	 11.82858
	 0.70299	 -0.51530	 0.81290	 0.76968	 412.55320	 -0.09703 	 8.27426
	 0.74045	 -0.54930	 0.78932	 0.13480	 412.84585	 -0.14740 	 4.44286
	 0.74030	 -0.41973	 0.76032	 0.06674	 371.50518	 -0.03046 	 1.14128
	 0.74377	 -0.56719	 0.76820	 0.13472	 369.95113	 -0.03967 	 1.51578
	 0.74027	 -0.54915	 0.76469	 0.07832	 412.11310	 -0.12407 	 2.58577
	 0.70368	 -0.51572	 0.92827	 0.13311	 407.38985	 -0.33377 	 17.57978
	 0.70337	 -0.54281	 0.82445	 0.20206	 411.51296	 -0.25849 	 9.91990
	 0.70704	 -0.56426	 0.80880	 0.17308	 412.78505	 -0.23815 	 8.48975
	 0.73941	 -0.40547	 0.94548	 0.09301	 412.51462	 -0.28145 	 15.96092
	 0.70626	 -0.51557	 0.76459	 0.75174	 404.46486	 0.00964 	 2.10274
	 0.70691	 -0.35913	 0.92156	 0.12507	 412.83685	 -0.34695 	 17.21971
	 0.70368	 -0.40343	 0.92827	 0.13450	 412.07115	 -0.35925 	 18.12477
	 0.70705	 -0.56510	 0.88567	 0.68647	 412.04757	 -0.32011 	 14.78835
	 0.70317	 -0.33470	 0.92244	 0.12692	 412.80846	 -0.35062 	 17.52270
	 0.56821	 -0.40312	 0.88198	 0.77286	 411.51605	 0.00000 	 0.00000
	 0.70508	 -0.47723	 0.93222	 0.12961	 413.14546	 -0.36496 	 18.78729
	 0.71248	 -0.53163	 0.81027	 0.16878	 411.91959	 -0.22886 	 8.07259
	 0.73032	 -0.51370	 0.81104	 0.26222	 407.01562	 -0.19160 	 6.48627
	 0.70313	 -0.40547	 0.94934	 0.74988	 407.05815	 -0.33423 	 18.54721
	 0.73032	 -0.51370	 0.81031	 0.18711	 412.84260	 -0.20644 	 6.83516
	 0.56821	 -0.40312	 0.88198	 0.16450	 412.48010	 -0.32456 	 21.49912
	 0.72509	 -0.54749	 0.77891	 0.76874	 410.43206	 0.00000 	 0.00000
	 0.70343	 -0.52975	 0.94241	 0.76526	 413.00716	 -0.37359 	 19.84020
	 0.71248	 -0.40605	 0.81100	 0.09707	 412.01250	 -0.21500 	 7.81996
	 0.72509	 -0.44048	 0.80866	 0.17847	 413.02604	 -0.20761 	 6.89947
	 0.73615	 -0.56839	 0.86227	 0.88153	 412.99150	 -0.25984 	 10.79085
	 0.74026	 -0.51557	 0.75991	 0.07881	 402.92405	 -0.08638 	 1.92430
	 0.69586	 -0.44119	 0.83591	 0.13262	 412.93334	 -0.28342 	 11.40025
	 0.70445	 -0.57008	 0.82648	 0.79813	 412.55320	 -0.21871 	 9.73844
	 0.69875	 -0.49613	 0.78963	 0.04789	 412.98879	 -0.20225 	 7.26341
	 0.70323	 -0.48579	 0.81450	 0.68211	 411.46962	 -0.11971 	 8.28338
	 0.72541	 -0.56510	 0.88656	 0.13977	 412.83758	 -0.28992 	 13.44486
	 0.71733	 -0.85041	 0.92264	 0.11680	 403.70532	 -0.24859 	 14.88419
	 0.50010	 -0.48579	 0.81413	 0.87919	 313.63935	 -0.00000 	 2.04276
	 0.74197	 -0.57305	 0.77703	 0.76968	 412.83692	 0.00000 	 0.00000
	 0.73977	 -0.51381	 0.78931	 0.76968	 412.55320	 -0.16156 	 4.87244
	 0.71248	 -0.53163	 0.92636	 0.16804	 412.00318	 -0.34258 	 17.57343
	 0.73032	 -0.51370	 0.80075	 0.16971	 406.92274	 -0.17958 	 5.69820
	 0.74027	 -0.52801	 0.76469	 0.11016	 412.11310	 -0.12296 	 2.56826
	 0.70954	 -0.44048	 0.85942	 0.16040	 412.96129	 -0.29281 	 12.27762
	 0.72534	 -0.49145	 0.92540	 0.13398	 412.91598	 -0.32788 	 16.34702
	 0.70343	 -0.39851	 0.81861	 0.76526	 411.61344	 -0.03133 	 8.32167
	 0.69586	 -0.38991	 0.83591	 0.13262	 412.93334	 -0.27403 	 11.20722
	 0.56821	 -0.44045	 0.88198	 0.77286	 411.51605	 -0.10693 	 22.08445
	 0.49219	 -0.85041	 0.76517	 0.76575	 411.65862	 0.00997 	 7.64348
	 0.72509	 -0.54148	 0.92290	 0.87049	 304.77492	 0.00000 	 0.19913
	 0.73032	 -0.51370	 0.88668	 0.16971	 412.81897	 -0.28746 	 12.91885
	 0.71819	 -0.48239	 0.80966	 0.68790	 407.12997	 -0.13427 	 6.79089
	 0.74027	 -0.56841	 0.76530	 0.07735	 412.80213	 -0.12638 	 2.68559
	 0.74197	 -0.51496	 0.78871	 0.76968	 408.57567	 -0.00000 	 0.00000
	 0.74017	 -0.54098	 0.75991	 0.19998	 405.72421	 -0.07544 	 2.13387
	 0.70719	 -0.51740	 0.82445	 0.08089	 411.40589	 -0.25277 	 9.61628
	 0.74377	 -0.54880	 0.76013	 0.13408	 371.15947	 -0.03323 	 1.22742
	 0.74027	 -0.51557	 0.76798	 0.07735	 402.19961	 -0.11075 	 2.48529
	 0.71799	 -0.51637	 0.75991	 0.07735	 412.41854	 -0.05751 	 3.30992
	 0.73895	 -0.51556	 0.88670	 0.06626	 402.41210	 -0.22716 	 10.82600
	 0.56821	 -0.44038	 0.88192	 0.77286	 411.47664	 -0.10476 	 22.06378
	 0.72509	 -0.40323	 0.86090	 0.16040	 413.03051	 -0.26491 	 10.97692
	 0.73875	 -0.48579	 0.81450	 0.13398	 411.52553	 -0.19276 	 6.39714
	 0.72524	 -0.62112	 0.77730	 0.20720	 412.37809	 -0.16325 	 4.63722
	 0.74163	 -0.49847	 0.78829	 0.82981	 406.53150	 0.00000 	 0.00000
	 0.70497	 -0.51377	 0.83167	 0.06745	 412.55895	 -0.26820 	 10.51399
	 0.74479	 -0.84307	 0.92226	 0.14608	 306.10854	 -0.00000 	 0.32618
	 0.44221	 -0.55613	 0.76660	 0.85403	 371.49298	 0.00999 	 8.94711
	 0.71668	 -0.51636	 0.88643	 0.06622	 413.08107	 -0.30638 	 14.11504
	 0.69586	 -0.44119	 0.86347	 0.13265	 412.93334	 -0.31655 	 13.77013
	 0.74027	 -0.51687	 0.76469	 0.08167	 406.67402	 -0.11240 	 2.37833
	 0.70313	 -0.40418	 0.94934	 0.76307	 413.00716	 -0.38176 	 19.97736
	 0.70313	 -0.40547	 0.95509	 0.76728	 413.00716	 -0.38675 	 20.46096
	 0.73030	 -0.33470	 0.92156	 0.12549	 412.07148	 -0.26936 	 14.63277
	 0.72509	 -0.54749	 0.77891	 0.76973	 410.43206	 0.00000 	 0.00000
	 0.74197	 -0.56779	 0.78360	 0.76870	 412.55320	 0.00000 	 0.00000
	 0.71263	 -0.44048	 0.85742	 0.16115	 411.92654	 -0.28105 	 11.71964
	 0.70939	 -0.53163	 0.81227	 0.16803	 412.95433	 -0.23936 	 8.56026
	 0.70691	 -0.33470	 0.92156	 0.12549	 412.07148	 -0.33523 	 16.92267
	 0.73533	 -0.56836	 0.78088	 0.12016	 411.89815	 -0.15444 	 4.17170
	 0.69586	 -0.54576	 0.85285	 0.13408	 412.93334	 -0.30105 	 13.11391
	 0.71993	 -0.43824	 0.81910	 0.20206	 411.51346	 -0.21962 	 7.96242
	 0.70954	 -0.57292	 0.85942	 0.16040	 413.05152	 -0.28559 	 12.58925
	 0.74377	 -0.43948	 0.76820	 0.13408	 364.66076	 -0.02684 	 1.23955
	 0.74030	 -0.40868	 0.76032	 0.89051	 369.96334	 0.01000 	 1.48301
	 0.49219	 -0.86114	 0.92226	 0.08611	 306.10854	 0.00000 	 0.78485
	 0.70331	 -0.56112	 0.88656	 0.68790	 412.78455	 -0.32909 	 15.27182
	 0.50517	 -0.85438	 0.92712	 0.86750	 306.10854	 0.00000 	 0.77183
	 0.74343	 -0.56510	 0.88656	 0.68790	 371.91879	 -0.08674 	 6.81659
	 0.68048	 -0.54880	 0.76013	 0.13408	 411.62250	 0.00000 	 0.00000
	 0.69559	 -0.42971	 0.80912	 0.17308	 412.78505	 -0.21637 	 8.86334
	 0.70731	 -0.57574	 0.85890	 0.24363	 412.93334	 -0.29067 	 12.72437
	 0.72534	 -0.56922	 0.81450	 0.13398	 411.77320	 -0.21295 	 7.55392
	 0.74197	 -0.48436	 0.79192	 0.76968	 412.52873	 -0.16707 	 4.90280
	 0.74197	 -0.61526	 0.78871	 0.07111	 401.60551	 -0.12700 	 3.93687
	 0.74026	 -0.51557	 0.75991	 0.78051	 405.34091	 0.00982 	 1.64367
	 0.70680	 -0.33556	 0.92094	 0.12549	 412.09619	 -0.33542 	 16.89562
	 0.73886	 -0.41415	 0.81512	 0.13398	 411.50082	 0.00000 	 0.00000
	 0.70368	 -0.40343	 0.98275	 0.13450	 412.07115	 -0.40114 	 22.47974
	 0.71248	 -0.53163	 0.82379	 0.16878	 411.91959	 -0.24700 	 9.21600
	 0.73027	 -0.54880	 0.76873	 0.16976	 404.81214	 -0.10723 	 3.16542
	 0.74381	 -0.59263	 0.80022	 0.13403	 373.60291	 -0.06614 	 3.06159
	 0.70897	 -0.56501	 0.88530	 0.60721	 412.78455	 -0.31883 	 14.71704
	 0.73533	 -0.56785	 0.77730	 0.20720	 411.12163	 -0.15344 	 3.92156
	 0.70497	 -0.49695	 0.83840	 0.02835	 409.91857	 -0.26545 	 10.74669
	 0.70368	 -0.55077	 0.81291	 0.13881	 409.59934	 -0.23426 	 8.75434
	 0.73173	 -0.48152	 0.81600	 0.13408	 371.15947	 -0.06366 	 3.95542
	 0.73875	 -0.55308	 0.75872	 0.13398	 411.52553	 -0.08414 	 2.20117
	 0.70396	 -0.44119	 0.91421	 0.13411	 412.93334	 -0.35271 	 17.27274
	 0.69559	 -0.40343	 0.85237	 0.13447	 412.07115	 -0.29586 	 12.58272
	 0.74030	 -0.41973	 0.76032	 0.06738	 369.96334	 -0.02828 	 1.11213
	 0.73543	 -0.54819	 0.77092	 0.13408	 410.37555	 -0.13809 	 3.30565
	 0.74027	 -0.50989	 0.76610	 0.07735	 406.96110	 -0.11603 	 2.47530
	 0.70954	 -0.44617	 0.85803	 0.16040	 412.65267	 -0.29023 	 12.13956
	 0.72605	 -0.44119	 0.83591	 0.13260	 412.93334	 -0.24171 	 9.04192
	 0.69514	 -0.48579	 0.81450	 0.13399	 411.52265	 -0.24523 	 9.50980
	 0.70343	 -0.40417	 0.94687	 0.76526	 413.00716	 -0.37902 	 19.74128
	 0.70313	 -0.40547	 0.95509	 0.76728	 413.00716	 -0.38675 	 20.46096
	 0.72946	 -0.40547	 0.79675	 0.15851	 413.00716	 -0.18102 	 5.54299
	 0.70400	 -0.51370	 0.95909	 0.77847	 406.92274	 -0.35236 	 19.72987
	 0.74319	 -0.44119	 0.86358	 0.13265	 412.88360	 -0.24008 	 9.81830
	 0.70359	 -0.51496	 0.78860	 0.76968	 408.61823	 0.00991 	 2.91611
	 0.74034	 -0.40593	 0.79667	 0.06738	 369.96334	 -0.05015 	 2.62421
	 0.72942	 -0.41927	 0.77692	 0.15851	 413.00716	 -0.13610 	 3.93041
	 0.74197	 -0.51496	 0.78871	 0.77249	 412.72519	 0.00000 	 0.00000
	 0.72664	 -0.35913	 0.92156	 0.12507	 408.68460	 -0.26795 	 14.53023
	 0.72753	 -0.38991	 0.81512	 0.13262	 412.93334	 -0.20735 	 7.10912
	 0.69367	 -0.48579	 0.83529	 0.13398	 411.52265	 -0.28214 	 11.47017
	 0.70313	 -0.41266	 0.95419	 0.06946	 413.00716	 -0.38727 	 20.52581
	 0.74027	 -0.50838	 0.76589	 0.77543	 406.67402	 -0.01673 	 3.12829
	 0.69582	 -0.44078	 0.83591	 0.64300	 412.93334	 -0.20502 	 10.70367
	 0.70335	 -0.56153	 0.88656	 0.17752	 412.78455	 -0.31766 	 15.28918
	 0.73865	 -0.56776	 0.77730	 0.17685	 412.06602	 -0.14628 	 3.73404
	 0.70368	 -0.40343	 0.98275	 0.13450	 411.12676	 -0.39396 	 22.22856
	 0.74197	 -0.51496	 0.78871	 0.76968	 375.40632	 -0.00000 	 0.00000
	 0.74377	 -0.54880	 0.76820	 0.13408	 407.23916	 -0.11735 	 2.58328
	 0.69601	 -0.44119	 0.85285	 0.13408	 412.93334	 -0.30471 	 12.85288
	 0.70381	 -0.44119	 0.89916	 0.13411	 412.93334	 -0.33976 	 16.05237
	 0.73875	 -0.51006	 0.81450	 0.13398	 411.52553	 -0.19011 	 6.43200
	 0.70368	 -0.40343	 0.92827	 0.13450	 412.07115	 -0.35925 	 18.12477
	 0.69609	 -0.44128	 0.85803	 0.16136	 412.90883	 -0.31011 	 13.26911
	 0.68138	 -0.44608	 0.83117	 0.13166	 412.67717	 -0.29130 	 12.07771
	 0.73887	 -0.56841	 0.76530	 0.12374	 412.80476	 -0.12910 	 2.79870
	 0.70648	 -0.49529	 0.93222	 0.08322	 413.14096	 -0.36116 	 18.70860
	 0.48599	 -0.85893	 0.92226	 0.86381	 314.16097	 0.00000 	 2.97014
	 0.73311	 -0.47714	 0.81450	 0.13615	 403.18701	 -0.17816 	 6.19160
	 0.69586	 -0.54061	 0.86279	 0.13265	 412.93334	 -0.30958 	 13.93632
	 0.70710	 -0.44339	 0.82514	 0.20206	 411.51346	 -0.24083 	 9.38038
	 0.74006	 -0.51557	 0.76189	 0.07891	 412.85572	 -0.11489 	 2.32507
	 0.70700	 -0.33556	 0.91804	 0.12393	 401.57513	 -0.24705 	 14.49849
	 0.70607	 -0.49644	 0.76469	 0.07700	 406.65839	 -0.06343 	 4.16234
	 0.73916	 -0.51743	 0.84228	 0.02870	 406.54298	 -0.20998 	 8.15238
	 0.74377	 -0.54880	 0.76707	 0.13408	 412.35587	 -0.12132 	 2.63079
