l_s	l_l	R	theta	
	 0.10830	 0.26444	 0.00223	 0.00000
	 0.10086	 0.25790	 0.00223	 5.84642
	 0.10830	 0.24886	 0.00223	 0.00000
	 0.10830	 0.24237	 0.00223	 0.00000
	 0.10830	 0.24889	 0.00223	 0.00000
	 0.10830	 0.24885	 0.00220	 6.45910
	 0.10293	 0.24888	 0.00231	 5.64820
	 0.10830	 0.24234	 0.00203	 8.09912
	 0.10632	 0.22009	 0.00223	 6.14691
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.12421	 0.24233	 0.00223	 7.48424
	 0.10830	 0.24885	 0.00223	 0.00000
	 0.11363	 0.24988	 0.00223	 6.57797
	 0.10830	 0.21325	 0.00215	 6.77081
	 0.10830	 0.23731	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.27960	 0.00223	 0.00000
	 0.10830	 0.22513	 0.00223	 0.00000
	 0.10830	 0.24711	 0.00308	 0.12317
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.11817	 0.25235	 0.00192	 10.14908
	 0.10830	 0.24233	 0.00224	 0.00000
	 0.10830	 0.24885	 0.00223	 0.00000
	 0.10830	 0.21133	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.25225	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.24885	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.24526	 0.00223	 0.00000
	 0.12038	 0.22851	 0.00389	 0.15472
	 0.10753	 0.22286	 0.00383	 0.15201
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.24233	 0.00105	 28.62432
	 0.10830	 0.22393	 0.00191	 9.48989
	 0.10830	 0.24233	 0.00224	 6.21180
	 0.10830	 0.25944	 0.00223	 0.00000
	 0.10830	 0.22615	 0.00188	 9.75416
	 0.10830	 0.24233	 0.00223	 0.00000
	 0.10901	 0.22688	 0.00223	 6.29838
	 0.10830	 0.24233	 0.00223	 0.00000
	 0.10810	 0.24233	 0.00223	 0.00000
	 0.10676	 0.24885	 0.00223	 6.16058
	 0.10830	 0.24233	 0.00223	 0.00000
	 0.10830	 0.22711	 0.00223	 0.00000
	 0.10360	 0.23283	 0.00223	 5.99501
	 0.10830	 0.25484	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10444	 0.21424	 0.00223	 6.04692
	 0.12437	 0.21424	 0.00223	 7.53301
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.21025	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00223	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.13054	 0.21424	 0.00223	 8.26611
	 0.13840	 0.22448	 0.00223	 9.03705
	 0.10830	 0.23607	 0.00223	 0.00000
	 0.10830	 0.22406	 0.00189	 9.65170
	 0.10830	 0.22674	 0.00223	 0.00000
	 0.11336	 0.21424	 0.00220	 6.79918
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10230	 0.22393	 0.00223	 5.93024
	 0.10830	 0.24233	 0.00223	 0.00000
	 0.10207	 0.22393	 0.00223	 5.91839
	 0.10830	 0.24885	 0.00223	 0.00000
	 0.10830	 0.24885	 0.00223	 0.00000
	 0.10061	 0.23899	 0.00192	 8.56119
	 0.10830	 0.24127	 0.00192	 9.43856
	 0.10830	 0.22499	 0.00224	 0.00000
	 0.10830	 0.21102	 0.00223	 0.00000
	 0.10830	 0.22695	 0.00223	 0.00000
	 0.10830	 0.21387	 0.00223	 0.00000
	 0.10830	 0.22430	 0.00106	 28.60137
	 0.11077	 0.22406	 0.00223	 6.40586
	 0.10830	 0.18902	 0.00223	 6.27736
	 0.10128	 0.25776	 0.00223	 5.86738
	 0.10130	 0.22688	 0.00223	 5.87779
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.21800	 0.00192	 9.42621
	 0.10830	 0.24826	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00370	 0.14717
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10613	 0.21424	 0.00223	 6.13901
	 0.10448	 0.20734	 0.00223	 6.05218
	 0.10830	 0.21089	 0.00223	 0.00000
	 0.10830	 0.22408	 0.00133	 17.50761
	 0.11951	 0.21424	 0.00223	 7.04968
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10749	 0.24233	 0.00192	 9.33547
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10488	 0.20615	 0.00223	 6.07434
	 0.10550	 0.22393	 0.00223	 6.10053
	 0.11944	 0.26170	 0.00349	 0.13921
	 0.10830	 0.22409	 0.00192	 0.00000
	 0.10830	 0.24797	 0.00192	 0.00000
	 0.10830	 0.22393	 0.00167	 11.33567
	 0.10830	 0.21507	 0.00192	 0.00000
	 0.10830	 0.22310	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00192	 0.00000
	 0.10830	 0.22393	 0.00224	 0.00000
	 0.10830	 0.21596	 0.00308	 0.12314
	 0.10830	 0.20758	 0.00223	 0.00000
	 0.10633	 0.24220	 0.00192	 9.19859
	 0.10830	 0.14778	 0.00223	 6.32869
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.22325	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.19770	 0.00223	 6.27185
	 0.10830	 0.23051	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10398	 0.22393	 0.00223	 6.01832
	 0.10102	 0.21424	 0.00223	 5.86773
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.24364	 0.00225	 6.18751
	 0.10830	 0.21294	 0.00191	 9.54008
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10608	 0.24233	 0.00276	 0.11475
	 0.15059	 0.22393	 0.00223	 9.84411
	 0.10830	 0.23596	 0.00223	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.19980	 0.00223	 6.27060
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.22409	 0.00192	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.20400	 0.00223	 6.26818
	 0.10038	 0.22393	 0.00223	 5.83203
	 0.10830	 0.24689	 0.00616	 0.23969
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.21552	 0.00223	 0.00000
	 0.10830	 0.22265	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.19953	 0.00267	 4.73737
	 0.10830	 0.22400	 0.00192	 0.00000
	 0.10830	 0.17743	 0.00192	 9.44428
	 0.10830	 0.27758	 0.00192	 0.00000
	 0.10571	 0.22393	 0.00224	 6.10936
	 0.10830	 0.22393	 0.00219	 6.49733
	 0.12629	 0.23818	 0.00223	 7.72545
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00192	 0.00000
	 0.10545	 0.22276	 0.00223	 6.09804
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10906	 0.21424	 0.00223	 6.30722
	 0.10522	 0.22393	 0.00192	 9.10155
	 0.10794	 0.26124	 0.00223	 6.22335
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.11138	 0.11256	 0.00122	 22.83689
	 0.11432	 0.18381	 0.00194	 9.76803
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.14269	 0.24511	 0.00223	 0.00000
	 0.10450	 0.22115	 0.00192	 9.01844
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10813	 0.22393	 0.00223	 0.00000
	 0.10830	 0.24233	 0.00149	 15.01808
	 0.10830	 0.22409	 0.00192	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.28411	 0.00223	 0.00000
	 0.10830	 0.25099	 0.00192	 0.00000
	 0.10860	 0.22409	 0.00235	 5.76005
	 0.10830	 0.23175	 0.00223	 6.28335
	 0.10613	 0.22393	 0.00223	 6.13515
	 0.10830	 0.22431	 0.00192	 0.00000
	 0.10830	 0.24195	 0.00223	 0.00000
	 0.10830	 0.21021	 0.00271	 4.63436
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10433	 0.21507	 0.00192	 9.01396
	 0.17766	 0.22393	 0.00192	 15.58011
	 0.10619	 0.22409	 0.00192	 9.20694
	 0.10830	 0.22400	 0.00227	 6.09117
	 0.10411	 0.24241	 0.00192	 8.99309
	 0.10830	 0.19685	 0.00192	 9.44470
	 0.10830	 0.22352	 0.00193	 9.32278
	 0.10830	 0.24274	 0.00222	 6.30668
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.11826	 0.22393	 0.00181	 10.90305
	 0.10713	 0.22392	 0.00224	 6.14116
	 0.10830	 0.22410	 0.00191	 9.49642
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.12329	 0.21507	 0.00192	 10.44554
	 0.10830	 0.24233	 0.00184	 10.10456
	 0.10830	 0.24282	 0.00106	 26.37269
	 0.10830	 0.22345	 0.00214	 6.84010
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.22393	 0.00155	 12.47505
	 0.10830	 0.27758	 0.00192	 0.00000
	 0.10125	 0.22393	 0.00217	 6.16025
	 0.10547	 0.24233	 0.00192	 9.13836
	 0.10830	 0.23145	 0.00192	 0.00000
	 0.10724	 0.24233	 0.00192	 9.31187
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.25099	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00198	 8.79812
	 0.10830	 0.22393	 0.00218	 6.60349
	 0.10830	 0.27758	 0.00224	 6.22011
	 0.10830	 0.22393	 0.00192	 9.46013
	 0.10830	 0.21507	 0.00193	 9.32999
	 0.10607	 0.22393	 0.00223	 6.17195
	 0.10830	 0.22337	 0.00192	 0.00000
	 0.10830	 0.24859	 0.00305	 3.85179
	 0.10830	 0.22400	 0.00192	 0.00000
	 0.10830	 0.22431	 0.00287	 4.24878
	 0.12469	 0.24233	 0.00192	 10.52411
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10106	 0.22393	 0.00223	 5.86636
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.17467	 0.00192	 9.46945
	 0.10830	 0.22393	 0.00480	 0.18899
	 0.10830	 0.22392	 0.00225	 6.17467
	 0.10717	 0.22410	 0.00191	 9.45497
	 0.10830	 0.22409	 0.00192	 0.00000
	 0.10830	 0.26773	 0.00192	 0.00000
	 0.11020	 0.24217	 0.00192	 9.56474
	 0.11149	 0.22218	 0.00179	 10.62803
	 0.10830	 0.22432	 0.00223	 0.00000
	 0.10830	 0.24233	 0.00166	 11.41671
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.17926	 0.00219	 6.56000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10657	 0.22409	 0.00192	 9.24361
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.22475	 0.00192	 0.00000
	 0.10830	 0.26102	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00286	 4.27865
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10656	 0.23145	 0.00472	 0.18601
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10822	 0.24189	 0.00192	 0.00000
	 0.10830	 0.23190	 0.00226	 6.11061
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00218	 6.55513
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.25292	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.20007	 0.00192	 9.44160
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10802	 0.23785	 0.00110	 24.13737
	 0.10830	 0.27758	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00154	 12.58945
	 0.10053	 0.22409	 0.00192	 8.54121
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00188	 9.79955
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.11987	 0.22400	 0.00137	 17.87583
	 0.10830	 0.20245	 0.00192	 9.43939
	 0.10732	 0.24233	 0.00192	 9.31948
	 0.10830	 0.22337	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00172	 10.97251
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.33247	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.22400	 0.00192	 0.00000
	 0.10830	 0.25969	 0.00192	 0.00000
	 0.10830	 0.22958	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.22337	 0.00192	 0.00000
	 0.10830	 0.25830	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00233	 5.82370
	 0.10830	 0.20472	 0.00192	 9.43733
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10734	 0.24233	 0.00192	 9.32155
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24520	 0.00192	 0.00000
	 0.10735	 0.24233	 0.00192	 9.32275
	 0.10830	 0.25923	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00174	 10.84462
	 0.10830	 0.29660	 0.00192	 0.00000
	 0.11535	 0.25149	 0.00192	 9.94960
	 0.11120	 0.24233	 0.00192	 9.65121
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.12678	 0.24233	 0.00192	 10.63850
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.23145	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00214	 6.87746
	 0.13939	 0.24233	 0.00192	 11.28161
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24098	 0.00192	 0.00000
	 0.10830	 0.24338	 0.00436	 0.17251
	 0.10830	 0.22232	 0.00347	 0.13800
	 0.10320	 0.24233	 0.00284	 0.11357
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10383	 0.24233	 0.00192	 8.96175
	 0.10767	 0.24233	 0.00192	 9.35165
	 0.10830	 0.22337	 0.00192	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.24281	 0.00192	 0.00000
	 0.10830	 0.23098	 0.00192	 0.00000
	 0.10830	 0.22586	 0.00186	 9.89524
	 0.10830	 0.24233	 0.00186	 9.91582
