xs-	ys-	xs+	ys+	xl-	yl-	xl+	yl+	T_f	theta	power	
	 0.64820	 -0.36983	 0.80677	 0.01209	 0.41398	 -0.73985	 0.76187	 -0.45106	 303.56803	 -0.00000 	 0.04084
	 0.45605	 -0.36598	 0.85102	 0.30282	 0.62623	 0.05895	 0.75911	 -0.46879	 397.88481	 0.00000 	 0.00000
	 0.73556	 -0.31494	 0.76415	 0.04525	 0.41326	 0.32012	 0.82253	 -0.45654	 340.56827	 -0.00019 	 0.70994
	 0.74496	 -0.27329	 0.76415	 0.04525	 0.41326	 0.32012	 0.82253	 -0.45654	 335.52685	 -0.00000 	 0.43090
	 0.74496	 -0.24876	 0.76415	 0.04525	 0.43536	 0.32012	 0.82253	 -0.47145	 411.51952	 -0.07036 	 1.61879
	 0.74460	 -0.27347	 0.75862	 0.04334	 0.41336	 0.56963	 0.89658	 -0.79395	 338.10535	 -0.00002 	 0.37073
	 0.74496	 -0.27355	 0.75850	 0.05446	 0.42983	 0.23788	 0.82253	 -0.46807	 412.92069	 -0.06235 	 1.29852
	 0.74426	 -0.67186	 0.76086	 0.02976	 0.42981	 0.54148	 0.89558	 -0.78242	 334.73295	 0.00000 	 0.54220
	 0.45864	 -0.36588	 0.80677	 0.01209	 0.41305	 -0.74117	 0.75962	 -0.47028	 303.61792	 0.00000 	 0.10005
	 0.64561	 -0.36992	 0.85137	 0.30282	 0.62699	 -0.67329	 0.82824	 -0.44359	 395.97420	 -0.26479 	 13.28854
	 0.45104	 -0.75764	 0.75599	 0.29831	 0.62830	 0.32444	 0.75885	 -0.09255	 358.66849	 0.00981 	 8.46168
	 0.74307	 -0.36598	 0.85137	 0.05577	 0.42842	 -0.67462	 0.81818	 -0.46879	 395.97420	 -0.12753 	 6.96450
	 0.50459	 -0.22046	 0.76665	 0.74539	 0.42955	 0.50870	 0.76117	 -0.74172	 393.92969	 0.00918 	 7.13117
	 0.74321	 -0.65513	 0.92213	 0.01119	 0.63123	 -0.11736	 0.89156	 -0.79395	 412.22515	 -0.20097 	 14.18823
	 0.64820	 -0.36983	 0.80677	 0.01209	 0.41381	 -0.73985	 0.82867	 -0.44508	 303.61864	 -0.00000 	 0.04579
	 0.64820	 -0.36983	 0.80677	 0.01209	 0.41398	 -0.73985	 0.76187	 -0.45106	 303.56731	 -0.00000 	 0.04077
	 0.49286	 -0.37923	 0.84598	 0.30282	 0.42986	 0.32674	 0.76022	 -0.46854	 339.14028	 0.00000 	 0.00000
	 0.74339	 -0.27355	 0.75850	 0.05446	 0.60900	 -0.26844	 0.84975	 -0.45654	 305.17935	 -0.00000 	 0.02290
	 0.51528	 -0.24894	 0.76387	 0.78237	 0.67073	 0.57010	 0.89737	 -0.79395	 409.87055	 0.00998 	 6.98148
	 0.73449	 -0.25682	 0.92770	 0.07426	 0.43257	 0.20698	 0.92597	 -0.72769	 400.71834	 -0.02266 	 12.06242
	 0.74496	 -0.27355	 0.76408	 0.05418	 0.42983	 0.32461	 0.82253	 -0.45467	 340.56827	 -0.00014 	 0.50006
	 0.74496	 -0.27307	 0.75856	 0.00471	 0.41326	 0.32012	 0.97250	 -0.45654	 340.56827	 -0.00017 	 0.37355
	 0.68416	 -0.81470	 0.85395	 0.05152	 0.54698	 0.08456	 0.75537	 -0.03105	 365.38334	 0.00000 	 0.00000
	 0.50581	 -0.01443	 0.75734	 0.02194	 0.38356	 0.32562	 0.82846	 -0.71434	 364.65951	 0.00000 	 0.00000
	 0.58191	 -0.58275	 0.80645	 0.37680	 0.42425	 0.49098	 0.76047	 -0.79400	 410.20086	 0.00000 	 0.00000
	 0.74397	 -0.65513	 0.76086	 0.02976	 0.63248	 -0.65570	 0.89558	 -0.83308	 306.41540	 0.00000 	 0.05556
	 0.65346	 -0.61812	 0.80583	 0.08311	 0.42898	 -0.70625	 0.75645	 -0.46998	 305.93496	 -0.00000 	 0.26441
	 0.74272	 -0.27355	 0.75915	 0.34815	 0.62777	 0.32461	 0.82748	 -0.81969	 340.56827	 0.00000 	 0.00000
	 0.74339	 -0.27914	 0.93805	 0.05446	 0.60900	 -0.26919	 0.84975	 -0.45654	 305.88525	 0.00000 	 0.32688
	 0.50842	 -0.28380	 0.75941	 0.79784	 0.62637	 -0.14940	 0.78409	 -0.74172	 389.50052	 0.00984 	 6.94937
	 0.72676	 -0.65386	 0.91634	 0.01493	 0.55854	 0.06726	 0.89258	 -0.82571	 378.34273	 -0.07178 	 9.53967
	 0.74299	 -0.57057	 0.75899	 0.36325	 0.44383	 0.47622	 0.97178	 -0.87997	 339.73404	 -0.00017 	 0.75479
	 0.44774	 -0.36256	 0.80673	 0.01184	 0.40788	 -0.14284	 0.76178	 -0.06546	 400.09326	 -0.32004 	 23.41267
	 0.64820	 -0.36983	 0.85252	 0.37637	 0.63229	 -0.73985	 0.75571	 -0.45699	 303.33917	 -0.00000 	 0.02385
	 0.64820	 -0.36983	 0.80690	 0.31319	 0.42998	 -0.73985	 0.76187	 -0.45106	 339.34506	 0.00000 	 0.00000
	 0.49286	 -0.37923	 0.84586	 0.00561	 0.41386	 0.32674	 0.76022	 -0.46854	 303.45155	 0.00000 	 0.06538
	 0.74495	 -0.30839	 0.78084	 0.01633	 0.41853	 0.43161	 0.97254	 -0.45470	 344.49022	 -0.00205 	 0.95329
	 0.74460	 -0.24894	 0.75788	 0.04334	 0.43546	 0.56963	 0.89658	 -0.79395	 404.89110	 -0.28056 	 0.50324
	 0.64820	 -0.52180	 0.80677	 0.01209	 0.41381	 -0.26673	 0.82867	 -0.44525	 305.17314	 -0.00000 	 0.19859
	 0.74339	 -0.27355	 0.75850	 0.05446	 0.60900	 -0.74156	 0.84975	 -0.45637	 309.19204	 -0.00000 	 0.06819
	 0.49286	 -0.44086	 0.84598	 0.29160	 0.39309	 0.32665	 0.76022	 -0.46854	 339.14028	 -0.00011 	 7.82271
	 0.74461	 -0.76205	 0.75844	 0.05126	 0.43049	 0.32453	 0.81786	 -0.09255	 358.66849	 -0.44771 	 0.99829
	 0.50842	 -0.25956	 0.80464	 0.76763	 0.66783	 0.13707	 0.92583	 -0.72942	 390.18601	 0.00989 	 8.94415
	 0.64820	 -0.36983	 0.92893	 0.01209	 0.41381	 -0.72350	 0.82867	 -0.44335	 303.61864	 -0.00000 	 0.08079
	 0.64820	 -0.36983	 0.80677	 0.01209	 0.41352	 0.04211	 0.81738	 -0.44508	 411.35862	 -0.23399 	 11.88774
	 0.72713	 -0.56930	 0.76120	 0.39808	 0.55883	 -0.71469	 0.98199	 -0.82571	 304.00151	 0.00000 	 0.02421
	 0.74462	 -0.75764	 0.76086	 0.05126	 0.42980	 0.53266	 0.81786	 -0.09255	 412.60226	 -0.04188 	 1.17187
	 0.74406	 -0.65513	 0.75628	 0.02976	 0.43050	 0.33326	 0.89558	 -0.79395	 356.09079	 -0.00517 	 0.83517
	 0.50581	 -0.78776	 0.75731	 0.05245	 0.42141	 0.43015	 0.98231	 -0.00660	 364.53449	 0.00000 	 0.00000
	 0.74495	 -0.32085	 0.75810	 0.20703	 0.38363	 0.32406	 0.81850	 -0.48260	 343.32662	 -0.00069 	 0.52455
	 0.74494	 -0.22598	 0.77920	 0.04379	 0.43650	 0.56963	 0.89658	 -0.79039	 409.81164	 -0.00276 	 0.84236
	 0.74462	 -0.30839	 0.75792	 0.01588	 0.41749	 0.43161	 0.97254	 -0.45826	 339.68033	 -0.00007 	 0.37855
	 0.72609	 -0.29773	 0.75718	 0.36580	 0.41853	 0.43730	 0.79200	 -0.45514	 340.15755	 0.00017 	 0.85742
	 0.74498	 -0.58016	 0.91503	 0.01086	 0.55854	 0.06157	 0.97088	 -0.82715	 377.85865	 0.00000 	 0.00000
	 0.50842	 -0.25937	 0.92100	 0.76763	 0.66783	 0.15449	 0.91554	 -0.72234	 341.40903	 0.00000 	 0.00000
	 0.74495	 -0.32390	 0.76488	 0.20703	 0.40182	 0.43121	 0.97254	 -0.46005	 391.93970	 -0.05293 	 1.10026
	 0.74258	 -0.65513	 0.75860	 0.05866	 0.44259	 0.47622	 0.89348	 -0.87997	 337.78184	 0.00000 	 0.00000
	 0.74490	 -0.24894	 0.76183	 0.01109	 0.43529	 0.57010	 0.89737	 -0.79395	 411.23791	 -0.22080 	 0.60489
	 0.74495	 -0.24954	 0.75789	 0.00761	 0.41853	 0.56865	 0.82256	 -0.45658	 342.79991	 -0.00043 	 0.37397
	 0.74460	 -0.30800	 0.75788	 0.04334	 0.43546	 0.43260	 0.89658	 -0.79395	 404.34114	 0.00000 	 0.00000
	 0.44774	 -0.36256	 0.85183	 0.77436	 0.66764	 0.16209	 0.95349	 -0.05518	 390.35153	 0.00980 	 10.90642
	 0.50842	 -0.25956	 0.92680	 0.36792	 0.66783	 0.10873	 0.92597	 -0.72502	 390.18165	 0.00000 	 0.00000
	 0.50842	 -0.25956	 0.92680	 0.76763	 0.56140	 0.15449	 0.97030	 -0.72769	 389.83412	 0.00000 	 0.00000
	 0.68388	 -0.05957	 0.91189	 0.83014	 0.66389	 0.06726	 0.92655	 -0.71205	 378.68775	 0.00000 	 0.00000
	 0.67014	 -0.03183	 0.85395	 0.00165	 0.38474	 0.09802	 0.75835	 -0.71768	 364.67493	 0.00000 	 0.00000
	 0.51983	 -0.01400	 0.75734	 0.01911	 0.55662	 0.32317	 0.82632	 -0.71434	 365.32906	 0.00000 	 0.00000
	 0.74496	 -0.60240	 0.76415	 0.00442	 0.41326	 0.32012	 0.89786	 -0.42988	 337.79397	 -0.00000 	 0.58100
	 0.74258	 -0.27209	 0.75860	 0.05866	 0.44259	 0.47622	 0.96812	 -0.89482	 340.55615	 -0.00022 	 0.44106
	 0.72787	 -0.81470	 0.84973	 0.05374	 0.54698	 0.08456	 0.75537	 -0.05838	 365.38334	 -0.05388 	 5.28495
	 0.68346	 -0.56930	 0.91337	 0.36486	 0.55854	 0.06726	 0.97088	 -0.73037	 378.33586	 0.00000 	 0.00000
	 0.64930	 -0.36983	 0.85276	 0.37637	 0.41760	 -0.73985	 0.75571	 -0.45598	 303.33917	 -0.00000 	 0.02375
	 0.64820	 -0.36983	 0.80679	 0.20299	 0.62868	 -0.73985	 0.76187	 -0.59486	 305.16341	 0.00000 	 0.19743
	 0.74461	 -0.76205	 0.75844	 0.04237	 0.62414	 0.32453	 0.81786	 -0.47012	 358.66849	 -0.01070 	 1.03387
	 0.64820	 -0.36983	 0.85252	 0.38532	 0.43864	 -0.73985	 0.75571	 -0.07943	 303.33917	 0.00000 	 0.02385
	 0.73566	 -0.39620	 0.84422	 0.30354	 0.42986	 0.32674	 0.75925	 -0.40109	 409.79784	 -0.21967 	 8.50834
	 0.48902	 -0.65513	 0.76269	 0.02910	 0.42981	 0.54148	 0.89558	 -0.86098	 339.87773	 0.00000 	 0.00000
	 0.65091	 -0.27355	 0.76415	 0.05459	 0.63098	 -0.70443	 0.82253	 -0.76456	 340.56827	 0.00000 	 0.00000
	 0.74443	 -0.58275	 0.80645	 0.37680	 0.40922	 0.31832	 0.77822	 -0.09757	 305.93496	 0.00000 	 0.11647
	 0.65199	 -0.25956	 0.92745	 0.76763	 0.62637	 -0.66621	 0.75503	 -0.74172	 304.55958	 -0.00000 	 0.23865
	 0.50909	 -0.58275	 0.80645	 0.37680	 0.62692	 -0.19019	 0.76062	 -0.83314	 396.68946	 0.00952 	 9.48449
	 0.48934	 -0.35861	 0.76107	 0.37055	 0.42915	 -0.30300	 0.95718	 -0.79407	 407.96618	 0.00978 	 7.23689
	 0.74392	 -0.65944	 0.85080	 0.02976	 0.42981	 0.58237	 0.89604	 -0.75151	 410.76550	 -0.00366 	 2.67005
	 0.72713	 -0.27406	 0.76120	 0.03999	 0.41063	 0.06726	 0.97692	 -0.82571	 412.79967	 0.00000 	 0.00000
	 0.74496	 -0.56879	 0.76734	 0.38176	 0.56118	 0.32012	 0.81644	 -0.02715	 335.78771	 0.00000 	 0.74335
	 0.74339	 -0.65169	 0.75850	 0.05446	 0.44192	 -0.35033	 0.84975	 -0.45654	 305.17935	 -0.00000 	 0.03395
	 0.74258	 -0.27394	 0.76442	 0.05866	 0.60967	 0.47622	 0.89348	 -0.87997	 337.78184	 -0.00001 	 0.51589
	 0.74495	 -0.30804	 0.75692	 0.37243	 0.66763	 0.32833	 0.97606	 -0.45470	 339.48895	 0.00000 	 0.00000
	 0.74461	 -0.76205	 0.75844	 0.05126	 0.43049	 0.42084	 0.81430	 -0.09255	 358.66849	 -0.01891 	 0.88763
	 0.50842	 -0.25956	 0.92745	 0.19956	 0.62637	 -0.74774	 0.76195	 -0.74172	 393.66476	 -0.26235 	 19.50296
	 0.64820	 -0.36983	 0.80703	 0.79930	 0.41398	 -0.14225	 0.75538	 -0.59384	 305.48369	 -0.00000 	 0.23295
	 0.44774	 -0.36256	 0.85183	 0.37464	 0.66764	 0.16180	 0.95349	 -0.05211	 390.34717	 0.00000 	 0.00000
	 0.74498	 -0.27307	 0.75856	 0.00471	 0.41326	 0.32012	 0.97250	 -0.45654	 340.56827	 -0.00017 	 0.37320
	 0.68369	 -0.05957	 0.76141	 0.83014	 0.43848	 0.06726	 0.97088	 -0.70789	 378.87146	 0.00000 	 0.00000
	 0.74262	 -0.65513	 0.91270	 0.00960	 0.55650	 0.47622	 0.89348	 -0.88320	 339.20531	 -0.00018 	 3.79097
	 0.64674	 -0.25956	 0.80584	 0.19231	 0.66783	 -0.76557	 0.85053	 -0.72769	 390.18601	 0.00000 	 0.00000
	 0.74339	 -0.27355	 0.75850	 0.11524	 0.60900	 -0.26844	 0.92441	 -0.52385	 305.17935	 -0.00000 	 0.02430
	 0.74461	 -0.75764	 0.75844	 0.05126	 0.43049	 0.33381	 0.81786	 -0.09255	 358.91350	 -0.43971 	 0.99710
	 0.74460	 -0.24894	 0.75788	 0.04334	 0.43546	 0.56027	 0.89658	 -0.79395	 404.64519	 -0.30597 	 0.49569
	 0.74407	 -0.65513	 0.76086	 0.02976	 0.42928	 0.54148	 0.89558	 -0.79395	 410.76550	 -0.00189 	 0.65761
	 0.59662	 -0.25956	 0.79815	 0.19231	 0.66783	 -0.76557	 0.92519	 -0.72769	 390.18601	 0.00984 	 7.70722
	 0.74490	 -0.75657	 0.75746	 0.05126	 0.43733	 0.32453	 0.81786	 -0.47940	 358.66849	 -0.01256 	 1.01736
	 0.49688	 -0.38471	 0.84800	 0.30998	 0.44197	 -0.24996	 0.76414	 -0.06502	 303.89851	 0.00000 	 0.16162
	 0.49688	 -0.37922	 0.84597	 0.30998	 0.42590	 -0.24996	 0.76251	 -0.45184	 303.89851	 0.00000 	 0.00000
	 0.50842	 -0.25956	 0.92680	 0.76763	 0.66783	 0.15449	 0.92597	 -0.72769	 390.18601	 0.00000 	 0.00000
	 0.74103	 -0.58269	 0.76088	 0.06877	 0.43002	 -0.70625	 0.76110	 -0.83314	 305.93496	 0.00000 	 0.04941
	 0.65488	 -0.65519	 0.80643	 0.37112	 0.62672	 0.54148	 0.89878	 -0.79395	 411.71734	 -0.09435 	 6.58748
	 0.74291	 -0.30839	 0.92674	 0.01633	 0.42367	 0.43161	 0.97254	 -0.45242	 339.85335	 -0.00049 	 4.14591
	 0.50575	 -0.25956	 0.75908	 0.76763	 0.66697	 0.15449	 0.91554	 -0.72998	 390.01299	 0.00997 	 8.05917
	 0.74460	 -0.28701	 0.92925	 0.04334	 0.43627	 0.56027	 0.89658	 -0.79395	 393.58306	 0.00962 	 4.97607
	 0.50842	 -0.24877	 0.75780	 0.76763	 0.62556	 -0.15015	 0.75501	 -0.74172	 405.06637	 0.00895 	 6.84025
	 0.65329	 -0.27307	 0.75856	 0.00430	 0.40879	 -0.70524	 0.97250	 -0.59272	 340.56827	 0.00000 	 0.00000
	 0.74288	 -0.61911	 0.80645	 0.38275	 0.63141	 0.31913	 0.76047	 -0.83314	 305.93496	 -0.00000 	 0.11988
	 0.64500	 -0.36986	 0.85137	 0.30282	 0.62769	 -0.69404	 0.75911	 -0.46639	 412.99247	 -0.45999 	 17.28199
	 0.45925	 -0.36595	 0.80703	 0.20299	 0.41252	 -0.67574	 0.76187	 -0.59625	 303.72710	 0.00000 	 0.00000
	 0.72694	 -0.56930	 0.75862	 0.34648	 0.55854	 0.06726	 0.97088	 -0.82513	 410.83698	 0.00000 	 0.00000
	 0.74277	 -0.65513	 0.76118	 0.09447	 0.44259	 0.47622	 0.89348	 -0.88054	 337.55039	 0.00000 	 0.00000
	 0.64674	 -0.25956	 0.80584	 0.17325	 0.66783	 -0.77905	 0.85053	 -0.72769	 390.18601	 0.00000 	 0.00000
	 0.74461	 -0.75764	 0.75844	 0.05126	 0.44137	 0.32444	 0.81786	 -0.09255	 358.66849	 -0.00566 	 0.75905
	 0.66016	 -0.25784	 0.85276	 0.19943	 0.42177	 -0.75566	 0.75571	 -0.46734	 388.93168	 -0.19780 	 11.07534
	 0.63702	 -0.37155	 0.81363	 0.36924	 0.66367	 -0.76557	 0.85576	 -0.71633	 305.79968	 0.00000 	 0.00000
	 0.49937	 -0.36309	 0.85286	 0.37055	 0.43408	 -0.24345	 0.95764	 -0.75163	 406.05772	 0.00000 	 0.00000
	 0.64662	 -0.36966	 0.85083	 0.37637	 0.41689	 -0.74222	 0.75571	 -0.45598	 303.33917	 0.00000 	 0.02384
	 0.67589	 -0.36314	 0.92745	 0.76882	 0.62637	 -0.66621	 0.75503	 -0.75273	 304.55958	 0.00000 	 0.21830
	 0.42385	 -0.25896	 0.85183	 0.32352	 0.66764	 0.16180	 0.95349	 -0.04280	 376.41112	 0.00942 	 12.33366
	 0.74441	 -0.27278	 0.92680	 0.76763	 0.60748	 0.15449	 0.92597	 -0.72769	 311.72823	 0.00000 	 0.00000
	 0.49651	 -0.26033	 0.75850	 0.06121	 0.66935	 -0.26844	 0.84975	 -0.39556	 383.99483	 0.00998 	 10.37434
	 0.54471	 -0.35864	 0.85103	 0.36959	 0.42987	 -0.26211	 0.76299	 -0.47241	 407.96618	 0.00000 	 0.00000
	 0.49286	 -0.37923	 0.84589	 0.30377	 0.43337	 0.32483	 0.96009	 -0.80815	 339.14028	 0.00000 	 0.00000
	 0.64554	 -0.30860	 0.75789	 0.00761	 0.40730	 0.43161	 0.82256	 -0.50032	 304.26060	 0.00000 	 0.00000
	 0.73840	 -0.25956	 0.92745	 0.76763	 0.62637	 -0.66621	 0.75503	 -0.74045	 340.17328	 -0.00041 	 4.31162
	 0.74491	 -0.38063	 0.85166	 0.00574	 0.42799	 -0.14545	 0.82241	 -0.78062	 407.70393	 -0.16336 	 7.92011
	 0.43236	 -0.24954	 0.75905	 0.38216	 0.38546	 0.65996	 0.75642	 -0.51759	 341.52447	 0.00143 	 7.72163
	 0.73327	 -0.27885	 0.75856	 0.36902	 0.41341	 0.16296	 0.97192	 -0.45654	 303.33177	 -0.00000 	 0.00364
	 0.64726	 -0.36405	 0.85252	 0.01501	 0.63215	 -0.82658	 0.75915	 -0.45699	 341.64440	 -0.00130 	 4.86565
	 0.74460	 -0.24894	 0.75788	 0.03056	 0.43043	 0.56027	 0.81994	 -0.79395	 404.64519	 -0.05442 	 1.11252
	 0.74461	 -0.76205	 0.75844	 0.05105	 0.43552	 0.32453	 0.87988	 -0.09255	 358.66849	 -0.03367 	 1.00407
	 0.50842	 -0.25978	 0.92680	 0.76763	 0.41900	 0.15449	 0.92245	 -0.72638	 390.18601	 0.00000 	 0.00000
	 0.74495	 -0.24932	 0.75716	 0.00761	 0.66399	 0.57234	 0.86179	 -0.45789	 342.79991	 -0.00057 	 0.35919
	 0.51222	 -0.79466	 0.75734	 0.05245	 0.38153	 0.06571	 0.82846	 -0.83749	 412.26990	 0.00000 	 0.00000
	 0.74070	 -0.56240	 0.76120	 0.36707	 0.56137	 0.32455	 0.97088	 -0.05778	 362.65325	 -0.02515 	 1.35527
	 0.72629	 -0.24986	 0.85093	 0.37799	 0.44307	 -0.27816	 0.95764	 -0.75754	 347.57065	 -0.00424 	 3.44670
	 0.49707	 -0.36238	 0.75716	 0.00814	 0.65430	 0.58839	 0.86179	 -0.45198	 403.16530	 0.00000 	 0.00000
	 0.74407	 -0.27639	 0.76086	 0.36175	 0.41334	 0.54148	 0.89800	 -0.79395	 412.39511	 0.00985 	 1.06559
	 0.73327	 -0.65758	 0.75856	 0.03716	 0.42988	 0.16296	 0.96617	 -0.45654	 303.38312	 0.00000 	 0.00489
	 0.74461	 -0.75756	 0.75844	 0.05126	 0.43049	 0.32445	 0.81786	 -0.09255	 358.66849	 -0.44635 	 0.99392
	 0.74461	 -0.76213	 0.75844	 0.05126	 0.43049	 0.32453	 0.81786	 -0.09255	 358.66849	 -0.44774 	 0.99836
	 0.65146	 -0.57385	 0.80719	 0.37034	 0.43337	 -0.26211	 0.75522	 -0.72356	 407.96618	 -0.28203 	 11.50057
	 0.49788	 -0.37183	 0.85019	 0.37700	 0.62565	 -0.70625	 0.97837	 -0.83314	 305.93496	 0.00000 	 0.00000
	 0.50842	 -0.25534	 0.91811	 0.76763	 0.41900	 0.15449	 0.92245	 -0.72638	 390.18601	 0.00000 	 0.00000
	 0.50581	 -0.79220	 0.75734	 0.05245	 0.38356	 0.32300	 0.82846	 -0.02581	 364.69838	 0.00000 	 0.00000
	 0.64500	 -0.36986	 0.85100	 0.30010	 0.62769	 -0.69404	 0.75911	 -0.46639	 412.99247	 -0.45970 	 17.25064
	 0.44774	 -0.38063	 0.85248	 0.37844	 0.42799	 -0.14545	 0.75562	 -0.72418	 406.14320	 0.00000 	 0.00000
	 0.50842	 -0.27891	 0.92680	 0.75467	 0.42010	 0.19241	 0.92678	 -0.72769	 390.18601	 -0.01895 	 23.07592
	 0.73327	 -0.25949	 0.75856	 0.36976	 0.66116	 0.16296	 0.97111	 -0.45654	 311.77589	 0.00000 	 0.17056
	 0.64930	 -0.36983	 0.85276	 0.37637	 0.41760	 -0.73985	 0.75571	 -0.45598	 303.33917	 -0.00000 	 0.02375
	 0.74084	 -0.75764	 0.75844	 0.05126	 0.43049	 0.32444	 0.81786	 -0.09255	 358.66849	 -0.50577 	 1.06661
	 0.64420	 -0.36598	 0.85206	 0.20925	 0.62623	 -0.67347	 0.75911	 -0.46879	 395.97420	 -0.34638 	 14.13386
	 0.46005	 -0.30624	 0.80634	 0.29656	 0.41398	 -0.74099	 0.76187	 -0.59384	 303.72710	 0.00000 	 0.12284
	 0.50842	 -0.25978	 0.92680	 0.76763	 0.41900	 0.15449	 0.92755	 -0.72638	 390.18601	 0.00000 	 0.00000
	 0.47231	 -0.36598	 0.85102	 0.30282	 0.62623	 0.05895	 0.75911	 -0.56940	 395.97420	 0.00000 	 0.00000
	 0.50904	 -0.25839	 0.92680	 0.80515	 0.66834	 0.15449	 0.75909	 -0.72769	 412.11281	 0.00000 	 0.00000
	 0.64439	 -0.38332	 0.85137	 0.26527	 0.62719	 -0.75402	 0.92700	 -0.46639	 390.53155	 -0.13853 	 11.08265
	 0.64674	 -0.25409	 0.80584	 0.19231	 0.66783	 -0.76557	 0.85053	 -0.72769	 390.18601	 0.00000 	 0.00000
	 0.74495	 -0.24932	 0.75570	 0.00761	 0.66644	 0.70326	 0.88072	 -0.45789	 342.79991	 -0.00055 	 0.33024
	 0.72719	 -0.57417	 0.77911	 0.04321	 0.55854	 0.06726	 0.89682	 -0.79340	 410.61287	 -0.10146 	 4.24311
	 0.74446	 -0.24406	 0.76110	 0.36722	 0.43546	 0.56027	 0.97064	 -0.82626	 404.93373	 -0.03810 	 1.65486
	 0.45347	 -0.28966	 0.75507	 0.03877	 0.43546	 0.44183	 0.89553	 -0.80612	 390.27579	 0.00000 	 0.00000
	 0.73459	 -0.36256	 0.86344	 0.37929	 0.66764	 0.16364	 0.95454	 -0.04144	 404.71657	 -0.05814 	 4.28195
	 0.46774	 -0.37730	 0.85185	 0.37527	 0.60960	 0.05895	 0.76567	 -0.46559	 396.24762	 0.00000 	 0.00000
	 0.44774	 -0.36249	 0.85101	 0.27703	 0.66707	 0.16180	 0.94884	 -0.05263	 378.23572	 0.00000 	 0.00000
	 0.50842	 -0.25956	 0.82355	 0.78331	 0.63230	 0.15153	 0.92583	 -0.46452	 389.66092	 0.00951 	 9.07874
	 0.64820	 -0.36983	 0.92243	 0.36068	 0.66783	 -0.70561	 0.75571	 -0.75369	 305.09131	 0.00000 	 0.32726
	 0.74407	 -0.65513	 0.75961	 0.38715	 0.42981	 0.54148	 0.89558	 -0.79395	 410.76550	 0.00992 	 1.14364
	 0.64820	 -0.36983	 0.85402	 0.01989	 0.63229	 -0.73985	 0.75571	 -0.45699	 303.33917	 0.00000 	 0.02394
	 0.51763	 -0.26205	 0.92680	 0.76375	 0.42105	 0.15449	 0.92597	 -0.66974	 390.18601	 -0.02805 	 22.57613
	 0.64820	 -0.36733	 0.80703	 0.20687	 0.66078	 -0.73985	 0.76187	 -0.59384	 305.18757	 -0.00000 	 0.20009
	 0.50842	 -0.25956	 0.93348	 0.72627	 0.66959	 -0.14461	 0.92583	 -0.72769	 389.01585	 -0.27972 	 21.29510
	 0.50842	 -0.23331	 0.92745	 0.83285	 0.62462	 0.14895	 0.77207	 -0.74172	 390.20151	 0.00000 	 0.00000
	 0.74461	 -0.76213	 0.75844	 0.05126	 0.43049	 0.32453	 0.81786	 -0.02556	 358.66849	 -0.02948 	 0.99429
	 0.49573	 -0.25956	 0.90812	 0.76763	 0.62637	 -0.15015	 0.75501	 -0.74172	 389.50355	 0.00927 	 12.59234
	 0.50842	 -0.23331	 0.92545	 0.83285	 0.62462	 0.14895	 0.77207	 -0.74172	 390.20151	 0.00000 	 0.00000
	 0.74460	 -0.24894	 0.75788	 0.02448	 0.43546	 0.56027	 0.89658	 -0.79395	 404.64519	 -0.27911 	 0.49182
	 0.64765	 -0.36665	 0.85660	 0.37637	 0.62826	 -0.73985	 0.75802	 -0.78633	 303.33917	 0.00000 	 0.02438
	 0.74380	 -0.25211	 0.75599	 0.08478	 0.43949	 0.56027	 0.89597	 -0.46461	 404.64519	 -0.04317 	 0.79094
	 0.64930	 -0.36983	 0.85276	 0.37637	 0.41760	 0.31708	 0.75571	 -0.45598	 303.33917	 -0.00000 	 0.02375
	 0.74084	 -0.77578	 0.75844	 0.05126	 0.43049	 -0.73244	 0.81786	 -0.09255	 358.66849	 -0.01406 	 1.13518
	 0.74407	 -0.24932	 0.76063	 0.00761	 0.66644	 0.70326	 0.89538	 -0.78199	 341.43910	 -0.00029 	 0.43517
	 0.74496	 -0.65513	 0.75593	 0.02976	 0.42981	 0.54148	 0.88091	 -0.47083	 409.64702	 -0.02322 	 0.73444
	 0.49152	 -0.25956	 0.92988	 0.77288	 0.43736	 -0.66621	 0.75541	 -0.74172	 304.55958	 0.00000 	 0.00000
	 0.65333	 -0.37923	 0.84355	 0.34611	 0.61887	 0.32674	 0.75990	 -0.46854	 339.14028	 -0.00015 	 4.22945
	 0.50805	 -0.24932	 0.75716	 0.00761	 0.62379	 0.63181	 0.86179	 -0.75115	 341.41758	 0.00000 	 0.00000
	 0.74150	 -0.23331	 0.92745	 0.83285	 0.66482	 0.14895	 0.77207	 -0.44847	 391.58384	 -0.10262 	 10.71828
	 0.74461	 -0.75764	 0.75844	 0.06674	 0.43396	 0.33196	 0.81733	 -0.09255	 358.66849	 -0.45253 	 1.00740
	 0.74495	 -0.24932	 0.75716	 0.00769	 0.66053	 0.56482	 0.86231	 -0.45789	 342.79991	 -0.00057 	 0.35922
	 0.44774	 -0.38063	 0.85248	 0.37573	 0.42799	 -0.14545	 0.75562	 -0.69827	 408.09160	 0.00000 	 0.00000
	 0.50842	 -0.29542	 0.92680	 0.76763	 0.66783	 0.15449	 0.92597	 -0.72769	 390.18601	 0.00599 	 12.63697
