Test : Start of hold value,"100.00000",MPa

Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
"11.20000","1.29900","0.59033","29.07356","0.00091","5.17795"
"11.30000","1.29983","0.59289","29.01644","0.00092","5.20033"
"11.40000","1.30071","0.61954","29.01644","0.00093","5.43411"
"11.50000","1.30163","0.64482","29.01644","0.00094","5.65583"
"11.60000","1.30248","0.68609","29.01644","0.00095","6.01788"
"11.70000","1.30333","0.73887","29.01644","0.00095","6.48080"
"11.80000","1.30415","0.78934","29.01644","0.00096","6.92350"
"11.90000","1.30487","0.84239","28.94733","0.00097","7.38875"
"12.00000","1.30564","0.88210","28.94733","0.00098","7.73711"
"12.10000","1.30649","0.91867","28.94733","0.00099","8.05784"
"12.20000","1.30733","0.92813","28.94733","0.00099","8.14085"
"12.30000","1.30820","0.94266","28.94733","0.00100","8.26824"
"12.40000","1.30906","0.94240","28.94733","0.00101","8.26603"
"12.50000","1.30994","0.93873","28.93587","0.00102","8.23385"
"12.60000","1.31083","0.94900","28.93587","0.00103","8.32385"
"12.70000","1.31164","0.94201","28.93587","0.00104","8.26256"
"12.80000","1.31245","0.97553","28.93587","0.00104","8.55663"
"12.90000","1.31321","0.97998","28.93587","0.00105","8.59558"
"13.00000","1.31395","0.96352","28.95756","0.00106","8.45121"
"13.10000","1.31477","0.93315","28.95756","0.00107","8.18482"
"13.20000","1.31563","0.91563","28.95756","0.00108","8.03115"
"13.30000","1.31650","0.90294","28.95756","0.00108","7.91988"
"13.40000","1.31738","0.87468","28.95756","0.00109","7.67200"
"13.50000","1.31827","0.82792","28.95756","0.00110","7.26183"
"13.60000","1.31917","0.79913","29.03812","0.00111","7.00931"
"13.70000","1.31998","0.77724","29.03812","0.00112","6.81733"
"13.80000","1.32073","0.76404","29.03812","0.00113","6.70160"
"13.90000","1.32150","0.73294","29.03812","0.00113","6.42879"
"14.00000","1.32228","0.72678","29.03812","0.00114","6.37477"
"14.10000","1.32309","0.71897","29.03812","0.00115","6.30627"
"14.20000","1.32396","0.70312","29.06550","0.00116","6.16725"
"14.30000","1.32486","0.68908","29.06550","0.00117","6.04408"
"14.40000","1.32573","0.67869","29.06550","0.00118","5.95296"
"14.50000","1.32666","0.67393","29.06550","0.00118","5.91117"
"14.60000","1.32752","0.64837","29.06550","0.00119","5.68697"
