xs-	ys-	xs+	ys+	theta	
	 0.73188	 -0.38913	 0.99499	 0.71940	 -0.60092
	 0.73188	 -0.29320	 0.99499	 0.75732	 0.00000
	 0.74078	 -0.43128	 0.99499	 0.85398	 -0.56704
	 0.73188	 -0.38453	 0.99499	 0.76477	 -0.60093
	 0.73188	 -0.38608	 0.99388	 0.66967	 -0.59958
	 0.73188	 -0.38608	 0.99499	 0.66967	 -0.60095
	 0.73188	 -0.38453	 0.99499	 0.72038	 -0.60093
	 0.73188	 -0.38608	 0.99499	 0.72614	 -0.60095
	 0.73188	 -0.38608	 0.98511	 0.66149	 -0.58857
	 0.73188	 -0.38608	 0.99390	 0.66967	 -0.59961
	 0.73188	 -0.38608	 0.99499	 0.66967	 -0.60095
	 0.73188	 -0.38606	 0.99500	 0.67176	 -0.60095
	 0.73663	 -0.37898	 0.99500	 0.83002	 -0.57168
	 0.73188	 -0.41498	 0.99500	 0.76462	 -0.59560
	 0.73188	 -0.38608	 0.99499	 0.74530	 -0.60096
	 0.73188	 -0.38453	 0.99499	 0.72038	 -0.60093
	 0.73188	 -0.38608	 0.99500	 0.76462	 -0.60097
	 0.73188	 -0.38453	 0.99499	 0.72038	 -0.60093
	 0.73188	 -0.46572	 0.99500	 0.66890	 -0.56985
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.38598	 0.99193	 0.72238	 -0.59719
	 0.73188	 -0.38608	 0.99499	 0.66967	 -0.60095
	 0.73188	 -0.44826	 0.99499	 0.66967	 -0.57976
	 0.73188	 -0.38453	 0.99500	 0.66890	 -0.60093
	 0.73188	 -0.38608	 0.99499	 0.66967	 -0.60095
	 0.73188	 -0.38616	 0.99500	 0.71788	 -0.60097
	 0.73188	 -0.38444	 0.99500	 0.80224	 -0.60094
	 0.73717	 -0.38453	 0.99500	 0.80224	 -0.57082
	 0.73188	 -0.38453	 0.99499	 0.72242	 -0.60093
	 0.70948	 -0.38606	 0.99500	 0.66890	 -0.31189
	 0.73188	 -0.39092	 0.99500	 0.66890	 -0.60081
	 0.73188	 -0.38592	 0.99500	 0.75996	 -0.60097
	 0.73188	 -0.38606	 0.99499	 0.66890	 -0.60095
	 0.73188	 -0.40213	 0.99500	 0.71874	 -0.59925
	 0.73188	 -0.38608	 0.99499	 0.76377	 -0.60097
	 0.72171	 -0.38598	 0.99499	 0.74386	 -0.41996
	 0.72506	 -0.38608	 0.99499	 0.74530	 -0.46648
	 0.71188	 -0.38608	 0.99498	 0.66967	 -0.33818
	 0.73188	 -0.38608	 0.99500	 0.74312	 -0.60097
	 0.73188	 -0.38598	 0.99500	 0.71815	 -0.60097
	 0.73188	 -0.38616	 0.99070	 0.72212	 -0.59566
	 0.73188	 -0.38608	 0.97436	 0.66967	 -0.57490
	 0.73188	 -0.38585	 0.99167	 0.82521	 -0.59690
	 0.73188	 -0.38606	 0.99500	 0.66890	 -0.60095
	 0.72279	 -0.38585	 0.99499	 0.82521	 -0.44567
	 0.73188	 -0.38608	 0.99499	 0.66967	 -0.60095
	 0.73188	 -0.38608	 0.98891	 0.66967	 -0.59340
	 0.73188	 -0.38608	 0.99500	 0.67380	 -0.60096
	 0.73188	 -0.38608	 0.99499	 0.66940	 -0.60095
	 0.73188	 -0.38616	 0.99500	 0.72126	 -0.60097
	 0.73653	 -0.38608	 0.99499	 0.74193	 -0.57702
	 0.73188	 -0.38584	 0.99498	 0.78367	 -0.60096
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.38598	 0.99500	 0.66890	 -0.60095
	 0.73188	 -0.39379	 0.98266	 0.68906	 -0.58466
	 0.73188	 -0.38606	 0.99500	 0.68938	 -0.60096
	 0.73188	 -0.38608	 0.99499	 0.66972	 -0.60095
	 0.73188	 -0.37494	 0.99500	 0.68266	 -0.59986
	 0.73188	 -0.38592	 0.99500	 0.75904	 -0.60097
	 0.73188	 -0.41989	 0.99500	 0.66967	 -0.59358
	 0.73188	 -0.38608	 0.99499	 0.75660	 -0.60097
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.29859	 0.99500	 0.67354	 0.00000
	 0.73188	 -0.42879	 0.99499	 0.76374	 -0.58988
	 0.73188	 -0.38606	 0.99500	 0.67176	 -0.60095
	 0.73188	 -0.38608	 0.99499	 0.66972	 -0.60095
	 0.73188	 -0.38608	 0.99499	 0.66967	 -0.60095
	 0.73188	 -0.38608	 0.99500	 0.66685	 -0.60095
	 0.73188	 -0.38606	 0.99500	 0.76667	 -0.60097
	 0.73188	 -0.38591	 0.99499	 0.75996	 -0.60097
	 0.73975	 -0.38606	 0.99500	 0.65224	 -0.54778
	 0.73090	 -0.38453	 0.99500	 0.80224	 -0.58747
	 0.73188	 -0.38608	 0.99499	 0.72614	 -0.60095
	 0.73188	 -0.38606	 0.99500	 0.77538	 -0.60098
	 0.73188	 -0.40139	 0.99499	 0.67343	 -0.59935
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.70806	 -0.38616	 0.99500	 0.71788	 -0.29873
	 0.73188	 -0.38616	 0.99499	 0.72238	 -0.60096
	 0.73188	 -0.38598	 0.99500	 0.71788	 -0.60097
	 0.73188	 -0.38608	 0.99499	 0.75660	 -0.60097
	 0.73188	 -0.38591	 0.99499	 0.75996	 -0.60097
	 0.73188	 -0.38598	 0.99500	 0.77096	 -0.60098
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73892	 -0.38585	 0.99499	 0.82521	 -0.55547
	 0.73188	 -0.36957	 0.99500	 0.75996	 -0.58852
	 0.73188	 -0.38592	 0.99500	 0.75904	 -0.60097
	 0.73188	 -0.38591	 0.99499	 0.75996	 -0.60097
	 0.73188	 -0.42283	 0.99500	 0.67354	 -0.59238
	 0.73188	 -0.42883	 0.99500	 0.76667	 -0.58987
	 0.73188	 -0.38608	 0.99500	 0.67380	 -0.60096
	 0.73188	 -0.38592	 0.99500	 0.75996	 -0.60097
	 0.73884	 -0.38598	 0.99499	 0.72238	 -0.55646
	 0.66437	 -0.38598	 0.99500	 0.71815	 -0.16458
	 0.73188	 -0.38606	 0.99500	 0.66820	 -0.60096
	 0.73188	 -0.38608	 0.99500	 0.74382	 -0.60097
	 0.73188	 -0.38608	 0.99499	 0.71788	 -0.60096
	 0.73188	 -0.33588	 0.99404	 0.65115	 -0.53854
	 0.73188	 -0.38608	 0.98500	 0.83793	 -0.58856
	 0.73188	 -0.38606	 0.99500	 0.76667	 -0.60097
	 0.73188	 -0.38616	 0.99500	 0.72126	 -0.60097
	 0.73188	 -0.35211	 0.99499	 0.67354	 -0.56687
	 0.73188	 -0.38608	 0.99500	 0.79802	 -0.60098
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73789	 -0.38608	 0.99500	 0.67380	 -0.56559
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.38585	 0.99499	 0.81429	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.76462	 -0.60097
	 0.69713	 -0.38584	 0.99263	 0.89710	 -0.24581
	 0.73188	 -0.38606	 0.99500	 0.69580	 -0.60096
	 0.73188	 -0.38584	 0.99498	 0.78367	 -0.60096
	 0.73188	 -0.38606	 0.99500	 0.67176	 -0.60095
	 0.73188	 -0.38608	 0.99500	 0.76464	 -0.60097
	 0.73188	 -0.38592	 0.99500	 0.75902	 -0.60097
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.76462	 -0.60097
	 0.73188	 -0.40493	 0.99500	 0.79278	 -0.59868
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.73188	 -0.40755	 0.99500	 0.75996	 -0.59795
	 0.74153	 -0.38592	 0.99444	 0.82521	 0.00000
	 0.73188	 -0.38608	 0.99499	 0.76017	 -0.60097
	 0.72974	 -0.38591	 0.99500	 0.83476	 -0.56270
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.38616	 0.99500	 0.76795	 -0.60098
	 0.73188	 -0.38592	 0.99500	 0.70990	 -0.60096
	 0.73188	 -0.31618	 0.99500	 0.75904	 0.00000
	 0.72871	 -0.38608	 0.99500	 0.76299	 -0.53220
	 0.73336	 -0.41297	 0.99500	 0.76462	 -0.59630
	 0.73188	 -0.38608	 0.99500	 0.76462	 -0.60097
	 0.73188	 -0.37534	 0.99499	 0.81661	 -0.59061
	 0.73188	 -0.38608	 0.97922	 0.83266	 -0.58132
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.38591	 0.99499	 0.75996	 -0.60097
	 0.73188	 -0.38608	 0.99500	 0.76462	 -0.60097
	 0.73188	 -0.38606	 0.99500	 0.77538	 -0.60098
	 0.73447	 -0.42034	 0.99499	 0.82820	 -0.59398
	 0.74076	 -0.57213	 0.99500	 0.75605	 -0.52848
	 0.73188	 -0.38608	 0.99274	 0.76729	 -0.59820
	 0.73516	 -0.38606	 0.99500	 0.79740	 -0.58667
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.38616	 0.99500	 0.72126	 -0.60097
	 0.73188	 -0.41207	 0.99499	 0.84576	 -0.59670
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.38591	 0.99500	 0.75996	 -0.60097
	 0.73188	 -0.38599	 0.99500	 0.77096	 -0.60097
	 0.69960	 -0.29827	 0.99500	 0.72126	 0.00000
	 0.73188	 -0.38608	 0.99500	 0.76462	 -0.60097
	 0.73188	 -0.41775	 0.99499	 0.82636	 -0.59467
	 0.73188	 -0.38585	 0.98390	 0.87258	 -0.58718
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73497	 -0.38616	 0.97891	 0.71690	 -0.57134
	 0.73188	 -0.36850	 0.99500	 0.75904	 -0.58807
	 0.73188	 -0.38593	 0.99500	 0.76464	 -0.60097
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.71974	 -0.38608	 0.99500	 0.85228	 -0.39524
	 0.73926	 -0.38608	 0.99500	 0.83497	 -0.55241
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.39197	 0.99500	 0.82521	 -0.60082
	 0.73188	 -0.38593	 0.99500	 0.76464	 -0.60097
	 0.73188	 -0.38064	 0.99499	 0.82521	 -0.60065
	 0.73188	 -0.38606	 0.99500	 0.76667	 -0.60097
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.34679	 0.99499	 0.82521	 -0.56216
	 0.73188	 -0.38585	 0.99499	 0.85612	 -0.60098
	 0.73188	 -0.38607	 0.99500	 0.82521	 -0.60098
	 0.73188	 -0.38585	 0.99499	 0.76462	 -0.60097
	 0.73188	 -0.38585	 0.99500	 0.82521	 -0.60098
	 0.73188	 -0.38608	 0.99225	 0.76462	 -0.59760
	 0.73188	 -0.38608	 0.99500	 0.76801	 -0.60098
	 0.73188	 -0.32988	 0.99500	 0.76456	 -0.53264
	 0.71790	 -0.38585	 0.99499	 0.82521	 -0.38512
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.69849	 -0.31993	 0.99500	 0.82521	 0.00000
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.38605	 0.99500	 0.82521	 -0.60099
	 0.73188	 -0.38587	 0.99500	 0.76462	 -0.60097
	 0.73188	 -0.38607	 0.99500	 0.77096	 -0.60098
	 0.73188	 -0.38599	 0.99500	 0.83497	 -0.60099
	 0.73188	 -0.38599	 0.99500	 0.77096	 -0.60097
	 0.73188	 -0.38608	 0.99500	 0.80376	 -0.60098
	 0.69776	 -0.38608	 0.99133	 0.83798	 -0.24505
	 0.73188	 -0.38608	 0.99500	 0.79501	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.38606	 0.99500	 0.77538	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.76462	 -0.60098
	 0.73137	 -0.38585	 0.99499	 0.82521	 -0.59468
	 0.73188	 -0.42092	 0.99500	 0.81615	 -0.59342
	 0.73188	 -0.38585	 0.99499	 0.82476	 -0.60098
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73014	 -0.37311	 0.99499	 0.76795	 -0.55440
	 0.73188	 -0.27441	 0.99500	 0.82521	 0.00000
	 0.73188	 -0.38599	 0.99500	 0.87608	 -0.60099
	 0.73188	 -0.38608	 0.99500	 0.80507	 -0.60098
	 0.73188	 -0.38609	 0.99500	 0.76462	 -0.60098
	 0.73188	 -0.38615	 0.99500	 0.76795	 -0.60098
	 0.73188	 -0.38605	 0.99500	 0.82521	 -0.60099
	 0.73188	 -0.38607	 0.99500	 0.82521	 -0.60098
	 0.73188	 -0.38585	 0.99488	 0.85612	 -0.60084
	 0.73188	 -0.40033	 0.99500	 0.85966	 -0.59975
	 0.73188	 -0.42760	 0.99499	 0.82521	 -0.59055
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.35263	 0.99500	 0.83497	 -0.56684
	 0.73188	 -0.49522	 0.99188	 0.82521	 -0.54847
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.80376	 -0.60098
	 0.73188	 -0.38585	 0.99201	 0.82521	 -0.59732
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.79802	 -0.60098
	 0.73188	 -0.36103	 0.99500	 0.83497	 -0.57274
	 0.73188	 -0.38608	 0.99500	 0.76114	 -0.60097
	 0.73188	 -0.38608	 0.99500	 0.83454	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.73950	 -0.38585	 0.99499	 0.82521	 -0.54992
	 0.73188	 -0.26362	 0.99499	 0.82476	 0.00000
	 0.73188	 -0.38608	 0.99500	 0.76462	 -0.60098
	 0.73188	 -0.38293	 0.99500	 0.83497	 -0.60085
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.38585	 0.99500	 0.80537	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.76801	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.72216	 -0.38608	 0.99500	 0.83497	 -0.43312
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.38585	 0.99500	 0.82521	 -0.60098
	 0.73188	 -0.38605	 0.99500	 0.77055	 -0.60098
	 0.73188	 -0.38607	 0.99500	 0.82543	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.38002	 0.99500	 0.89305	 -0.60058
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.73188	 -0.38608	 0.99500	 0.73606	 -0.60097
	 0.73188	 -0.38605	 0.99500	 0.82521	 -0.60099
	 0.71362	 -0.38608	 0.99500	 0.83497	 -0.34926
	 0.73188	 -0.38608	 0.99500	 0.82474	 -0.60099
	 0.70591	 -0.38607	 0.99500	 0.83545	 -0.28594
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.80376	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.83109	 -0.60098
	 0.74483	 -0.42503	 0.99500	 0.83497	 -0.52595
	 0.73188	 -0.38608	 0.98800	 0.80300	 -0.59231
	 0.73386	 -0.38608	 0.99500	 0.83573	 -0.59402
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.73188	 -0.38599	 0.99500	 0.83497	 -0.60099
	 0.73188	 -0.31828	 0.99499	 0.82521	 0.00000
	 0.73188	 -0.34632	 0.99500	 0.82521	 -0.56177
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.73188	 -0.38605	 0.99479	 0.82521	 -0.60074
	 0.73188	 -0.46880	 0.99166	 0.83457	 -0.56371
	 0.73601	 -0.38608	 0.99500	 0.83495	 -0.58089
	 0.73360	 -0.38608	 0.99500	 0.83497	 -0.59524
	 0.73223	 -0.34784	 0.99500	 0.80537	 -0.56029
	 0.74097	 -0.38598	 0.99500	 0.83497	 -0.53500
	 0.73188	 -0.38610	 0.99500	 0.83497	 -0.60099
	 0.72949	 -0.38608	 0.99500	 0.83497	 -0.55253
	 0.73188	 -0.38608	 0.99500	 0.83454	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.73188	 -0.38608	 0.99500	 0.80771	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.83101	 -0.60099
	 0.73902	 -0.38608	 0.99500	 0.83497	 -0.55472
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.38599	 0.99500	 0.87608	 -0.60099
	 0.73188	 -0.38605	 0.99500	 0.82521	 -0.60099
	 0.73188	 -0.38608	 0.99500	 0.77883	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.76801	 -0.60098
	 0.72293	 -0.37350	 0.99500	 0.83497	 -0.43575
	 0.73188	 -0.38608	 0.98975	 0.83497	 -0.59452
	 0.73188	 -0.38716	 0.99500	 0.83497	 -0.60100
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.73188	 -0.38599	 0.99500	 0.87608	 -0.60099
	 0.73188	 -0.41693	 0.99500	 0.83955	 -0.59500
	 0.73188	 -0.38605	 0.99145	 0.82521	 -0.59663
	 0.73188	 -0.38608	 0.98937	 0.83497	 -0.59405
	 0.73188	 -0.38599	 0.99500	 0.87608	 -0.60099
	 0.73188	 -0.38608	 0.99392	 0.83497	 -0.59967
	 0.70568	 -0.38608	 0.99500	 0.83497	 -0.28616
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.71540	 -0.38608	 0.99500	 0.82474	 -0.36079
	 0.72959	 -0.34288	 0.99500	 0.82474	 -0.50668
	 0.73188	 -0.38605	 0.99500	 0.82521	 -0.60099
	 0.73188	 -0.38605	 0.99500	 0.85638	 -0.60099
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60098
	 0.70469	 -0.38610	 0.99500	 0.83497	 -0.28709
	 0.73188	 -0.38605	 0.99500	 0.82521	 -0.60099
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.73687	 -0.38608	 0.99500	 0.83497	 -0.57427
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.73188	 -0.38608	 0.98562	 0.83497	 -0.58934
	 0.73188	 -0.38609	 0.99500	 0.83142	 -0.60099
	 0.73188	 -0.38598	 0.99134	 0.87962	 -0.59650
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.70309	 -0.38608	 0.99500	 0.82521	 -0.27424
	 0.73188	 -0.52012	 0.99500	 0.83497	 -0.53838
	 0.73188	 -0.37918	 0.99500	 0.83092	 -0.60049
	 0.73188	 -0.42674	 0.99500	 0.82530	 -0.59094
	 0.72450	 -0.38599	 0.99500	 0.83497	 -0.46847
	 0.74410	 -0.38608	 0.99500	 0.83497	 -0.50144
	 0.73188	 -0.41479	 0.99500	 0.83497	 -0.59577
	 0.73188	 -0.38610	 0.99500	 0.77314	 -0.60098
	 0.73188	 -0.41036	 0.99500	 0.83534	 -0.59723
	 0.73188	 -0.38608	 0.99500	 0.87570	 -0.60099
	 0.73188	 -0.38608	 0.99500	 0.83497	 -0.60099
	 0.72211	 -0.38608	 0.99500	 0.83497	 -0.43330
