xs-	ys-	xs+	ys+	theta	
	 0.73191	 -0.37596	 0.99207	 0.62094	 -0.59651
	 0.69622	 -0.37596	 0.99207	 0.62094	 -0.24186
	 0.73191	 -0.37596	 0.99207	 0.62094	 -0.59651
	 0.73312	 -0.37596	 0.99477	 0.24469	 -0.59480
	 0.73313	 -0.37645	 0.99455	 0.37211	 -0.59459
	 0.69752	 -0.34512	 0.99207	 0.62094	 -0.22116
	 0.73187	 -0.43192	 0.99214	 0.62094	 -0.58406
	 0.73314	 -0.40786	 0.99486	 0.24469	 -0.59678
	 0.73312	 -0.39312	 0.99180	 0.24469	 -0.59414
	 0.73326	 -0.37665	 0.96082	 0.62094	 -0.55464
	 0.73676	 -0.36401	 0.99209	 0.61071	 -0.55716
	 0.73313	 -0.37645	 0.99455	 0.37211	 -0.59459
	 0.73326	 -0.38256	 0.99225	 0.62094	 -0.59290
	 0.73326	 -0.38335	 0.99207	 0.62971	 -0.59286
	 0.73191	 -0.37596	 0.99207	 0.62094	 -0.59651
	 0.73326	 -0.40773	 0.99373	 0.68976	 -0.59559
	 0.73326	 -0.39302	 0.99207	 0.61339	 -0.59417
	 0.73326	 -0.39627	 0.99226	 0.59546	 -0.59451
	 0.66920	 -0.37591	 0.99490	 0.24469	 -0.17536
	 0.69541	 -0.37651	 0.99473	 0.37211	 -0.24662
	 0.73313	 -0.37645	 0.99455	 0.37211	 -0.59459
	 0.73326	 -0.37521	 0.98911	 0.54735	 -0.58739
	 0.73192	 -0.39302	 0.99207	 0.62094	 -0.59684
	 0.73325	 -0.37596	 0.99206	 0.62094	 -0.59088
	 0.73326	 -0.38459	 0.99168	 0.62094	 -0.59267
	 0.73188	 -0.37596	 0.99209	 0.62094	 -0.59664
	 0.73326	 -0.37596	 0.99477	 0.24469	 -0.59410
	 0.73326	 -0.38256	 0.99225	 0.62094	 -0.59290
	 0.73326	 -0.37596	 0.99449	 0.57122	 -0.59351
	 0.73326	 -0.40773	 0.98634	 0.68976	 -0.58597
	 0.73111	 -0.38578	 0.99209	 0.68480	 -0.59183
	 0.73326	 -0.45272	 0.99207	 0.62590	 -0.57612
	 0.73320	 -0.29659	 0.99482	 0.27762	 0.00000
	 0.73194	 -0.37596	 0.99201	 0.58338	 -0.59637
	 0.73326	 -0.39302	 0.99207	 0.62094	 -0.59417
	 0.73313	 -0.37645	 0.99455	 0.37211	 -0.59459
	 0.73312	 -0.37596	 0.99477	 0.24469	 -0.59480
	 0.73326	 -0.37596	 0.99350	 0.62094	 -0.59239
	 0.73476	 -0.37596	 0.99209	 0.62094	 -0.58194
	 0.73326	 -0.34720	 0.99226	 0.59546	 -0.57494
	 0.73326	 -0.35744	 0.99481	 0.68976	 -0.58434
	 0.73312	 -0.37596	 0.99400	 0.24469	 -0.59397
	 0.73188	 -0.35083	 0.99209	 0.55512	 -0.56355
	 0.73314	 -0.33269	 0.99486	 0.24469	 -0.56660
	 0.73194	 -0.39627	 0.99226	 0.59546	 -0.59662
	 0.73324	 -0.37596	 0.99207	 0.62094	 -0.59095
	 0.73190	 -0.37596	 0.99213	 0.62094	 -0.59662
	 0.73314	 -0.37596	 0.99470	 0.24469	 -0.59467
	 0.72807	 -0.37596	 0.99477	 0.24469	 -0.51721
	 0.73188	 -0.37596	 0.99209	 0.62094	 -0.59664
	 0.73976	 -0.37645	 0.99443	 0.37211	 -0.53969
	 0.73191	 -0.37596	 0.99218	 0.62094	 -0.59664
	 0.73209	 -0.37596	 0.99207	 0.62094	 -0.59589
	 0.73326	 -0.40773	 0.99373	 0.68976	 -0.59559
	 0.72378	 -0.36763	 0.99207	 0.62094	 -0.44142
	 0.73326	 -0.39590	 0.99206	 0.62094	 -0.59426
	 0.73313	 -0.37598	 0.99477	 0.23135	 -0.59479
	 0.73053	 -0.37644	 0.99455	 0.38545	 -0.56631
	 0.73191	 -0.37596	 0.99207	 0.62094	 -0.59651
	 0.73191	 -0.37596	 0.99207	 0.62094	 -0.59651
	 0.73313	 -0.37645	 0.99455	 0.37211	 -0.59459
	 0.73188	 -0.40779	 0.99203	 0.62094	 -0.59372
	 0.73312	 -0.37596	 0.99477	 0.18609	 -0.59485
	 0.73192	 -0.39302	 0.99207	 0.62094	 -0.59684
	 0.71930	 -0.37596	 0.97940	 0.58338	 -0.37909
	 0.73188	 -0.37596	 0.99209	 0.61071	 -0.59664
	 0.73326	 -0.31947	 0.99485	 0.24469	 0.00000
	 0.73313	 -0.38416	 0.99365	 0.68168	 -0.59536
	 0.73188	 -0.39275	 0.99209	 0.58047	 -0.59691
	 0.73192	 -0.37622	 0.99207	 0.62094	 -0.59651
	 0.73194	 -0.37596	 0.99201	 0.58338	 -0.59637
	 0.73188	 -0.37596	 0.99209	 0.62094	 -0.59664
	 0.73720	 -0.39627	 0.99226	 0.59467	 -0.57526
	 0.73326	 -0.37596	 0.99477	 0.24469	 -0.59410
	 0.73317	 -0.37596	 0.99477	 0.58137	 -0.59427
	 0.73183	 -0.37596	 0.99209	 0.27403	 -0.59691
	 0.73191	 -0.37596	 0.99207	 0.62094	 -0.59651
	 0.73191	 -0.37596	 0.99207	 0.62094	 -0.59651
	 0.73313	 -0.35821	 0.98546	 0.38532	 -0.57741
	 0.73460	 -0.39627	 0.99226	 0.59546	 -0.59012
	 0.73191	 -0.37596	 0.99207	 0.62094	 -0.59651
	 0.73188	 -0.37596	 0.99209	 0.62094	 -0.59664
	 0.73194	 -0.39627	 0.99226	 0.59546	 -0.59662
	 0.73191	 -0.37596	 0.99207	 0.62094	 -0.59651
	 0.73114	 -0.37596	 0.99257	 0.62094	 -0.58188
	 0.73188	 -0.38426	 0.99209	 0.67100	 -0.59735
	 0.73313	 -0.38416	 0.99365	 0.66671	 -0.59537
	 0.73326	 -0.40773	 0.99373	 0.68976	 -0.59559
	 0.73188	 -0.37596	 0.96399	 0.60968	 -0.56189
	 0.73188	 -0.37596	 0.99209	 0.61071	 -0.59664
	 0.73318	 -0.37596	 0.99207	 0.37151	 -0.59151
	 0.73187	 -0.40786	 0.99486	 0.60496	 -0.59748
	 0.73190	 -0.37596	 0.98352	 0.64239	 -0.58622
	 0.73192	 -0.39302	 0.99207	 0.62094	 -0.59684
	 0.74029	 -0.37596	 0.99319	 0.27403	 -0.53324
	 0.73326	 -0.40773	 0.99373	 0.68976	 -0.59559
	 0.73193	 -0.37596	 0.99201	 0.56252	 -0.59639
	 0.73188	 -0.34128	 0.99209	 0.61995	 -0.55530
	 0.73188	 -0.39275	 0.99207	 0.58047	 -0.59689
	 0.73191	 -0.37596	 0.99209	 0.60803	 -0.59654
	 0.73313	 -0.46173	 0.99494	 0.66718	 -0.57517
	 0.73212	 -0.40869	 0.97708	 0.25918	 -0.57173
	 0.73188	 -0.37622	 0.99207	 0.61069	 -0.59666
	 0.73192	 -0.37596	 0.96783	 0.62095	 -0.56677
	 0.73188	 -0.39227	 0.99209	 0.58047	 -0.59696
	 0.73191	 -0.37644	 0.99207	 0.62094	 -0.59659
	 0.73190	 -0.37596	 0.99391	 0.62164	 -0.59873
	 0.73188	 -0.37596	 0.99209	 0.59777	 -0.59665
	 0.73183	 -0.37596	 0.99209	 0.27403	 -0.59691
	 0.73188	 -0.37596	 0.98392	 0.62094	 -0.58677
	 0.69992	 -0.37596	 0.99209	 0.62094	 -0.25450
	 0.73192	 -0.39302	 0.99207	 0.62094	 -0.59684
	 0.73192	 -0.38948	 0.99213	 0.62246	 -0.59721
	 0.73326	 -0.40855	 0.99367	 0.73722	 -0.59542
	 0.73424	 -0.39302	 0.99405	 0.74562	 -0.59296
	 0.73191	 -0.37596	 0.99218	 0.62094	 -0.59664
	 0.73191	 -0.37596	 0.97287	 0.62094	 -0.57317
	 0.72740	 -0.37596	 0.99207	 0.62094	 -0.50342
	 0.73435	 -0.37596	 0.99209	 0.62094	 -0.58462
	 0.73188	 -0.37596	 0.99207	 0.62094	 -0.59663
	 0.73191	 -0.37596	 0.99218	 0.62094	 -0.59664
	 0.73192	 -0.38948	 0.99213	 0.62246	 -0.59721
	 0.73188	 -0.43725	 0.99209	 0.67100	 -0.58147
	 0.73188	 -0.37622	 0.99234	 0.61069	 -0.59699
	 0.73188	 -0.39202	 0.99209	 0.61071	 -0.59701
	 0.73188	 -0.37620	 0.99209	 0.58047	 -0.59669
	 0.72312	 -0.37596	 0.98609	 0.67377	 -0.43072
	 0.73188	 -0.39275	 0.99207	 0.58047	 -0.59689
	 0.73188	 -0.37596	 0.97562	 0.59781	 -0.57667
	 0.73188	 -0.37596	 0.99209	 0.61066	 -0.59664
	 0.73188	 -0.38802	 0.99209	 0.62094	 -0.59730
	 0.73192	 -0.37742	 0.99342	 0.66908	 -0.59827
	 0.73191	 -0.37596	 0.99209	 0.60803	 -0.59654
	 0.73187	 -0.40786	 0.99486	 0.56499	 -0.59743
	 0.73786	 -0.37522	 0.99395	 0.59755	 -0.55710
	 0.73190	 -0.39349	 0.99206	 0.58047	 -0.59676
	 0.73188	 -0.37543	 0.99209	 0.51561	 -0.59660
	 0.73188	 -0.39328	 0.99207	 0.58047	 -0.59683
	 0.73194	 -0.39607	 0.99226	 0.30886	 -0.59638
	 0.73183	 -0.37616	 0.99209	 0.50435	 -0.59686
	 0.73188	 -0.37575	 0.99207	 0.62094	 -0.59659
	 0.73192	 -0.39323	 0.99207	 0.68825	 -0.59686
	 0.71598	 -0.37596	 0.99207	 0.62094	 -0.35147
	 0.73188	 -0.39302	 0.99207	 0.54868	 -0.59683
	 0.73192	 -0.39302	 0.99207	 0.62094	 -0.59684
	 0.73190	 -0.37596	 0.99391	 0.62164	 -0.59873
	 0.73192	 -0.39302	 0.99207	 0.60930	 -0.59683
	 0.73192	 -0.39302	 0.99402	 0.62094	 -0.59932
	 0.74200	 -0.39275	 0.99209	 0.63700	 0.00000
	 0.73183	 -0.37596	 0.99209	 0.27403	 -0.59691
	 0.73183	 -0.37596	 0.97754	 0.61275	 -0.57916
	 0.73188	 -0.37596	 0.99209	 0.27198	 -0.59676
	 0.70513	 -0.39302	 0.99207	 0.62094	 -0.29032
	 0.73188	 -0.38426	 0.99209	 0.67100	 -0.59735
	 0.73188	 -0.39616	 0.99209	 0.59455	 -0.59646
	 0.68366	 -0.39238	 0.99387	 0.56784	 -0.21633
	 0.73194	 -0.39627	 0.99226	 0.58055	 -0.59661
	 0.73192	 -0.39302	 0.99207	 0.61072	 -0.59683
	 0.73188	 -0.37596	 0.99209	 0.62094	 -0.59664
	 0.73188	 -0.37596	 0.99209	 0.59777	 -0.59665
	 0.64807	 -0.39304	 0.99354	 0.58047	 -0.14415
	 0.73771	 -0.40255	 0.99206	 0.62094	 -0.57440
	 0.73314	 -0.40786	 0.99486	 0.21805	 -0.59676
	 0.73190	 -0.37596	 0.99391	 0.64828	 -0.59872
	 0.73188	 -0.38426	 0.99200	 0.62037	 -0.59723
	 0.73190	 -0.37596	 0.96458	 0.67226	 -0.56265
	 0.73192	 -0.38944	 0.99213	 0.60137	 -0.59719
	 0.73192	 -0.37746	 0.99343	 0.61965	 -0.59830
	 0.73188	 -0.39202	 0.99273	 0.27684	 -0.59758
	 0.73327	 -0.37596	 0.99209	 0.60789	 -0.59084
	 0.73188	 -0.40591	 0.99209	 0.61071	 -0.59432
	 0.71744	 -0.38426	 0.99209	 0.67100	 -0.38377
	 0.73188	 -0.38802	 0.99209	 0.63311	 -0.59731
	 0.73618	 -0.40786	 0.99486	 0.60496	 -0.58813
	 0.73183	 -0.39847	 0.99209	 0.27948	 -0.59571
	 0.73192	 -0.37051	 0.99402	 0.62094	 -0.58779
	 0.73192	 -0.37623	 0.99391	 0.62164	 -0.59869
	 0.73190	 -0.39275	 0.99453	 0.62094	 -0.60002
	 0.73187	 -0.42348	 0.99486	 0.61328	 -0.59179
	 0.73183	 -0.37616	 0.99209	 0.62517	 -0.59682
	 0.73192	 -0.33565	 0.99213	 0.53587	 -0.55026
	 0.73192	 -0.37742	 0.99342	 0.66481	 -0.59828
	 0.73188	 -0.39275	 0.99209	 0.58047	 -0.59691
	 0.73188	 -0.39227	 0.99209	 0.58047	 -0.59696
	 0.74250	 -0.40786	 0.99486	 0.56499	 0.00000
	 0.73188	 -0.39275	 0.99209	 0.58047	 -0.59691
	 0.73187	 -0.37541	 0.99199	 0.27403	 -0.59660
	 0.73183	 -0.40952	 0.99492	 0.60496	 -0.59705
	 0.73188	 -0.39275	 0.99207	 0.58047	 -0.59689
	 0.73192	 -0.39302	 0.99207	 0.62094	 -0.59684
	 0.73192	 -0.39302	 0.99352	 0.62094	 -0.59869
	 0.73192	 -0.39302	 0.99207	 0.62094	 -0.59684
	 0.73188	 -0.38426	 0.95329	 0.67100	 -0.54706
	 0.73183	 -0.37596	 0.99209	 0.27403	 -0.59691
	 0.73190	 -0.39111	 0.99391	 0.65850	 -0.59941
	 0.73192	 -0.37433	 0.99213	 0.57676	 -0.59628
	 0.73192	 -0.39302	 0.99207	 0.50336	 -0.59675
	 0.73188	 -0.39876	 0.96475	 0.61914	 -0.55907
	 0.73291	 -0.39302	 0.99207	 0.60930	 -0.59509
	 0.73188	 -0.38426	 0.99209	 0.67100	 -0.59735
	 0.73183	 -0.37734	 0.99393	 0.66961	 -0.59915
	 0.73192	 -0.40960	 0.99342	 0.60443	 -0.59504
	 0.73188	 -0.39173	 0.99209	 0.67132	 -0.59708
	 0.73456	 -0.37623	 0.99441	 0.62696	 -0.58564
	 0.72247	 -0.36171	 0.98889	 0.64828	 -0.40901
	 0.73192	 -0.37742	 0.99428	 0.66481	 -0.59929
	 0.73190	 -0.37841	 0.99336	 0.63900	 -0.59842
	 0.71297	 -0.39016	 0.99398	 0.64589	 -0.33853
	 0.73192	 -0.44066	 0.99343	 0.62987	 -0.58161
	 0.73187	 -0.40786	 0.99486	 0.61582	 -0.59750
	 0.73190	 -0.35843	 0.99453	 0.24673	 -0.57179
	 0.73188	 -0.39281	 0.99273	 0.55070	 -0.59770
	 0.73188	 -0.45204	 0.99209	 0.58047	 -0.57325
	 0.73188	 -0.39275	 0.99324	 0.58047	 -0.59838
	 0.73190	 -0.37894	 0.99391	 0.62574	 -0.59915
	 0.73188	 -0.46366	 0.99209	 0.63311	 -0.56674
	 0.73188	 -0.37622	 0.99402	 0.61069	 -0.59897
	 0.73183	 -0.37596	 0.99209	 0.27403	 -0.59691
	 0.73188	 -0.39275	 0.99164	 0.58047	 -0.59633
	 0.73183	 -0.29596	 0.99209	 0.27403	 0.00000
	 0.73739	 -0.30885	 0.99209	 0.67110	 0.00000
	 0.73592	 -0.40489	 0.99213	 0.62236	 -0.58585
	 0.73188	 -0.31047	 0.97462	 0.63986	 0.00000
	 0.73190	 -0.37596	 0.99391	 0.62164	 -0.59873
	 0.73187	 -0.40786	 0.99487	 0.56499	 -0.59745
	 0.73192	 -0.39302	 0.99402	 0.62094	 -0.59932
	 0.73192	 -0.35546	 0.99213	 0.62246	 -0.56646
	 0.73187	 -0.40786	 0.99486	 0.56499	 -0.59743
	 0.73183	 -0.37596	 0.99209	 0.27403	 -0.59691
	 0.73190	 -0.39072	 0.99453	 0.62094	 -0.60018
	 0.73188	 -0.39227	 0.99209	 0.58047	 -0.59696
	 0.73750	 -0.39302	 0.99352	 0.75598	 -0.57212
	 0.73190	 -0.37596	 0.99391	 0.62164	 -0.59873
	 0.74484	 -0.39302	 0.99352	 0.62094	 -0.49922
	 0.73183	 -0.38944	 0.99213	 0.60137	 -0.59733
	 0.73192	 -0.40952	 0.99492	 0.60496	 -0.59709
	 0.73190	 -0.39111	 0.99391	 0.65850	 -0.59941
	 0.73190	 -0.37596	 0.99391	 0.62164	 -0.59873
	 0.73192	 -0.39302	 0.99456	 0.55844	 -0.59997
	 0.73192	 -0.29672	 0.98857	 0.66908	 0.00000
	 0.72474	 -0.39946	 0.99391	 0.72334	 -0.47590
	 0.73192	 -0.40650	 0.99402	 0.62094	 -0.59677
	 0.73190	 -0.39111	 0.99391	 0.65850	 -0.59941
	 0.73192	 -0.39302	 0.99402	 0.62094	 -0.59932
	 0.73188	 -0.38763	 0.99209	 0.62094	 -0.59731
	 0.73190	 -0.39314	 0.99478	 0.62094	 -0.60031
	 0.73190	 -0.37596	 0.99471	 0.62164	 -0.59967
	 0.73190	 -0.39275	 0.99453	 0.59246	 -0.60000
	 0.73192	 -0.37961	 0.99428	 0.66481	 -0.59958
	 0.73190	 -0.37746	 0.99392	 0.62574	 -0.59896
	 0.72595	 -0.39072	 0.99453	 0.62094	 -0.49424
	 0.69283	 -0.39302	 0.99402	 0.62094	 -0.24093
	 0.73192	 -0.39302	 0.99279	 0.65849	 -0.59778
	 0.73190	 -0.39111	 0.99402	 0.62095	 -0.59952
	 0.73188	 -0.37622	 0.99402	 0.61069	 -0.59897
	 0.73192	 -0.39302	 0.98669	 0.70414	 -0.58998
	 0.73188	 -0.37596	 0.99394	 0.69620	 -0.59880
	 0.73784	 -0.39275	 0.99321	 0.68643	 -0.56900
	 0.73130	 -0.33221	 0.99343	 0.61965	 -0.52528
	 0.73192	 -0.37596	 0.99391	 0.59414	 -0.59866
	 0.73192	 -0.22212	 0.99343	 0.67702	 0.00000
	 0.73188	 -0.37757	 0.99209	 0.62066	 -0.59686
	 0.73190	 -0.39111	 0.99391	 0.65850	 -0.59941
	 0.74467	 -0.37742	 0.99428	 0.66481	 -0.48703
	 0.73184	 -0.38114	 0.99402	 0.62841	 -0.59967
	 0.73188	 -0.37734	 0.99493	 0.66961	 -0.60020
	 0.73183	 -0.37734	 0.98699	 0.66961	 -0.59079
	 0.73187	 -0.43936	 0.99486	 0.56499	 -0.58408
	 0.73187	 -0.37511	 0.99397	 0.55780	 -0.59878
	 0.73212	 -0.40871	 0.99481	 0.62882	 -0.59726
	 0.73190	 -0.37928	 0.99391	 0.62164	 -0.59919
	 0.73192	 -0.39302	 0.99352	 0.62094	 -0.59869
	 0.73214	 -0.39302	 0.99456	 0.61610	 -0.59969
	 0.73190	 -0.37596	 0.99391	 0.56397	 -0.59875
	 0.73190	 -0.38017	 0.99336	 0.62196	 -0.59861
	 0.74491	 -0.24216	 0.99403	 0.64162	 0.00000
	 0.72586	 -0.37596	 0.99457	 0.62096	 -0.47019
	 0.73190	 -0.39072	 0.99453	 0.62161	 -0.60018
	 0.73190	 -0.37906	 0.99280	 0.62574	 -0.59783
	 0.73318	 -0.39269	 0.99384	 0.54486	 -0.59651
	 0.70996	 -0.38114	 0.99158	 0.62476	 -0.32064
	 0.73183	 -0.37734	 0.98260	 0.69824	 -0.58542
	 0.73190	 -0.37738	 0.99393	 0.71400	 -0.59893
	 0.73183	 -0.37591	 0.99392	 0.62017	 -0.59895
	 0.73190	 -0.39111	 0.99391	 0.58521	 -0.59937
	 0.73190	 -0.39314	 0.99478	 0.63355	 -0.60031
	 0.72975	 -0.39314	 0.99405	 0.58682	 -0.57403
	 0.73191	 -0.38114	 0.99477	 0.62841	 -0.60038
	 0.73188	 -0.39291	 0.99493	 0.66961	 -0.60057
	 0.73192	 -0.37745	 0.99402	 0.62094	 -0.59901
	 0.72612	 -0.39089	 0.99391	 0.65763	 -0.49294
	 0.73811	 -0.37618	 0.99391	 0.62251	 -0.55531
	 0.72780	 -0.39302	 0.99456	 0.61610	 -0.52753
	 0.73190	 -0.39111	 0.99391	 0.61516	 -0.59938
	 0.73540	 -0.39111	 0.99391	 0.65850	 -0.58627
	 0.73190	 -0.39072	 0.99453	 0.62094	 -0.60018
	 0.74088	 -0.39275	 0.99453	 0.58971	 -0.54155
	 0.73190	 -0.43376	 0.99391	 0.65850	 -0.58582
	 0.73190	 -0.36277	 0.99391	 0.62164	 -0.58438
	 0.73187	 -0.37511	 0.99397	 0.55780	 -0.59878
	 0.73190	 -0.45993	 0.99391	 0.62574	 -0.57159
	 0.73190	 -0.41768	 0.99453	 0.58582	 -0.59369
	 0.73190	 -0.31257	 0.99453	 0.59355	 0.00000
	 0.73192	 -0.39302	 0.99456	 0.55735	 -0.59997
	 0.73190	 -0.39271	 0.99474	 0.59219	 -0.60027
	 0.73393	 -0.37522	 0.99457	 0.55871	 -0.58949
	 0.73190	 -0.38705	 0.99391	 0.66959	 -0.59958
	 0.73188	 -0.37734	 0.99500	 0.65852	 -0.60028
	 0.73190	 -0.39111	 0.99402	 0.62095	 -0.59952
	 0.72786	 -0.39302	 0.99402	 0.62094	 -0.52675
	 0.73190	 -0.39072	 0.99453	 0.62161	 -0.60018
	 0.73190	 -0.39275	 0.99453	 0.60924	 -0.60001
	 0.73188	 -0.37622	 0.99402	 0.61069	 -0.59897
	 0.73190	 -0.39111	 0.99391	 0.65850	 -0.59941
	 0.73190	 -0.37596	 0.99471	 0.62164	 -0.59967
	 0.73190	 -0.39111	 0.99391	 0.82669	 -0.59949
	 0.73187	 -0.37961	 0.97964	 0.55309	 -0.58180
	 0.73193	 -0.37511	 0.99397	 0.55780	 -0.59858
	 0.73192	 -0.39302	 0.99402	 0.62094	 -0.59932
	 0.73190	 -0.37596	 0.99391	 0.53073	 -0.59876
	 0.72396	 -0.39111	 0.99392	 0.65807	 -0.45935
	 0.73190	 -0.39232	 0.99440	 0.62095	 -0.59990
	 0.73190	 -0.39271	 0.99482	 0.59219	 -0.60038
	 0.72182	 -0.37734	 0.99500	 0.65852	 -0.41352
	 0.72819	 -0.39072	 0.99456	 0.62098	 -0.53700
	 0.73191	 -0.42832	 0.99474	 0.62837	 -0.58954
	 0.73190	 -0.39072	 0.98552	 0.62083	 -0.58867
	 0.73191	 -0.40853	 0.99122	 0.62852	 -0.59242
	 0.73190	 -0.37740	 0.99499	 0.61531	 -0.60022
	 0.73188	 -0.37590	 0.99465	 0.67594	 -0.59963
	 0.73190	 -0.39275	 0.99453	 0.62094	 -0.60002
	 0.73190	 -0.38705	 0.99391	 0.66959	 -0.59958
	 0.73190	 -0.39072	 0.99453	 0.62161	 -0.60018
	 0.73188	 -0.35149	 0.99493	 0.75751	 -0.56611
	 0.73190	 -0.39111	 0.99412	 0.62066	 -0.59964
	 0.73184	 -0.38114	 0.99484	 0.62870	 -0.60066
	 0.73190	 -0.39072	 0.99453	 0.62161	 -0.60018
	 0.73192	 -0.39302	 0.99456	 0.60113	 -0.60000
	 0.70207	 -0.37734	 0.99493	 0.66961	 -0.27050
	 0.73188	 -0.37785	 0.99493	 0.66961	 -0.60027
	 0.73190	 -0.39275	 0.99453	 0.62094	 -0.60002
	 0.73190	 -0.39275	 0.99498	 0.59246	 -0.60057
	 0.69590	 -0.43010	 0.97383	 0.66481	 -0.25982
	 0.73294	 -0.39314	 0.99478	 0.63355	 -0.59832
	 0.73190	 -0.39111	 0.99391	 0.65850	 -0.59941
	 0.73190	 -0.38705	 0.99391	 0.66959	 -0.59958
	 0.73190	 -0.39275	 0.99453	 0.59246	 -0.60000
	 0.73190	 -0.39072	 0.99453	 0.62094	 -0.60018
	 0.73190	 -0.39314	 0.99493	 0.62150	 -0.60049
	 0.73190	 -0.39314	 0.99478	 0.63299	 -0.60031
	 0.73190	 -0.37596	 0.99471	 0.62164	 -0.59967
	 0.73190	 -0.39111	 0.98289	 0.65850	 -0.58528
	 0.73190	 -0.39072	 0.99453	 0.62281	 -0.60018
	 0.74294	 -0.37734	 0.99500	 0.65666	 -0.50610
	 0.72380	 -0.39072	 0.99391	 0.83841	 -0.45897
	 0.73190	 -0.39111	 0.99453	 0.60981	 -0.60015
	 0.73190	 -0.37799	 0.99471	 0.55733	 -0.60000
	 0.73192	 -0.39099	 0.99456	 0.62165	 -0.60017
	 0.73190	 -0.39203	 0.99399	 0.62164	 -0.59940
	 0.73474	 -0.37695	 0.99483	 0.62094	 -0.58520
	 0.73190	 -0.39072	 0.99453	 0.61467	 -0.60018
	 0.73188	 -0.39291	 0.99493	 0.66961	 -0.60057
	 0.73190	 -0.39072	 0.99453	 0.62161	 -0.60018
	 0.73190	 -0.45873	 0.99478	 0.62094	 -0.57352
	 0.74259	 -0.43412	 0.99493	 0.63850	 0.00000
	 0.73190	 -0.39228	 0.99440	 0.62095	 -0.59990
	 0.74125	 -0.39275	 0.99498	 0.59246	 -0.53798
	 0.73184	 -0.38114	 0.99484	 0.62870	 -0.60066
	 0.73190	 -0.42807	 0.99482	 0.57664	 -0.58965
	 0.73190	 -0.39275	 0.99498	 0.59246	 -0.60057
	 0.73224	 -0.39683	 0.99456	 0.55924	 -0.59916
	 0.73190	 -0.38922	 0.99490	 0.61975	 -0.60072
	 0.73190	 -0.39272	 0.99489	 0.63299	 -0.60049
	 0.73190	 -0.39317	 0.99453	 0.62937	 -0.59998
	 0.73190	 -0.39271	 0.99482	 0.59219	 -0.60038
	 0.73214	 -0.39302	 0.99456	 0.61610	 -0.59969
	 0.73190	 -0.39275	 0.99453	 0.59246	 -0.60000
	 0.73184	 -0.38114	 0.99484	 0.57431	 -0.60066
	 0.73190	 -0.39072	 0.99453	 0.60471	 -0.60017
	 0.73190	 -0.39072	 0.99453	 0.62161	 -0.60018
	 0.73188	 -0.39273	 0.99457	 0.65346	 -0.60012
	 0.73216	 -0.39304	 0.99452	 0.62099	 -0.59961
	 0.73190	 -0.39271	 0.99474	 0.59219	 -0.60027
	 0.73264	 -0.39314	 0.99489	 0.63355	 -0.59916
	 0.73190	 -0.38114	 0.99478	 0.63242	 -0.60041
	 0.73191	 -0.39314	 0.99491	 0.63288	 -0.60046
	 0.73190	 -0.39320	 0.99478	 0.63299	 -0.60031
	 0.73190	 -0.39067	 0.98709	 0.62161	 -0.59072
	 0.73192	 -0.39099	 0.99456	 0.62165	 -0.60017
	 0.73188	 -0.37734	 0.99493	 0.65585	 -0.60020
	 0.69820	 -0.38090	 0.99478	 0.62841	 -0.24591
	 0.74236	 -0.37809	 0.99492	 0.66961	 0.00000
	 0.73190	 -0.37740	 0.99499	 0.61531	 -0.60022
	 0.68917	 -0.35534	 0.99493	 0.66961	 -0.20663
	 0.73190	 -0.37795	 0.99498	 0.62161	 -0.60029
	 0.73188	 -0.39012	 0.99493	 0.66961	 -0.60078
	 0.73188	 -0.37747	 0.99462	 0.62256	 -0.59987
	 0.73190	 -0.40657	 0.99500	 0.65757	 -0.59810
	 0.73188	 -0.40524	 0.99451	 0.62094	 -0.59775
	 0.73190	 -0.39291	 0.99494	 0.66961	 -0.60056
	 0.73190	 -0.38922	 0.99490	 0.61975	 -0.60072
	 0.73188	 -0.37734	 0.99493	 0.74187	 -0.60018
	 0.70836	 -0.39292	 0.99491	 0.61993	 -0.31808
	 0.73190	 -0.39314	 0.99480	 0.67294	 -0.60036
	 0.73190	 -0.39275	 0.99498	 0.59246	 -0.60057
	 0.73190	 -0.39314	 0.99438	 0.62150	 -0.59979
	 0.73188	 -0.39012	 0.99493	 0.66961	 -0.60078
	 0.73190	 -0.43562	 0.95110	 0.59065	 -0.52172
	 0.73190	 -0.39275	 0.99499	 0.59246	 -0.60059
	 0.73017	 -0.37381	 0.99493	 0.66961	 -0.55479
	 0.73184	 -0.43752	 0.99488	 0.63292	 -0.58512
	 0.73190	 -0.39248	 0.99485	 0.62874	 -0.60046
	 0.73190	 -0.39314	 0.99478	 0.63461	 -0.60031
	 0.73190	 -0.39291	 0.99494	 0.66855	 -0.60056
	 0.73191	 -0.39314	 0.99491	 0.63155	 -0.60046
	 0.67463	 -0.39275	 0.99016	 0.59378	 -0.18947
	 0.73188	 -0.39291	 0.99493	 0.62274	 -0.60054
	 0.71980	 -0.39314	 0.99478	 0.63229	 -0.41628
	 0.73190	 -0.39314	 0.99478	 0.63355	 -0.60031
	 0.69155	 -0.38114	 0.99489	 0.68407	 -0.22113
	 0.72528	 -0.37770	 0.99499	 0.61531	 -0.47451
	 0.73182	 -0.37828	 0.99484	 0.57431	 -0.60043
	 0.73184	 -0.38114	 0.99484	 0.60144	 -0.60066
	 0.73190	 -0.37740	 0.99499	 0.61531	 -0.60022
