l_s	l_l	R	theta	
	 0.59650	 0.43284	 0.03000	 -0.47843
	 0.59650	 0.44309	 0.03000	 -0.47843
	 0.57774	 0.54815	 0.02920	 -0.46411
	 0.59649	 0.45623	 0.03000	 -0.47843
	 0.59650	 0.52514	 0.03000	 -0.47843
	 0.59690	 0.43677	 0.03000	 -0.47221
	 0.59650	 0.53094	 0.03000	 -0.47843
	 0.59650	 0.54296	 0.03000	 -0.47843
	 0.59766	 0.45266	 0.03000	 -0.47243
	 0.59699	 0.43622	 0.03000	 -0.47223
	 0.59650	 0.52547	 0.03000	 -0.47843
	 0.59650	 0.46767	 0.03000	 -0.47843
	 0.59649	 0.45623	 0.02864	 -0.45678
	 0.59752	 0.47581	 0.03000	 -0.47239
	 0.59649	 0.58378	 0.03000	 -0.47843
	 0.59683	 0.51507	 0.03000	 -0.47219
	 0.59650	 0.52514	 0.03000	 -0.47843
	 0.59650	 0.43655	 0.03000	 -0.47843
	 0.59650	 0.46467	 0.03000	 -0.47843
	 0.59650	 0.54296	 0.03000	 -0.47843
	 0.58080	 0.43655	 0.03000	 -0.47357
	 0.59796	 0.55243	 0.03000	 -0.47252
	 0.59651	 0.46910	 0.03000	 -0.47843
	 0.59681	 0.46467	 0.03000	 -0.47218
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.59650	 0.54337	 0.03000	 -0.47843
	 0.59650	 0.54296	 0.03000	 -0.47843
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.59534	 0.58365	 0.03000	 -0.47808
	 0.59649	 0.47572	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.57250	 0.02786	 -0.44776
	 0.59650	 0.49053	 0.02974	 -0.46931
	 0.59649	 0.54337	 0.03000	 -0.47843
	 0.59650	 0.44829	 0.03000	 -0.47843
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.59650	 0.43284	 0.03000	 -0.47843
	 0.59650	 0.54337	 0.03000	 -0.47843
	 0.59717	 0.55468	 0.03000	 -0.47229
	 0.59650	 0.43655	 0.03000	 -0.47843
	 0.59650	 0.43655	 0.03000	 -0.47843
	 0.59651	 0.58491	 0.03000	 -0.47843
	 0.59650	 0.47702	 0.03000	 -0.47843
	 0.56922	 0.54781	 0.03000	 -0.47598
	 0.59651	 0.58353	 0.03000	 -0.47843
	 0.59650	 0.47549	 0.02955	 -0.46715
	 0.59650	 0.52514	 0.03000	 -0.47843
	 0.59650	 0.43517	 0.03000	 -0.47843
	 0.56181	 0.46467	 0.03000	 -0.47350
	 0.59651	 0.56209	 0.03000	 -0.47843
	 0.59650	 0.44690	 0.02707	 -0.43807
	 0.59650	 0.46767	 0.03000	 -0.47843
	 0.59650	 0.47628	 0.03000	 -0.47843
	 0.59650	 0.58353	 0.03000	 -0.47843
	 0.59651	 0.52514	 0.03000	 -0.47843
	 0.59650	 0.51507	 0.03000	 -0.47843
	 0.59651	 0.56570	 0.03000	 -0.47843
	 0.59650	 0.58543	 0.03000	 -0.47843
	 0.59651	 0.54117	 0.02901	 -0.46109
	 0.59650	 0.39336	 0.03000	 -0.47843
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.59650	 0.46767	 0.03000	 -0.47843
	 0.59650	 0.51655	 0.03000	 -0.47843
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.59650	 0.49498	 0.03000	 -0.47843
	 0.59651	 0.59383	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.55650	 0.58353	 0.02965	 -0.46826
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.59732	 0.58491	 0.03000	 -0.47233
	 0.59650	 0.47516	 0.03000	 -0.47843
	 0.59650	 0.54329	 0.03000	 -0.47843
	 0.59650	 0.54337	 0.03000	 -0.47843
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.59651	 0.58491	 0.03000	 -0.47843
	 0.59651	 0.46910	 0.03000	 -0.47843
	 0.59650	 0.46767	 0.03000	 -0.47843
	 0.59650	 0.43655	 0.03000	 -0.47843
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.59651	 0.58487	 0.02884	 -0.45911
	 0.59650	 0.44319	 0.03000	 -0.47843
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.59927	 0.47549	 0.03000	 -0.47291
	 0.59650	 0.58353	 0.03000	 -0.47843
	 0.59721	 0.43655	 0.03000	 -0.47230
	 0.59651	 0.46910	 0.03000	 -0.47843
	 0.59650	 0.47594	 0.03000	 -0.47843
	 0.59651	 0.46865	 0.03000	 -0.47843
	 0.59880	 0.58946	 0.03000	 -0.47277
	 0.59651	 0.46869	 0.03000	 -0.47843
	 0.59651	 0.58895	 0.02871	 -0.45767
	 0.59835	 0.46426	 0.03000	 -0.47264
	 0.58313	 0.56088	 0.03000	 -0.47430
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59650	 0.47549	 0.02694	 -0.43640
	 0.59650	 0.47628	 0.03000	 -0.47843
	 0.59650	 0.47556	 0.03000	 -0.47843
	 0.59650	 0.51727	 0.03000	 -0.47843
	 0.59651	 0.57712	 0.02819	 -0.45159
	 0.59651	 0.47548	 0.03000	 -0.47843
	 0.59651	 0.47070	 0.03000	 -0.47843
	 0.59651	 0.59801	 0.02875	 -0.45811
	 0.59650	 0.52462	 0.03000	 -0.47843
	 0.59651	 0.51707	 0.03000	 -0.47843
	 0.55635	 0.46467	 0.03000	 -0.47164
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.57250	 0.03000	 -0.47843
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.59004	 0.52514	 0.03000	 -0.47645
	 0.59888	 0.46910	 0.03000	 -0.47279
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.59383	 0.03000	 -0.47843
	 0.59651	 0.58491	 0.03000	 -0.47843
	 0.56619	 0.46467	 0.03000	 -0.47497
	 0.59650	 0.45364	 0.03000	 -0.47843
	 0.56030	 0.59812	 0.03000	 -0.47299
	 0.59651	 0.58255	 0.03000	 -0.47843
	 0.59650	 0.47646	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.53127	 0.56209	 0.03000	 -0.46851
	 0.58898	 0.51507	 0.03000	 -0.47612
	 0.59651	 0.46081	 0.03000	 -0.47843
	 0.59650	 0.47549	 0.02967	 -0.46850
	 0.59651	 0.58353	 0.03000	 -0.47843
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.55068	 0.46910	 0.03000	 -0.46968
	 0.59651	 0.47548	 0.03000	 -0.47843
	 0.59650	 0.46875	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.48689	 0.03000	 -0.47843
	 0.58710	 0.56088	 0.03000	 -0.47554
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.46081	 0.03000	 -0.47843
	 0.48323	 0.56092	 0.03000	 -0.46464
	 0.59651	 0.58332	 0.02971	 -0.46892
	 0.59651	 0.56571	 0.03000	 -0.47843
	 0.59651	 0.56087	 0.03000	 -0.47843
	 0.59651	 0.56605	 0.03000	 -0.47843
	 0.59651	 0.46834	 0.03000	 -0.47843
	 0.59651	 0.46865	 0.03000	 -0.47843
	 0.59651	 0.40939	 0.03000	 -0.47843
	 0.59651	 0.52207	 0.03000	 -0.47843
	 0.55734	 0.56395	 0.03000	 -0.47198
	 0.59651	 0.52514	 0.03000	 -0.47843
	 0.59651	 0.56607	 0.03000	 -0.47843
	 0.59699	 0.43423	 0.03000	 -0.47223
	 0.59651	 0.59965	 0.02955	 -0.46720
	 0.59651	 0.51707	 0.02887	 -0.45943
	 0.59651	 0.57250	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59733	 0.48149	 0.03000	 -0.47234
	 0.59651	 0.56209	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.58353	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.46910	 0.03000	 -0.47843
	 0.59651	 0.48608	 0.03000	 -0.47843
	 0.59651	 0.57387	 0.03000	 -0.47843
	 0.59885	 0.58353	 0.03000	 -0.47279
	 0.59651	 0.59622	 0.03000	 -0.47843
	 0.59899	 0.59086	 0.02707	 -0.43264
	 0.59651	 0.58365	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.46910	 0.03000	 -0.47843
	 0.59651	 0.47548	 0.03000	 -0.47843
	 0.59651	 0.40151	 0.03000	 -0.47843
	 0.59651	 0.56214	 0.03000	 -0.47843
	 0.59842	 0.49789	 0.03000	 -0.47266
	 0.59651	 0.56096	 0.03000	 -0.47843
	 0.59651	 0.46201	 0.03000	 -0.47843
	 0.59651	 0.56794	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59759	 0.56087	 0.03000	 -0.47241
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.53305	 0.03000	 -0.47843
	 0.59651	 0.47548	 0.03000	 -0.47843
	 0.59651	 0.40939	 0.03000	 -0.47843
	 0.59651	 0.51707	 0.02988	 -0.47080
	 0.59651	 0.47548	 0.03000	 -0.47843
	 0.59651	 0.46910	 0.03000	 -0.47843
	 0.59445	 0.55761	 0.03000	 -0.47780
	 0.59738	 0.47874	 0.03000	 -0.47235
	 0.59689	 0.45636	 0.03000	 -0.47221
	 0.58604	 0.46081	 0.03000	 -0.47521
	 0.59651	 0.47983	 0.03000	 -0.47843
	 0.59651	 0.56097	 0.03000	 -0.47843
	 0.58567	 0.44987	 0.03000	 -0.47510
	 0.59651	 0.57211	 0.03000	 -0.47843
	 0.56140	 0.52207	 0.03000	 -0.47336
	 0.59651	 0.46910	 0.03000	 -0.47843
	 0.59725	 0.46910	 0.03000	 -0.47231
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.48792	 0.02677	 -0.42830
	 0.59651	 0.43513	 0.03000	 -0.47843
	 0.59651	 0.47064	 0.03000	 -0.47843
	 0.59793	 0.56094	 0.03000	 -0.47251
	 0.59485	 0.47548	 0.03000	 -0.47793
	 0.59651	 0.43345	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59874	 0.56088	 0.03000	 -0.47275
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.46910	 0.02995	 -0.47150
	 0.59651	 0.52514	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.47070	 0.03000	 -0.47843
	 0.59651	 0.36637	 0.03000	 -0.47843
	 0.59506	 0.40850	 0.03000	 -0.47799
	 0.59651	 0.57281	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.48689	 0.03000	 -0.47843
	 0.59651	 0.47070	 0.03000	 -0.47843
	 0.59651	 0.40151	 0.02912	 -0.46227
	 0.59651	 0.56883	 0.03000	 -0.47843
	 0.59651	 0.47207	 0.03000	 -0.47843
	 0.59651	 0.45596	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.56087	 0.02999	 -0.47197
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.56794	 0.03000	 -0.47843
	 0.59651	 0.47548	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.56087	 0.03000	 -0.47843
	 0.59651	 0.40151	 0.03000	 -0.47843
	 0.58335	 0.46910	 0.03000	 -0.47437
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.46077	 0.03000	 -0.47843
	 0.59651	 0.45877	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.43513	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.59651	 0.49930	 0.03000	 -0.47843
	 0.59651	 0.49383	 0.03000	 -0.47843
	 0.59651	 0.47548	 0.02966	 -0.46843
	 0.59095	 0.56088	 0.03000	 -0.47673
	 0.54856	 0.56375	 0.03000	 -0.47485
	 0.59651	 0.56088	 0.02943	 -0.46582
	 0.59651	 0.46362	 0.03000	 -0.47843
	 0.59651	 0.47581	 0.03000	 -0.47843
	 0.57837	 0.46081	 0.03000	 -0.47280
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.46097	 0.02924	 -0.46372
	 0.59326	 0.45958	 0.03000	 -0.47744
	 0.59651	 0.56233	 0.03000	 -0.47843
	 0.59651	 0.46769	 0.03000	 -0.47843
	 0.59651	 0.57566	 0.03000	 -0.47843
	 0.59651	 0.55571	 0.03000	 -0.47843
	 0.59651	 0.45916	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.02682	 -0.42903
	 0.59651	 0.46362	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.45885	 0.02930	 -0.46441
	 0.59910	 0.56794	 0.03000	 -0.47286
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.57738	 0.03000	 -0.47843
	 0.59651	 0.47556	 0.03000	 -0.47843
	 0.55576	 0.38076	 0.03000	 -0.47144
	 0.59566	 0.54288	 0.03000	 -0.47817
	 0.59651	 0.56087	 0.02812	 -0.45085
	 0.59651	 0.48458	 0.03000	 -0.47843
	 0.59651	 0.56087	 0.02930	 -0.46443
	 0.59651	 0.45596	 0.02969	 -0.46873
	 0.59651	 0.47548	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.56883	 0.03000	 -0.47843
	 0.59651	 0.59256	 0.03000	 -0.47843
	 0.59651	 0.56883	 0.03000	 -0.47843
	 0.59651	 0.36810	 0.03000	 -0.47843
	 0.59651	 0.45585	 0.03000	 -0.47843
	 0.59651	 0.40662	 0.03000	 -0.47843
	 0.59651	 0.45394	 0.03000	 -0.47843
	 0.59651	 0.49383	 0.03000	 -0.47843
	 0.59651	 0.43513	 0.03000	 -0.47843
	 0.59651	 0.40151	 0.03000	 -0.47843
	 0.59651	 0.59481	 0.02857	 -0.45608
	 0.58880	 0.47588	 0.03000	 -0.47607
	 0.58391	 0.54281	 0.03000	 -0.47455
	 0.59651	 0.49383	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.40662	 0.02962	 -0.46798
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.40651	 0.03000	 -0.47843
	 0.59651	 0.55729	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.57566	 0.03000	 -0.47843
	 0.59996	 0.46362	 0.03000	 -0.47311
	 0.56602	 0.33945	 0.03000	 -0.47491
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.59651	 0.57039	 0.03000	 -0.47843
	 0.59651	 0.40099	 0.03000	 -0.47843
	 0.59651	 0.45425	 0.03000	 -0.47843
	 0.59651	 0.56951	 0.03000	 -0.47843
	 0.59884	 0.45399	 0.03000	 -0.47278
	 0.59686	 0.52058	 0.03000	 -0.47220
	 0.59651	 0.46440	 0.03000	 -0.47843
	 0.59651	 0.48700	 0.03000	 -0.47843
	 0.59651	 0.41849	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.48249	 0.03000	 -0.47843
	 0.59651	 0.48970	 0.03000	 -0.47843
	 0.59651	 0.51549	 0.03000	 -0.47843
	 0.59651	 0.45395	 0.03000	 -0.47843
	 0.59651	 0.43513	 0.02701	 -0.43733
	 0.59651	 0.48151	 0.03000	 -0.47843
	 0.59651	 0.45585	 0.03000	 -0.47843
	 0.59651	 0.45596	 0.03000	 -0.47843
	 0.59651	 0.40884	 0.03000	 -0.47843
	 0.59651	 0.41789	 0.03000	 -0.47843
	 0.59651	 0.41835	 0.02909	 -0.46200
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.56883	 0.03000	 -0.47843
	 0.59651	 0.44288	 0.02918	 -0.46305
	 0.57202	 0.45399	 0.03000	 -0.47077
	 0.59651	 0.45394	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.02596	 -0.41816
	 0.59651	 0.42582	 0.03000	 -0.47843
	 0.59651	 0.58409	 0.03000	 -0.47843
	 0.59651	 0.56088	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.40540	 0.03000	 -0.47843
	 0.59651	 0.45510	 0.03000	 -0.47843
	 0.59651	 0.45585	 0.03000	 -0.47843
	 0.59651	 0.45585	 0.03000	 -0.47843
	 0.59651	 0.47581	 0.03000	 -0.47843
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.59651	 0.46020	 0.03000	 -0.47843
	 0.59651	 0.53864	 0.03000	 -0.47843
	 0.59651	 0.45585	 0.02867	 -0.45717
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.59651	 0.48249	 0.03000	 -0.47843
	 0.59651	 0.45421	 0.03000	 -0.47843
	 0.58556	 0.45585	 0.03000	 -0.47506
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.45596	 0.03000	 -0.47843
	 0.59651	 0.40884	 0.03000	 -0.47843
	 0.59651	 0.56233	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.49826	 0.03000	 -0.47843
	 0.59651	 0.40787	 0.03000	 -0.47843
	 0.59651	 0.44908	 0.03000	 -0.47843
	 0.59651	 0.40651	 0.03000	 -0.47843
	 0.59651	 0.45425	 0.03000	 -0.47843
	 0.59651	 0.43093	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.49770	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.46310	 0.03000	 -0.47843
	 0.59651	 0.56620	 0.03000	 -0.47843
	 0.59651	 0.45010	 0.03000	 -0.47843
	 0.59651	 0.41849	 0.03000	 -0.47843
	 0.59651	 0.45399	 0.03000	 -0.47843
	 0.59651	 0.54371	 0.03000	 -0.47843
	 0.59651	 0.45316	 0.03000	 -0.47843
	 0.59651	 0.45678	 0.03000	 -0.47843
	 0.59651	 0.48691	 0.03000	 -0.47843
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.59651	 0.45585	 0.03000	 -0.47843
	 0.58656	 0.45596	 0.03000	 -0.47537
	 0.59651	 0.45472	 0.03000	 -0.47843
	 0.59651	 0.45010	 0.03000	 -0.47843
	 0.59816	 0.45425	 0.03000	 -0.47258
	 0.59651	 0.40884	 0.03000	 -0.47843
	 0.59651	 0.43093	 0.03000	 -0.47843
	 0.59651	 0.40651	 0.03000	 -0.47843
	 0.59651	 0.48249	 0.03000	 -0.47843
	 0.59651	 0.40651	 0.03000	 -0.47843
	 0.59651	 0.40651	 0.03000	 -0.47843
	 0.56629	 0.45438	 0.03000	 -0.47501
	 0.59651	 0.44682	 0.03000	 -0.47843
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.59651	 0.45421	 0.03000	 -0.47843
	 0.59851	 0.40651	 0.03000	 -0.47269
	 0.59651	 0.45585	 0.03000	 -0.47843
	 0.59651	 0.48536	 0.03000	 -0.47843
	 0.59677	 0.54001	 0.03000	 -0.47217
	 0.59651	 0.45971	 0.03000	 -0.47843
	 0.59651	 0.41022	 0.03000	 -0.47843
	 0.59651	 0.47472	 0.03000	 -0.47843
	 0.59651	 0.45585	 0.03000	 -0.47843
	 0.59651	 0.56233	 0.03000	 -0.47843
	 0.58102	 0.45585	 0.03000	 -0.47364
	 0.59651	 0.55857	 0.03000	 -0.47843
	 0.59651	 0.45801	 0.03000	 -0.47843
	 0.58886	 0.34805	 0.03000	 -0.47609
	 0.59651	 0.55546	 0.03000	 -0.47843
	 0.59651	 0.56428	 0.03000	 -0.47843
	 0.59651	 0.54093	 0.03000	 -0.47843
	 0.59651	 0.34328	 0.03000	 -0.47843
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.59651	 0.52869	 0.03000	 -0.47843
	 0.59651	 0.46053	 0.03000	 -0.47843
	 0.59651	 0.45585	 0.03000	 -0.47843
	 0.59734	 0.43093	 0.03000	 -0.47234
	 0.58763	 0.45585	 0.03000	 -0.47571
	 0.59651	 0.44779	 0.03000	 -0.47843
	 0.59651	 0.54123	 0.03000	 -0.47843
	 0.59651	 0.48414	 0.03000	 -0.47843
	 0.59651	 0.45472	 0.03000	 -0.47843
	 0.59651	 0.51683	 0.03000	 -0.47843
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.59651	 0.48536	 0.03000	 -0.47843
	 0.59763	 0.54005	 0.03000	 -0.47242
	 0.59651	 0.40934	 0.03000	 -0.47843
	 0.59651	 0.41123	 0.03000	 -0.47843
	 0.56473	 0.52397	 0.03000	 -0.47448
	 0.59110	 0.33787	 0.03000	 -0.47678
	 0.59651	 0.56061	 0.03000	 -0.47843
	 0.59651	 0.55056	 0.03000	 -0.47843
	 0.59651	 0.41139	 0.02993	 -0.47138
	 0.59651	 0.48249	 0.03000	 -0.47843
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.57267	 0.39620	 0.02995	 -0.47048
	 0.59651	 0.40171	 0.03000	 -0.47843
	 0.59651	 0.40421	 0.03000	 -0.47843
	 0.59651	 0.46020	 0.03000	 -0.47843
	 0.56532	 0.46020	 0.03000	 -0.47467
	 0.59651	 0.45585	 0.03000	 -0.47843
	 0.59651	 0.55857	 0.03000	 -0.47843
	 0.59651	 0.41022	 0.03000	 -0.47843
	 0.59651	 0.41022	 0.03000	 -0.47843
	 0.59651	 0.40651	 0.03000	 -0.47843
	 0.59651	 0.46550	 0.03000	 -0.47843
	 0.58648	 0.45585	 0.03000	 -0.47535
	 0.59651	 0.54093	 0.02847	 -0.45486
	 0.58016	 0.54288	 0.03000	 -0.47337
	 0.59651	 0.48554	 0.03000	 -0.47843
	 0.59651	 0.48231	 0.02684	 -0.42919
	 0.59651	 0.46978	 0.03000	 -0.47843
	 0.58754	 0.45427	 0.03000	 -0.47568
	 0.59651	 0.56233	 0.03000	 -0.47843
	 0.59651	 0.40651	 0.03000	 -0.47843
	 0.59651	 0.45585	 0.03000	 -0.47843
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.59651	 0.54093	 0.03000	 -0.47843
	 0.59665	 0.36340	 0.03000	 -0.47213
	 0.59651	 0.51683	 0.03000	 -0.47843
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.59651	 0.45585	 0.03000	 -0.47843
	 0.59651	 0.54683	 0.03000	 -0.47843
	 0.58063	 0.41123	 0.03000	 -0.47351
	 0.59651	 0.41022	 0.03000	 -0.47843
	 0.59651	 0.46550	 0.02930	 -0.46433
	 0.59651	 0.41022	 0.03000	 -0.47843
	 0.59651	 0.53367	 0.03000	 -0.47843
	 0.59651	 0.41943	 0.03000	 -0.47843
	 0.59651	 0.40421	 0.03000	 -0.47843
	 0.59910	 0.42447	 0.03000	 -0.47286
	 0.58431	 0.52869	 0.03000	 -0.47467
	 0.59651	 0.45472	 0.03000	 -0.47843
	 0.59651	 0.40651	 0.03000	 -0.47843
	 0.58281	 0.45472	 0.03000	 -0.47420
	 0.59651	 0.46020	 0.03000	 -0.47843
	 0.59651	 0.41022	 0.03000	 -0.47843
	 0.55948	 0.40171	 0.03000	 -0.47271
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.59651	 0.45488	 0.03000	 -0.47843
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.59651	 0.45472	 0.03000	 -0.47843
	 0.59651	 0.54123	 0.03000	 -0.47843
	 0.59651	 0.49197	 0.03000	 -0.47843
	 0.59651	 0.39760	 0.03000	 -0.47843
	 0.59651	 0.53825	 0.03000	 -0.47843
	 0.59651	 0.41114	 0.03000	 -0.47843
	 0.58430	 0.40171	 0.03000	 -0.47467
	 0.59651	 0.54288	 0.02810	 -0.45061
	 0.59651	 0.47316	 0.03000	 -0.47843
	 0.59651	 0.55546	 0.03000	 -0.47843
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.59651	 0.54288	 0.02885	 -0.45928
	 0.59651	 0.56243	 0.03000	 -0.47843
	 0.59651	 0.53128	 0.02645	 -0.42436
	 0.59651	 0.46978	 0.03000	 -0.47843
	 0.59651	 0.54093	 0.03000	 -0.47843
	 0.59651	 0.41123	 0.03000	 -0.47843
	 0.59651	 0.51683	 0.02914	 -0.46260
	 0.59651	 0.38874	 0.03000	 -0.47843
	 0.59643	 0.46978	 0.03000	 -0.47841
	 0.59651	 0.41114	 0.03000	 -0.47843
	 0.59651	 0.46978	 0.03000	 -0.47843
	 0.59651	 0.45472	 0.03000	 -0.47843
	 0.59923	 0.54093	 0.02847	 -0.45562
	 0.59651	 0.55171	 0.03000	 -0.47843
	 0.59927	 0.41022	 0.03000	 -0.47291
	 0.59015	 0.54288	 0.03000	 -0.47649
	 0.59849	 0.45585	 0.03000	 -0.47268
	 0.59651	 0.45472	 0.03000	 -0.47843
	 0.59651	 0.40421	 0.03000	 -0.47843
	 0.59651	 0.46020	 0.03000	 -0.47843
	 0.59651	 0.40421	 0.03000	 -0.47843
	 0.59651	 0.54288	 0.03000	 -0.47843
	 0.59651	 0.55546	 0.03000	 -0.47843
	 0.59651	 0.41114	 0.03000	 -0.47843
	 0.59029	 0.40421	 0.03000	 -0.47653
	 0.59651	 0.40696	 0.03000	 -0.47843
	 0.59651	 0.54613	 0.02880	 -0.45869
	 0.59651	 0.41022	 0.03000	 -0.47843
	 0.52071	 0.41123	 0.03000	 -0.47011
	 0.59651	 0.46550	 0.02862	 -0.45661
	 0.59651	 0.46978	 0.03000	 -0.47843
	 0.59651	 0.48084	 0.03000	 -0.47843
	 0.59651	 0.41123	 0.03000	 -0.47843
	 0.59651	 0.40338	 0.03000	 -0.47843
	 0.59858	 0.45472	 0.03000	 -0.47271
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59651	 0.45488	 0.03000	 -0.47843
	 0.59651	 0.49197	 0.03000	 -0.47843
	 0.59914	 0.45488	 0.03000	 -0.47287
	 0.56604	 0.53933	 0.03000	 -0.47492
	 0.59651	 0.49387	 0.02849	 -0.45510
	 0.59651	 0.54123	 0.03000	 -0.47843
	 0.59589	 0.41123	 0.03000	 -0.47824
	 0.59651	 0.54288	 0.02849	 -0.45510
	 0.59651	 0.46550	 0.03000	 -0.47843
	 0.59651	 0.52869	 0.03000	 -0.47843
	 0.59651	 0.39722	 0.03000	 -0.47843
	 0.59651	 0.45466	 0.03000	 -0.47843
	 0.59651	 0.40427	 0.02970	 -0.46887
	 0.59651	 0.40731	 0.03000	 -0.47843
	 0.59651	 0.40338	 0.03000	 -0.47843
	 0.57783	 0.45434	 0.03000	 -0.47263
	 0.59651	 0.40421	 0.03000	 -0.47843
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59651	 0.41123	 0.03000	 -0.47843
	 0.59651	 0.41114	 0.03000	 -0.47843
	 0.59651	 0.38667	 0.03000	 -0.47843
