xs-	ys-	xs+	ys+	T_f	theta	power	
	 0.59282	 -0.59909	 0.83176	 0.05126	 407.38885	 -0.35255 	 18.42098
	 0.48888	 -0.77233	 0.83189	 0.77209	 411.02920	 0.00927 	 9.58860
	 0.59247	 -0.59915	 0.83162	 0.08218	 364.43190	 -0.04944 	 9.36388
	 0.50053	 -0.69493	 0.83182	 0.03094	 406.95041	 -0.38016 	 24.25209
	 0.59208	 -0.59877	 0.83224	 0.05126	 411.57413	 -0.38419 	 19.53108
	 0.59165	 -0.55424	 0.83162	 0.80252	 362.96144	 0.00998 	 6.96571
	 0.66465	 -0.78168	 0.85716	 0.09011	 407.94325	 -0.29911 	 15.62559
	 0.59165	 -0.77233	 0.83162	 0.80252	 364.01163	 0.00000 	 0.00000
	 0.59165	 -0.77233	 0.83162	 0.80252	 364.01163	 0.00000 	 0.00000
	 0.72654	 -0.55043	 0.78791	 0.03828	 410.17894	 -0.17605 	 5.19667
	 0.73523	 -0.57428	 0.76846	 0.01726	 396.17146	 -0.10484 	 2.64251
	 0.54362	 -0.68732	 0.83222	 0.04039	 411.60964	 -0.39089 	 22.32358
	 0.69367	 -0.54598	 0.78851	 0.03741	 407.00586	 -0.18386 	 7.11257
	 0.73493	 -0.70734	 0.75914	 0.05332	 405.68078	 -0.09858 	 2.49364
	 0.70401	 -0.55043	 0.79764	 0.04041	 396.03805	 -0.15381 	 6.29878
	 0.59208	 -0.59877	 0.83219	 0.01445	 411.56564	 -0.38397 	 19.58327
	 0.59863	 -0.55303	 0.83135	 0.05265	 411.98543	 -0.37882 	 18.89426
	 0.50556	 -0.59911	 0.85403	 0.05125	 411.74073	 -0.31818 	 22.95442
	 0.67361	 -0.56741	 0.83680	 0.03050	 407.03862	 -0.28767 	 12.78550
	 0.59165	 -0.77003	 0.83162	 0.80252	 411.33070	 0.00000 	 0.00000
	 0.54362	 -0.69154	 0.83222	 0.07001	 364.12893	 -0.05275 	 11.23489
	 0.69398	 -0.59596	 0.78851	 0.05107	 411.56586	 -0.21044 	 7.59281
	 0.50096	 -0.69374	 0.83261	 0.04279	 411.68872	 -0.38249 	 24.34191
	 0.50159	 -0.55303	 0.76871	 0.03137	 411.66377	 -0.03197 	 18.65678
	 0.73288	 -0.59915	 0.83115	 0.09975	 411.60894	 -0.20912 	 8.29708
	 0.59208	 -0.77712	 0.83225	 0.06092	 411.57413	 -0.37876 	 19.87066
	 0.59165	 -0.59399	 0.83161	 0.80654	 364.01163	 0.00956 	 6.95643
	 0.73778	 -0.50976	 0.85722	 0.04880	 412.26764	 -0.24373 	 9.90286
	 0.65742	 -0.57428	 0.76846	 0.01967	 396.17146	 -0.06712 	 6.79568
	 0.72083	 -0.56826	 0.85404	 0.03124	 406.88819	 -0.24662 	 10.56277
	 0.59417	 -0.69493	 0.83225	 0.05091	 412.32950	 -0.38392 	 19.72794
	 0.59167	 -0.59909	 0.83176	 0.05126	 407.38492	 -0.35329 	 18.50433
	 0.67476	 -0.56736	 0.83680	 0.03050	 408.20877	 -0.29212 	 12.87541
	 0.72868	 -0.57396	 0.78602	 0.05162	 357.66485	 -0.02165 	 2.14407
	 0.54186	 -0.68732	 0.83222	 0.04039	 411.55250	 -0.39149 	 22.43603
	 0.69424	 -0.69583	 0.80431	 0.04038	 411.40668	 -0.24438 	 9.23590
	 0.61390	 -0.54953	 0.83272	 0.03094	 406.80441	 -0.33165 	 16.72872
	 0.68562	 -0.56258	 0.83629	 0.09206	 408.57407	 -0.28167 	 12.00876
	 0.73767	 -0.55303	 0.76887	 0.03031	 406.95041	 -0.12499 	 2.86940
	 0.59165	 -0.54906	 0.76606	 0.75878	 371.22017	 0.00977 	 5.06944
	 0.73325	 -0.77630	 0.83443	 0.07573	 407.31625	 -0.18138 	 8.37715
	 0.68727	 -0.77233	 0.83146	 0.80252	 407.57546	 -0.26030 	 11.40847
	 0.72991	 -0.56856	 0.78412	 0.04812	 406.10220	 -0.15732 	 4.50211
	 0.66572	 -0.50932	 0.83196	 0.77651	 407.46567	 -0.02837 	 11.36020
	 0.66590	 -0.77233	 0.83146	 0.06054	 413.08110	 -0.29561 	 14.03774
	 0.74417	 -0.56855	 0.83283	 0.05120	 357.84658	 -0.02694 	 3.23385
	 0.58781	 -0.59909	 0.78495	 0.03820	 407.38885	 -0.14798 	 13.59452
	 0.50325	 -0.59877	 0.83188	 0.05093	 410.83036	 -0.41021 	 25.16516
	 0.68334	 -0.56258	 0.83622	 0.09240	 411.54979	 -0.29656 	 12.58151
	 0.72262	 -0.59744	 0.81695	 0.05146	 402.85627	 -0.19531 	 7.29893
	 0.59165	 -0.77233	 0.83162	 0.80252	 364.01163	 0.00000 	 0.00000
	 0.72049	 -0.69353	 0.83252	 0.03742	 406.95041	 -0.21402 	 9.11567
	 0.55017	 -0.70734	 0.75896	 0.05335	 395.91265	 0.00000 	 0.00000
	 0.50556	 -0.65970	 0.83196	 0.04046	 411.60894	 -0.39220 	 24.39073
	 0.70401	 -0.55043	 0.78844	 0.05117	 405.80618	 -0.17670 	 6.36758
	 0.69398	 -0.59596	 0.78851	 0.05107	 407.57792	 -0.19227 	 7.23860
	 0.59282	 -0.59909	 0.86074	 0.05126	 411.37678	 -0.31887 	 18.88176
	 0.59165	 -0.69493	 0.76308	 0.03094	 395.81167	 -0.02918 	 10.27710
	 0.73493	 -0.70734	 0.82839	 0.10218	 407.05140	 -0.18253 	 7.72608
	 0.69398	 -0.69580	 0.78925	 0.02092	 411.67868	 -0.22610 	 7.94023
	 0.72336	 -0.56339	 0.85330	 0.04143	 412.26940	 -0.25563 	 10.85210
	 0.72083	 -0.55533	 0.83309	 0.05175	 406.89543	 -0.22694 	 8.92491
	 0.72991	 -0.56856	 0.78442	 0.04812	 406.09759	 -0.15769 	 4.52489
	 0.72083	 -0.55533	 0.83339	 0.05175	 406.89082	 -0.22722 	 8.94750
	 0.72133	 -0.57386	 0.77948	 0.02981	 337.50071	 -0.00000 	 1.29995
	 0.70401	 -0.55084	 0.85886	 0.04050	 411.52720	 -0.28835 	 12.79072
	 0.66002	 -0.50976	 0.80885	 0.05108	 412.26764	 -0.27752 	 11.80754
	 0.70130	 -0.70086	 0.78851	 0.04038	 405.78638	 -0.19537 	 6.87778
	 0.56711	 -0.54310	 0.83222	 0.03742	 406.97021	 -0.36045 	 20.06826
	 0.72133	 -0.64049	 0.77948	 0.02806	 411.66731	 -0.17675 	 5.09110
	 0.68334	 -0.56258	 0.83622	 0.09240	 336.76109	 -0.00000 	 3.18839
	 0.50313	 -0.59915	 0.83189	 0.05125	 411.60894	 -0.40661 	 25.05360
	 0.50567	 -0.59877	 0.83188	 0.03433	 410.83036	 -0.40036 	 24.67812
	 0.73523	 -0.57397	 0.78724	 0.01726	 398.16101	 -0.13436 	 4.02134
	 0.72702	 -0.57427	 0.76724	 0.01505	 355.85702	 -0.01482 	 1.50204
	 0.59165	 -0.77233	 0.83162	 0.77820	 358.34709	 0.00000 	 0.00000
	 0.59208	 -0.59877	 0.83224	 0.07610	 408.43741	 -0.36047 	 18.72513
	 0.59165	 -0.68402	 0.83162	 0.80252	 363.45148	 0.00876 	 5.96078
	 0.66465	 -0.56544	 0.84072	 0.15033	 412.26764	 -0.32708 	 14.53726
	 0.59165	 -0.69493	 0.83225	 0.03094	 406.95041	 -0.35645 	 18.76356
	 0.66002	 -0.50976	 0.85722	 0.05121	 412.26764	 -0.34446 	 16.29992
	 0.55017	 -0.70734	 0.75896	 0.05335	 395.91265	 0.00000 	 0.00000
	 0.69305	 -0.69093	 0.78851	 0.04260	 411.68045	 -0.22363 	 7.89920
	 0.64397	 -0.50695	 0.78851	 0.05067	 409.35880	 -0.16804 	 10.37082
	 0.74351	 -0.55364	 0.85722	 0.04091	 412.26764	 -0.00000 	 0.00000
	 0.59208	 -0.59877	 0.83224	 0.05126	 411.57681	 -0.38420 	 19.53087
	 0.50325	 -0.59877	 0.85368	 0.02014	 410.82767	 -0.31324 	 22.86580
	 0.73544	 -0.70734	 0.83214	 0.03969	 396.06777	 -0.16928 	 7.15038
	 0.68283	 -0.56258	 0.76332	 0.09219	 411.39099	 -0.03060 	 5.83103
	 0.66465	 -0.56358	 0.85716	 0.09011	 408.15527	 -0.32149 	 15.32865
	 0.59282	 -0.59909	 0.83176	 0.05126	 407.38885	 -0.35255 	 18.42098
	 0.55017	 -0.68755	 0.75896	 0.05335	 413.13710	 0.00000 	 0.00000
	 0.54186	 -0.70712	 0.83222	 0.04039	 392.59469	 -0.24602 	 18.07064
	 0.58946	 -0.65970	 0.83222	 0.05172	 411.60894	 -0.38637 	 19.88218
	 0.50818	 -0.59877	 0.83353	 0.04000	 411.57681	 -0.39813 	 24.54336
	 0.74351	 -0.56856	 0.78412	 0.04076	 412.32088	 -0.12044 	 3.73210
	 0.72131	 -0.55364	 0.85722	 0.04827	 398.96147	 -0.21444 	 9.74337
	 0.53682	 -0.69353	 0.83222	 0.05128	 406.95041	 -0.39197 	 22.72241
	 0.66682	 -0.50976	 0.85722	 0.03735	 412.26764	 -0.33674 	 15.74402
	 0.66005	 -0.50894	 0.85859	 0.05121	 411.67377	 -0.34351 	 16.31884
	 0.72299	 -0.64131	 0.77811	 0.02806	 412.26118	 -0.17330 	 4.89292
	 0.73325	 -0.56267	 0.76796	 0.00754	 411.66377	 -0.13843 	 3.21590
	 0.68368	 -0.56585	 0.80683	 0.00030	 409.51463	 -0.25081 	 9.79523
	 0.57785	 -0.55043	 0.79076	 0.04038	 405.80618	 -0.15621 	 14.43682
	 0.70147	 -0.55303	 0.82910	 0.05871	 409.95973	 -0.26004 	 10.37214
	 0.70130	 -0.74341	 0.78851	 0.01751	 405.78638	 -0.19878 	 6.98141
	 0.73523	 -0.57428	 0.75878	 0.04013	 396.17146	 -0.07178 	 1.96687
	 0.66184	 -0.55320	 0.84072	 0.15033	 411.04716	 -0.32463 	 14.53222
	 0.73603	 -0.56528	 0.76796	 0.03137	 411.66377	 -0.13420 	 3.06034
	 0.66465	 -0.56544	 0.84073	 0.11787	 412.27753	 -0.32621 	 14.55956
	 0.68334	 -0.56258	 0.83621	 0.09240	 411.53990	 -0.29651 	 12.57924
	 0.59208	 -0.59874	 0.83224	 0.05162	 411.57681	 -0.38420 	 19.53016
	 0.72702	 -0.54852	 0.78602	 0.05126	 353.70018	 -0.01394 	 1.99528
	 0.54186	 -0.68732	 0.85703	 0.04077	 411.55250	 -0.28989 	 20.30868
	 0.66465	 -0.50976	 0.83241	 0.05083	 412.26764	 -0.31786 	 13.73401
	 0.58977	 -0.59877	 0.83799	 0.07634	 410.88969	 -0.38760 	 20.09311
	 0.50325	 -0.59877	 0.83188	 0.05068	 410.69655	 -0.40882 	 25.11945
	 0.68727	 -0.77233	 0.83143	 0.80252	 407.57512	 -0.26021 	 11.40538
	 0.42862	 -0.59877	 0.83191	 0.05093	 410.83070	 -0.40106 	 29.26645
	 0.73493	 -0.57428	 0.76928	 0.02772	 396.16674	 -0.10614 	 2.71532
	 0.73522	 -0.70734	 0.75832	 0.05317	 398.35598	 -0.07905 	 2.21566
	 0.59863	 -0.55303	 0.83135	 0.05265	 411.98543	 -0.37882 	 18.89426
	 0.73493	 -0.70734	 0.75914	 0.05335	 402.60105	 -0.09236 	 2.40625
	 0.54511	 -0.50350	 0.83197	 0.03914	 406.94921	 -0.36297 	 21.43476
	 0.66316	 -0.69935	 0.83221	 0.14061	 412.26868	 -0.31391 	 14.15155
	 0.72558	 -0.55043	 0.78852	 0.05006	 405.80618	 -0.16756 	 5.06570
	 0.70532	 -0.55043	 0.81711	 0.04063	 405.80618	 -0.22431 	 8.65921
	 0.54186	 -0.50068	 0.86891	 0.01241	 411.55250	 -0.29698 	 21.09975
	 0.66465	 -0.69640	 0.83251	 0.04043	 412.26764	 -0.30481 	 14.06179
	 0.74351	 -0.55365	 0.85722	 0.04104	 406.81968	 0.00000 	 0.00000
	 0.73767	 -0.55303	 0.76887	 0.02326	 411.82044	 -0.13004 	 2.99906
	 0.73767	 -0.55303	 0.76887	 0.04063	 406.95041	 -0.12541 	 2.87601
	 0.68176	 -0.70086	 0.78851	 0.03005	 405.78638	 -0.20308 	 8.09414
	 0.69540	 -0.56194	 0.80570	 0.00019	 409.49584	 -0.23673 	 8.84478
	 0.49384	 -0.65970	 0.83309	 0.01853	 411.62773	 -0.37944 	 24.64010
	 0.72101	 -0.55533	 0.83465	 0.00716	 403.07609	 -0.21443 	 8.65158
	 0.73307	 -0.56267	 0.76670	 0.05213	 407.02562	 -0.12436 	 2.97557
	 0.68837	 -0.77233	 0.83146	 0.84393	 407.57546	 -0.25626 	 11.30248
	 0.59172	 -0.59909	 0.83176	 0.01800	 407.38885	 -0.35552 	 18.57986
	 0.74297	 -0.55173	 0.86388	 0.07489	 412.26764	 -0.23915 	 10.08551
	 0.59333	 -0.60069	 0.83224	 0.04212	 408.43741	 -0.36193 	 18.71732
	 0.66018	 -0.50928	 0.80771	 0.15033	 412.26764	 -0.24465 	 11.38234
	 0.66449	 -0.50979	 0.83311	 0.05108	 412.26764	 -0.31886 	 13.81025
	 0.66002	 -0.56088	 0.80885	 0.05108	 412.22881	 -0.28583 	 11.96148
	 0.68334	 -0.51146	 0.84644	 0.09240	 411.58861	 -0.30813 	 13.35245
	 0.74351	 -0.55364	 0.85722	 0.02912	 412.26764	 0.00000 	 0.00000
	 0.66465	 -0.50976	 0.83241	 0.12294	 403.44328	 -0.25424 	 12.14756
	 0.72108	 -0.51988	 0.77948	 0.03733	 411.66731	 -0.17040 	 4.87432
	 0.66682	 -0.63036	 0.85722	 0.02808	 412.26764	 -0.31978 	 15.88405
	 0.48029	 -0.59877	 0.83188	 0.05111	 358.03290	 -0.02712 	 12.10035
	 0.74431	 -0.56855	 0.78602	 0.03795	 410.53192	 -0.11970 	 3.76070
	 0.74355	 -0.56855	 0.78602	 0.03814	 357.84658	 -0.01913 	 1.67685
	 0.59282	 -0.59909	 0.83176	 0.05126	 407.38885	 -0.35255 	 18.42098
	 0.73456	 -0.59877	 0.83799	 0.03110	 410.88969	 -0.21137 	 8.63691
	 0.58831	 -0.56267	 0.76796	 0.07749	 411.66377	 0.00000 	 0.00000
	 0.66002	 -0.57209	 0.85722	 0.04796	 412.26764	 -0.33697 	 16.38759
	 0.72991	 -0.50623	 0.78173	 0.05137	 406.10220	 -0.15138 	 4.19957
	 0.53824	 -0.56258	 0.86544	 0.09240	 411.18401	 -0.30356 	 21.35456
	 0.68872	 -0.69353	 0.83222	 0.06514	 407.31619	 -0.26410 	 11.55057
	 0.72133	 -0.55353	 0.77948	 0.02806	 337.50071	 -0.00000 	 1.29473
	 0.70147	 -0.57337	 0.82910	 0.05871	 409.95973	 -0.25934 	 10.41342
	 0.72133	 -0.57386	 0.77948	 0.02806	 331.59821	 -0.00000 	 1.07626
	 0.53682	 -0.69353	 0.83222	 0.05128	 406.95041	 -0.39197 	 22.72241
	 0.58977	 -0.59837	 0.76312	 0.07634	 410.88969	 0.00000 	 0.00000
	 0.73523	 -0.57468	 0.83377	 0.04013	 396.17146	 -0.17315 	 7.02486
	 0.72083	 -0.55538	 0.83339	 0.04076	 406.89082	 -0.22707 	 8.94863
	 0.73523	 -0.57422	 0.75878	 0.05113	 396.17146	 -0.06997 	 1.97129
	 0.72702	 -0.58737	 0.76724	 0.01505	 396.21488	 -0.10303 	 2.96746
	 0.50325	 -0.59779	 0.83188	 0.05093	 354.36998	 -0.01960 	 10.52159
	 0.66002	 -0.50976	 0.85722	 0.05837	 412.23518	 -0.34466 	 16.29207
	 0.70147	 -0.55303	 0.82910	 0.05154	 409.99220	 -0.26003 	 10.37830
	 0.70401	 -0.69007	 0.83134	 0.04032	 405.80618	 -0.23749 	 10.16213
	 0.54362	 -0.69353	 0.78998	 0.03748	 412.48555	 -0.23559 	 18.19850
	 0.70176	 -0.55439	 0.78851	 0.04038	 409.35880	 -0.19420 	 6.81880
	 0.71742	 -0.68738	 0.79586	 0.04260	 411.68045	 -0.19620 	 6.77956
	 0.51171	 -0.57428	 0.76389	 0.02772	 396.24734	 0.00000 	 0.00000
	 0.72832	 -0.65970	 0.84156	 0.04046	 411.52433	 -0.21682 	 9.51977
	 0.68334	 -0.51075	 0.84638	 0.03183	 407.06550	 -0.28624 	 12.70664
	 0.73767	 -0.55374	 0.76518	 0.09087	 411.47351	 -0.12627 	 2.75588
	 0.71567	 -0.65212	 0.83381	 0.05093	 411.11540	 -0.23362 	 9.88903
	 0.48884	 -0.74341	 0.78657	 0.01751	 410.67636	 -0.20681 	 21.25745
	 0.58977	 -0.59967	 0.85749	 0.07634	 412.28879	 -0.33297 	 19.30779
	 0.66682	 -0.50885	 0.83772	 0.03735	 410.86855	 -0.31454 	 13.83127
	 0.74053	 -0.55314	 0.76796	 0.00754	 411.66377	 -0.11723 	 2.71551
	 0.73767	 -0.56256	 0.76887	 0.03031	 406.95041	 -0.12514 	 2.88586
	 0.73523	 -0.57428	 0.78870	 0.04025	 396.17146	 -0.13129 	 4.02585
	 0.70130	 -0.74341	 0.75860	 0.01739	 405.78638	 -0.07267 	 4.25834
	 0.74437	 -0.56853	 0.78602	 0.02801	 412.74810	 -0.11882 	 3.80665
	 0.66157	 -0.56546	 0.84072	 0.16047	 357.01784	 -0.02854 	 6.14611
	 0.59863	 -0.55303	 0.83135	 0.05265	 411.98543	 -0.37882 	 18.89426
	 0.70401	 -0.55043	 0.78851	 0.04038	 406.89026	 -0.18283 	 6.47103
	 0.73533	 -0.64049	 0.75584	 0.04081	 396.94533	 -0.05689 	 1.88676
	 0.72123	 -0.57428	 0.75878	 0.02739	 410.88922	 -0.08264 	 3.07151
	 0.50488	 -0.69477	 0.81674	 0.08998	 411.60894	 -0.40237 	 24.35835
	 0.50994	 -0.65846	 0.83222	 0.05246	 408.26900	 -0.39462 	 24.25806
	 0.73564	 -0.59649	 0.76538	 0.00618	 396.17146	 -0.10001 	 2.44084
	 0.59983	 -0.70448	 0.83176	 0.05126	 404.07620	 -0.32863 	 17.42557
	 0.73325	 -0.69887	 0.76529	 0.00616	 411.66377	 -0.13801 	 3.24277
	 0.74450	 -0.56568	 0.76805	 0.06611	 396.17146	 -0.09622 	 2.20685
	 0.65973	 -0.50689	 0.85699	 0.09045	 411.56586	 -0.34381 	 16.16585
	 0.67972	 -0.56545	 0.83646	 0.06032	 412.21910	 -0.30222 	 12.99550
	 0.74345	 -0.55459	 0.85722	 0.00129	 412.26764	 -0.22891 	 9.50777
	 0.69528	 -0.56099	 0.80570	 0.04030	 409.49584	 -0.23518 	 8.81306
	 0.70401	 -0.55043	 0.78622	 0.04038	 411.97019	 -0.19778 	 6.66158
	 0.74351	 -0.57739	 0.85056	 0.04091	 406.10319	 -0.20829 	 8.52565
	 0.74355	 -0.69184	 0.78602	 0.03816	 358.16791	 0.00000 	 0.00000
	 0.54362	 -0.57024	 0.83222	 0.03740	 406.62396	 -0.37365 	 21.75202
	 0.69540	 -0.56194	 0.80570	 0.00019	 409.49584	 -0.23673 	 8.84478
	 0.72133	 -0.55353	 0.77948	 0.02806	 344.02618	 -0.00171 	 1.54743
	 0.50325	 -0.59599	 0.85737	 0.05824	 412.23173	 -0.30901 	 22.91876
	 0.66002	 -0.51253	 0.83173	 0.05106	 410.83381	 -0.31430 	 13.81107
	 0.70147	 -0.55375	 0.83817	 0.05846	 409.95973	 -0.26918 	 11.12197
	 0.58977	 -0.59805	 0.82538	 0.07659	 404.52166	 -0.30982 	 17.15847
	 0.50994	 -0.55514	 0.83222	 0.05246	 408.26900	 -0.40159 	 24.58516
	 0.70147	 -0.65708	 0.83817	 0.07293	 409.95973	 -0.25975 	 11.28035
	 0.66682	 -0.64828	 0.85987	 0.03735	 412.26764	 -0.31865 	 16.11790
	 0.54362	 -0.69353	 0.82957	 0.03742	 406.95041	 -0.38449 	 21.97206
	 0.70859	 -0.51999	 0.77931	 0.01751	 405.77070	 -0.15282 	 5.28647
	 0.72108	 -0.74330	 0.78868	 0.03733	 411.68297	 -0.17770 	 5.99054
	 0.74436	 -0.56855	 0.78602	 0.03814	 357.84658	 -0.01890 	 1.65145
	 0.69225	 -0.59596	 0.78851	 0.05107	 411.56586	 -0.21084 	 7.70554
	 0.74352	 -0.53584	 0.85807	 0.04092	 412.26764	 0.00000 	 0.00000
	 0.72990	 -0.50476	 0.78173	 0.05136	 406.10220	 -0.15129 	 4.19766
	 0.66052	 -0.55029	 0.82541	 0.04038	 411.97019	 -0.31314 	 13.48021
	 0.70304	 -0.56103	 0.78647	 0.05108	 412.22881	 -0.19981 	 6.77906
	 0.72403	 -0.59933	 0.78118	 0.06117	 407.38885	 -0.16451 	 4.75751
	 0.59012	 -0.55460	 0.83005	 0.02807	 337.50071	 -0.00001 	 5.08499
	 0.72096	 -0.54356	 0.78837	 0.01747	 405.78638	 -0.17181 	 5.33556
	 0.70167	 -0.74290	 0.77961	 0.02810	 337.50071	 -0.00000 	 1.74387
	 0.53682	 -0.69353	 0.83222	 0.08661	 406.95041	 -0.38879 	 22.61418
	 0.50488	 -0.69477	 0.81261	 0.08998	 411.60894	 -0.37883 	 23.70878
	 0.73163	 -0.65846	 0.83222	 0.05152	 408.38450	 -0.19972 	 8.30261
	 0.51123	 -0.56267	 0.76796	 0.00848	 411.54828	 -0.05452 	 17.94746
	 0.70147	 -0.55303	 0.82910	 0.05871	 409.95973	 -0.26004 	 10.37214
	 0.73523	 -0.57428	 0.75878	 0.04013	 396.17146	 -0.07178 	 1.96687
	 0.66318	 -0.64049	 0.75756	 0.03021	 409.82421	 -0.02800 	 6.69195
	 0.70147	 -0.55303	 0.82800	 0.04105	 397.08082	 -0.19660 	 8.74216
	 0.74450	 -0.67039	 0.76805	 0.05305	 412.46450	 -0.10512 	 2.73841
	 0.59863	 -0.55303	 0.84020	 0.06571	 395.61821	 -0.24750 	 15.67562
	 0.50488	 -0.69477	 0.81399	 0.08998	 411.60894	 -0.38734 	 23.92954
	 0.73523	 -0.57428	 0.77631	 0.04013	 396.17146	 -0.11675 	 3.18776
	 0.65760	 -0.56088	 0.80885	 0.07684	 412.27492	 -0.28410 	 12.08618
	 0.58977	 -0.59877	 0.83799	 0.05058	 412.31353	 -0.39472 	 20.45087
	 0.66577	 -0.56194	 0.80683	 0.15086	 412.30076	 -0.25819 	 11.11888
	 0.68256	 -0.56544	 0.84072	 0.00201	 409.48150	 -0.29134 	 12.79352
	 0.74355	 -0.56996	 0.86960	 0.03814	 357.96218	 -0.03214 	 4.52496
	 0.66002	 -0.50835	 0.78407	 0.05837	 411.75186	 -0.15875 	 9.14047
	 0.50312	 -0.55180	 0.86313	 0.05047	 410.83036	 -0.29866 	 22.85935
	 0.74400	 -0.60061	 0.83139	 0.04137	 412.26764	 0.00000 	 0.00000
	 0.48637	 -0.59578	 0.75584	 0.04060	 396.94533	 0.00000 	 0.00000
	 0.74353	 -0.64348	 0.83188	 0.05114	 410.83036	 -0.17696 	 7.46208
	 0.66112	 -0.50645	 0.85722	 0.05802	 412.23518	 -0.34382 	 16.19646
	 0.72882	 -0.50954	 0.78173	 0.04691	 405.41919	 -0.15061 	 4.23745
	 0.73356	 -0.56108	 0.85342	 0.00782	 411.65966	 -0.23835 	 9.96773
	 0.66650	 -0.51134	 0.77176	 0.03707	 412.27176	 -0.10428 	 7.66329
	 0.59863	 -0.55229	 0.82921	 0.05265	 412.18502	 -0.37696 	 18.71214
	 0.72403	 -0.60007	 0.78332	 0.06117	 407.18914	 -0.16745 	 4.92241
	 0.68381	 -0.56099	 0.80570	 0.04213	 409.51532	 -0.24474 	 9.61159
	 0.69515	 -0.56194	 0.80683	 0.00010	 409.49514	 -0.23867 	 8.96112
	 0.72702	 -0.55445	 0.76724	 0.01502	 355.85702	 -0.01467 	 1.49097
	 0.74351	 -0.57347	 0.85722	 0.04095	 412.26764	 -0.22613 	 9.53325
	 0.69638	 -0.69399	 0.83135	 0.05265	 411.98543	 -0.25903 	 11.35999
	 0.59623	 -0.55485	 0.78925	 0.08051	 411.67868	 -0.15372 	 13.87193
	 0.58916	 -0.63901	 0.76805	 0.07600	 411.36917	 0.00000 	 0.00000
	 0.74292	 -0.56664	 0.83799	 0.06645	 395.68755	 -0.16701 	 6.76699
	 0.72702	 -0.57427	 0.76724	 0.01505	 355.85702	 -0.01482 	 1.50204
	 0.72244	 -0.55364	 0.85722	 0.04091	 412.26764	 -0.26269 	 11.23271
	 0.66682	 -0.50736	 0.85734	 0.03722	 412.26764	 -0.33706 	 15.75032
	 0.59282	 -0.58143	 0.83164	 0.05139	 407.38885	 -0.35063 	 18.35065
	 0.50146	 -0.59877	 0.78062	 0.05093	 411.01789	 -0.08209 	 19.47525
	 0.73134	 -0.50476	 0.83299	 0.05136	 406.05646	 -0.21006 	 7.96228
	 0.69324	 -0.55374	 0.76506	 0.09087	 412.75422	 -0.05913 	 5.34895
	 0.73841	 -0.69580	 0.78936	 0.02092	 411.67741	 -0.12948 	 4.62420
	 0.66386	 -0.56544	 0.84072	 0.04709	 412.26764	 -0.32414 	 14.65453
	 0.74413	 -0.67039	 0.76805	 0.15628	 412.46450	 -0.12103 	 2.94402
	 0.74424	 -0.66990	 0.81872	 0.09012	 412.48040	 -0.15384 	 6.48416
	 0.49637	 -0.69526	 0.76262	 0.05291	 411.59304	 0.00000 	 0.00000
	 0.59282	 -0.59909	 0.83155	 0.08898	 411.57004	 -0.38177 	 19.32807
	 0.50488	 -0.69477	 0.81694	 0.05226	 407.42774	 -0.36677 	 23.20504
	 0.71047	 -0.55031	 0.78813	 0.04038	 406.89026	 -0.18042 	 6.04139
	 0.66002	 -0.50988	 0.80923	 0.05108	 412.26764	 -0.27862 	 11.84629
	 0.72403	 -0.59953	 0.75673	 0.04167	 407.38885	 -0.05936 	 2.67779
	 0.73533	 -0.64028	 0.76813	 0.06030	 396.94533	 -0.10838 	 2.76701
	 0.50141	 -0.59881	 0.78217	 0.05093	 359.97021	 -0.01040 	 9.99685
	 0.74212	 -0.56851	 0.83573	 0.03814	 408.60286	 -0.19738 	 7.68286
	 0.68256	 -0.56544	 0.84072	 0.04198	 408.43942	 -0.28835 	 12.63149
	 0.59333	 -0.74552	 0.83224	 0.00165	 409.47950	 -0.36761 	 19.34449
	 0.74342	 -0.59877	 0.83799	 0.04080	 397.04798	 -0.17114 	 6.91998
	 0.57750	 -0.64049	 0.75584	 0.05059	 412.18968	 0.00000 	 0.00000
	 0.59027	 -0.51073	 0.83760	 0.04031	 403.95266	 -0.32419 	 18.03160
	 0.65953	 -0.59779	 0.85761	 0.05058	 412.31353	 -0.33431 	 16.49532
	 0.69528	 -0.56099	 0.83812	 0.04030	 409.49460	 -0.27485 	 11.56486
	 0.70147	 -0.55375	 0.80574	 0.05846	 409.96097	 -0.23023 	 8.39697
	 0.72403	 -0.59933	 0.78118	 0.06117	 410.75136	 -0.17321 	 4.93536
	 0.50325	 -0.59877	 0.83188	 0.05093	 407.46784	 -0.40288 	 24.93308
	 0.66666	 -0.50976	 0.85654	 0.05087	 412.26764	 -0.33702 	 15.69511
	 0.66019	 -0.56088	 0.80953	 0.03757	 412.22881	 -0.28887 	 12.04577
	 0.74450	 -0.67039	 0.77620	 0.05305	 412.46450	 -0.10413 	 3.25272
	 0.73523	 -0.57428	 0.75878	 0.04013	 396.17146	 -0.07178 	 1.96687
	 0.59282	 -0.57014	 0.83164	 0.05139	 407.38885	 -0.34941 	 18.31258
	 0.66465	 -0.56544	 0.84072	 0.15033	 413.07663	 -0.33027 	 14.66060
	 0.67972	 -0.56542	 0.83635	 0.05068	 412.30987	 -0.30199 	 13.00136
	 0.58977	 -0.59880	 0.81553	 0.06023	 412.22276	 -0.35582 	 17.96482
	 0.74248	 -0.49599	 0.76920	 0.05833	 412.23518	 -0.11889 	 2.65451
