Test : Start of hold value,50,MPa,,,
,,,,,
Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
3213.084,-1.11985,5.58711,95.20811,-0.0727,49.00577
3213.184,-1.11985,5.59502,95.21413,-0.0727,49.07517
3213.284,-1.11985,5.57991,95.21413,-0.0727,48.94267
3213.384,-1.11985,5.59022,95.21413,-0.0727,49.03306
3213.484,-1.11985,5.59271,95.21413,-0.0727,49.05495
3213.584,-1.11985,5.59655,95.21413,-0.0727,49.08861
3213.684,-1.11985,5.60456,95.22334,-0.0727,49.15884
3213.784,-1.11985,5.61765,95.22334,-0.0727,49.27369
3213.884,-1.11986,5.63046,95.22334,-0.0727,49.38605
3213.984,-1.11985,5.65043,95.22334,-0.0727,49.56117
3214.084,-1.11986,5.67775,95.22334,-0.0727,49.8008
3214.184,-1.11986,5.68671,95.22334,-0.0727,49.87942
3214.284,-1.11986,5.69757,95.22498,-0.0727,49.97462
3214.384,-1.11986,5.70786,95.22498,-0.0727,50.06493
3214.484,-1.11986,5.72439,95.22498,-0.0727,50.20986
3214.584,-1.11987,5.73018,95.22498,-0.0727,50.26065
3214.684,-1.11987,5.72882,95.22498,-0.0727,50.2488
3214.784,-1.11987,5.74436,95.22498,-0.0727,50.38503
3214.884,-1.11987,5.74861,95.23146,-0.0727,50.42232
3214.984,-1.11987,5.75396,95.23146,-0.0727,50.46928
3215.084,-1.11987,5.75645,95.23146,-0.0727,50.49112
3215.184,-1.11987,5.74873,95.23146,-0.0727,50.42344
3215.284,-1.11988,5.75757,95.23146,-0.0727,50.50096
3215.384,-1.11988,5.74013,95.23146,-0.0727,50.34798
3215.484,-1.11988,5.73437,95.23639,-0.0727,50.29742
3215.584,-1.11988,5.72663,95.23639,-0.0727,50.22955
3215.684,-1.11988,5.70944,95.23639,-0.0727,50.07877
3215.784,-1.11988,5.71297,95.23639,-0.0727,50.10971
3215.884,-1.11989,5.70839,95.23639,-0.0727,50.0696
3215.984,-1.11989,5.69609,95.24281,-0.0727,49.96166
3216.084,-1.11989,5.68681,95.24281,-0.0727,49.8803
3216.184,-1.11989,5.68677,95.24281,-0.0727,49.87991
3216.284,-1.11989,5.68722,95.24281,-0.0727,49.88391
3216.384,-1.1199,5.67142,95.24281,-0.0727,49.74525
3216.484,-1.1199,5.67384,95.24281,-0.0727,49.7665
3216.584,-1.1199,5.679,95.2504,-0.0727,49.81181
3216.684,-1.1199,5.67176,95.2504,-0.0727,49.74825
3216.784,-1.1199,5.67261,95.2504,-0.0727,49.75569
3216.884,-1.1199,5.67118,95.2504,-0.0727,49.74319
3216.984,-1.11991,5.67252,95.2504,-0.0727,49.75491
3217.084,-1.11991,5.67155,95.2504,-0.0727,49.74646
3217.184,-1.11991,5.67003,95.25664,-0.0727,49.73307
3217.284,-1.11991,5.68414,95.25664,-0.0727,49.85691
3217.384,-1.11991,5.70055,95.25664,-0.0727,50.0008
3217.484,-1.11991,5.71552,95.25664,-0.0727,50.13214
3217.584,-1.11991,5.72321,95.25664,-0.0727,50.19958
3217.684,-1.11992,5.72247,95.25664,-0.0727,50.19302
3217.784,-1.11992,5.72756,95.2613,-0.0727,50.23772
3217.884,-1.11992,5.73594,95.2613,-0.0727,50.31117
3217.984,-1.11992,5.7307,95.2613,-0.0727,50.26522
3218.084,-1.11993,5.75167,95.2613,-0.0727,50.44918
3218.184,-1.11993,5.74978,95.2613,-0.0727,50.43259
3218.284,-1.11993,5.7508,95.2613,-0.0727,50.44153
3218.384,-1.11993,5.75543,95.27204,-0.0727,50.48217
3218.484,-1.11993,5.77921,95.27204,-0.0727,50.69073
3218.584,-1.11994,5.77966,95.27204,-0.0727,50.69469
3218.684,-1.11994,5.78645,95.27204,-0.0727,50.75428
3218.784,-1.11994,5.78179,95.27204,-0.0727,50.71336
3218.884,-1.11994,5.79734,95.27992,-0.0727,50.84974
3218.984,-1.11995,5.80264,95.27992,-0.0727,50.89623
3219.084,-1.11995,5.81559,95.27992,-0.0727,51.00984
3219.184,-1.11995,5.8225,95.27992,-0.0727,51.07043
3219.284,-1.11996,5.82828,95.27992,-0.0727,51.12113
3219.384,-1.11996,5.82835,95.27992,-0.0727,51.12177
3219.484,-1.11996,5.83433,95.28397,-0.0727,51.17425
3219.584,-1.11997,5.84173,95.28397,-0.0727,51.23915
3219.684,-1.11997,5.82792,95.28397,-0.0727,51.11797
3219.784,-1.11998,5.83171,95.28397,-0.0727,51.15119
3219.884,-1.11998,5.81422,95.28397,-0.0727,50.99785
3219.984,-1.11999,5.81723,95.28397,-0.0727,51.02425
3220.084,-1.11999,5.80073,95.29233,-0.0727,50.87948
3220.184,-1.12,5.79096,95.29233,-0.0727,50.79379
3220.284,-1.12,5.78468,95.29233,-0.0727,50.73876
3220.384,-1.12001,5.78529,95.29233,-0.0727,50.74405
3220.484,-1.12002,5.76841,95.29233,-0.0727,50.59605
3220.584,-1.12003,5.75598,95.29233,-0.0727,50.487
3220.684,-1.12004,5.74458,95.29932,-0.0727,50.38702
3220.784,-1.12004,5.7456,95.29932,-0.0727,50.39595
3220.884,-1.12005,5.7294,95.29932,-0.0727,50.25388
3220.984,-1.12006,5.72988,95.29932,-0.0727,50.2581
3221.084,-1.12007,5.73098,95.29932,-0.0727,50.26768
3221.184,-1.12008,5.71988,95.30914,-0.0727,50.17039
3221.284,-1.1201,5.73425,95.30914,-0.0727,50.29636
3221.384,-1.12011,5.73653,95.30914,-0.0727,50.3164
3221.484,-1.12012,5.73409,95.30914,-0.0727,50.29497
3221.584,-1.12013,5.74467,95.30914,-0.0727,50.38777
3221.684,-1.12015,5.75516,95.30914,-0.0727,50.47977
3221.784,-1.12016,5.76482,95.3159,-0.0727,50.56449
3221.884,-1.12018,5.76454,95.3159,-0.0727,50.56209
3221.984,-1.1202,5.76028,95.3159,-0.0727,50.52469
3222.084,-1.12021,5.76164,95.3159,-0.0727,50.53663
3222.184,-1.12023,5.7573,95.3159,-0.0727,50.49856
3222.284,-1.12025,5.77276,95.3159,-0.0727,50.63417
3222.384,-1.12027,5.77766,95.31935,-0.0727,50.67715
3222.484,-1.12029,5.78337,95.31935,-0.0727,50.7272
3222.584,-1.12031,5.79366,95.31935,-0.0727,50.81753
3222.684,-1.12033,5.8068,95.31935,-0.0727,50.93272
3222.784,-1.12036,5.80581,95.31935,-0.0727,50.9241
3222.884,-1.12039,5.80803,95.31935,-0.0727,50.94357
3222.984,-1.12041,5.81119,95.32137,-0.0727,50.97125
3223.084,-1.12044,5.82152,95.32137,-0.0727,51.06186
3223.184,-1.12047,5.81336,95.32137,-0.0727,50.9903
3223.284,-1.1205,5.80534,95.32137,-0.0727,50.91994
3223.384,-1.12054,5.79882,95.32137,-0.0727,50.86277
3223.484,-1.12058,5.81151,95.32422,-0.0727,50.97406
3223.584,-1.12061,5.804,95.32422,-0.0727,50.9082
3223.684,-1.12066,5.81975,95.32422,-0.0727,51.04632
3223.784,-1.1207,5.81515,95.32422,-0.0727,51.00599
3223.884,-1.12075,5.81333,95.32422,-0.0727,50.99004
3223.984,-1.12081,5.81558,95.32422,-0.0727,51.00973
3224.084,-1.12086,5.81565,95.33279,-0.07271,51.01035
3224.184,-1.12092,5.80637,95.33279,-0.07271,50.92899
3224.284,-1.12099,5.79513,95.33279,-0.07271,50.83035
3224.384,-1.12106,5.79451,95.33279,-0.07271,50.82492
3224.484,-1.12113,5.79025,95.33279,-0.07271,50.78761
3224.584,-1.12121,5.80037,95.33279,-0.07271,50.87634
3224.684,-1.12131,5.82349,95.34602,-0.07271,51.07911
3224.784,-1.12142,5.83807,95.34602,-0.07271,51.20702
3224.884,-1.12155,5.84574,95.34602,-0.07271,51.27427
3224.984,-1.12171,5.86452,95.34602,-0.07271,51.43903
3225.084,-1.12192,5.85812,95.34602,-0.07271,51.38286
3225.184,-1.12218,5.86218,95.34602,-0.07272,51.4185
3225.284,-1.12253,5.86359,95.35452,-0.07272,51.43085
3225.384,-1.12299,5.84478,95.35452,-0.07273,51.26585
3225.484,-1.12364,5.85999,95.35452,-0.07273,51.39932
3225.584,-1.12448,5.8525,95.35452,-0.07274,51.33362
3225.684,-1.12543,5.84137,95.35452,-0.07275,51.23593
3225.784,-1.12638,5.83667,95.35452,-0.07276,51.19477
3225.884,-1.12722,5.80494,95.36588,-0.07276,50.91644
3225.984,-1.12792,5.77655,95.36588,-0.07277,50.66737
3226.084,-1.12854,5.76922,95.36588,-0.07278,50.60315
3226.184,-1.1291,5.75749,95.36588,-0.07278,50.50027
3226.284,-1.12968,5.75014,95.36588,-0.07279,50.43577
3226.384,-1.1303,5.72384,95.37584,-0.07279,50.20512
3226.484,-1.13101,5.70384,95.37584,-0.0728,50.02964
3226.584,-1.13188,5.70734,95.37584,-0.07281,50.06034
3226.684,-1.13296,5.7018,95.37584,-0.07282,50.01177
3226.784,-1.13417,5.70856,95.37584,-0.07283,50.07107
3226.884,-1.1353,5.72353,95.37584,-0.07284,50.20236
3226.984,-1.13622,5.71381,95.38651,-0.07285,50.11711
3227.084,-1.13703,5.6656,95.38651,-0.07286,49.69423
3227.184,-1.1378,5.59792,95.38651,-0.07286,49.10064
3227.284,-1.13863,5.56197,95.38651,-0.07287,48.78532
3227.384,-1.13956,5.58669,95.38651,-0.07288,49.00214
3227.484,-1.14069,5.62923,95.38651,-0.07289,49.37527
3227.584,-1.14195,5.62783,95.39623,-0.0729,49.36293
3227.684,-1.14323,5.58263,95.39623,-0.07291,48.96649
3227.784,-1.1443,5.52876,95.39623,-0.07292,48.49398
3227.884,-1.14524,5.50482,95.39623,-0.07293,48.28399
3227.984,-1.14615,5.49207,95.39623,-0.07294,48.17216
3228.084,-1.14714,5.49294,95.39623,-0.07295,48.17985
3228.184,-1.14837,5.50728,95.40939,-0.07296,48.30562
3228.284,-1.14984,5.5108,95.40939,-0.07298,48.3365
3228.384,-1.15138,5.50284,95.40939,-0.07299,48.26664
3228.484,-1.15275,5.48079,95.40939,-0.073,48.07326
3228.584,-1.15393,5.45409,95.40939,-0.07302,47.83907
3228.684,-1.15514,5.43455,95.41888,-0.07303,47.66765
3228.784,-1.15651,5.41777,95.41888,-0.07304,47.52044
3228.884,-1.15805,5.40651,95.41888,-0.07305,47.42171
3228.984,-1.1595,5.39967,95.41888,-0.07307,47.36168
3229.084,-1.16067,5.35647,95.41888,-0.07308,46.98275
3229.184,-1.16157,5.29496,95.41888,-0.07309,46.44332
3229.284,-1.16233,5.25389,95.43033,-0.07309,46.08301
3229.384,-1.16304,5.29963,95.43033,-0.0731,46.48428
3229.484,-1.16375,5.36599,95.43033,-0.07311,47.06628
3229.584,-1.16446,5.38095,95.43033,-0.07311,47.19751
3229.684,-1.16514,5.30995,95.43033,-0.07312,46.57479
3229.784,-1.16576,5.24272,95.43033,-0.07313,45.98503
3229.884,-1.16631,5.25541,95.44307,-0.07313,46.09642
3229.984,-1.16679,5.31836,95.44307,-0.07314,46.6485
3230.084,-1.16717,5.34903,95.44307,-0.07314,46.91754
3230.184,-1.16749,5.36234,95.44307,-0.07314,47.03428
3230.284,-1.16776,5.34379,95.44307,-0.07314,46.87162
3230.384,-1.16798,5.31493,95.44307,-0.07315,46.6184
3230.484,-1.16816,5.30693,95.44665,-0.07315,46.54825
3230.584,-1.1683,5.29195,95.44665,-0.07315,46.41692
3230.684,-1.1684,5.31318,95.44665,-0.07315,46.60312
3230.784,-1.16848,5.34898,95.44665,-0.07315,46.91706
3230.884,-1.16854,5.36233,95.44665,-0.07315,47.03423
3230.984,-1.16859,5.38139,95.45322,-0.07315,47.20133
3231.084,-1.16862,5.40002,95.45322,-0.07315,47.36475
3231.184,-1.16865,5.40887,95.45322,-0.07315,47.44242
3231.284,-1.16867,5.43302,95.45322,-0.07315,47.65424
3231.384,-1.16869,5.44942,95.45322,-0.07315,47.79812
3231.484,-1.1687,5.44733,95.45322,-0.07315,47.77972
3231.584,-1.16872,5.46229,95.4676,-0.07315,47.91096
3231.684,-1.16873,5.44386,95.4676,-0.07315,47.74931
3231.784,-1.16874,5.42512,95.4676,-0.07315,47.5849
3231.884,-1.16874,5.41607,95.4676,-0.07315,47.50555
3231.984,-1.16875,5.40734,95.4676,-0.07315,47.42897
3232.084,-1.16875,5.38677,95.4676,-0.07315,47.24859
3232.184,-1.16875,5.36387,95.47809,-0.07315,47.0477
3232.284,-1.16875,5.34581,95.47809,-0.07315,46.88932
3232.384,-1.16875,5.35573,95.47809,-0.07315,46.97633
3232.484,-1.16876,5.37804,95.47809,-0.07315,47.17202
3232.584,-1.16876,5.40069,95.47809,-0.07315,47.37063
3232.684,-1.16876,5.42572,95.47809,-0.07315,47.59016
3232.784,-1.16876,5.45679,95.48755,-0.07315,47.86272
3232.884,-1.16876,5.46066,95.48755,-0.07315,47.8967
3232.984,-1.16876,5.47108,95.48755,-0.07315,47.98809
3233.084,-1.16876,5.47667,95.48755,-0.07315,48.03708
3233.184,-1.16876,5.49165,95.48755,-0.07315,48.16853
3233.284,-1.16876,5.49504,95.48755,-0.07315,48.19822
3233.384,-1.16876,5.49218,95.49702,-0.07315,48.1731
3233.484,-1.16876,5.50721,95.49702,-0.07315,48.30495
3233.584,-1.16876,5.52023,95.49702,-0.07315,48.41917
3233.684,-1.16876,5.54124,95.49702,-0.07315,48.60342
3233.784,-1.16876,5.5415,95.49702,-0.07315,48.60569
3233.884,-1.16876,5.53601,95.51991,-0.07315,48.55756
3233.984,-1.16876,5.54098,95.51991,-0.07315,48.60115
3234.084,-1.16876,5.51937,95.51991,-0.07315,48.41161
3234.184,-1.16875,5.50404,95.51991,-0.07315,48.27718
3234.284,-1.16875,5.47564,95.51991,-0.07315,48.02809
3234.384,-1.16875,5.44926,95.51991,-0.07315,47.79669
3234.484,-1.16875,5.43183,95.53226,-0.07315,47.64379
3234.584,-1.16875,5.41317,95.53226,-0.07315,47.48011
3234.684,-1.16874,5.42244,95.53226,-0.07315,47.56145
3234.784,-1.16874,5.43194,95.53226,-0.07315,47.64474
3234.884,-1.16874,5.44574,95.53226,-0.07315,47.76581
3234.984,-1.16874,5.47109,95.53226,-0.07315,47.98816
3235.084,-1.16874,5.47475,95.5446,-0.07315,48.02024
3235.184,-1.16874,5.49624,95.5446,-0.07315,48.20872
3235.284,-1.16874,5.51159,95.5446,-0.07315,48.34336
3235.384,-1.16874,5.52792,95.5446,-0.07315,48.48658
3235.484,-1.16873,5.54555,95.5446,-0.07315,48.64123
3235.584,-1.16873,5.54443,95.5446,-0.07315,48.6314
3235.684,-1.16873,5.54654,95.5612,-0.07315,48.64996
3235.784,-1.16873,5.55348,95.5612,-0.07315,48.7108
3235.884,-1.16873,5.56567,95.5612,-0.07315,48.81777
3235.984,-1.16873,5.58079,95.5612,-0.07315,48.95035
3236.084,-1.16873,5.58197,95.5612,-0.07315,48.96069
3236.184,-1.16873,5.57473,95.57239,-0.07315,48.89716
3236.284,-1.16873,5.56491,95.57239,-0.07315,48.81107
3236.384,-1.16873,5.5335,95.57239,-0.07315,48.53553
3236.484,-1.16872,5.51659,95.57239,-0.07315,48.38727
3236.584,-1.16872,5.4863,95.57239,-0.07315,48.1216
3236.684,-1.16872,5.46206,95.57239,-0.07315,47.90893
3236.784,-1.16872,5.45777,95.58708,-0.07315,47.87132
3236.884,-1.16871,5.46985,95.58708,-0.07315,47.97725
3236.984,-1.16871,5.47876,95.58708,-0.07315,48.05545
3237.084,-1.16871,5.50084,95.58708,-0.07315,48.24909
3237.184,-1.16871,5.5411,95.58708,-0.07315,48.60221
3237.284,-1.16871,5.57069,95.58708,-0.07315,48.86179
3237.384,-1.16871,5.57001,95.59854,-0.07315,48.85583
3237.484,-1.16871,5.58542,95.59854,-0.07315,48.99093
3237.584,-1.16871,5.58935,95.59854,-0.07315,49.02547
3237.684,-1.16871,5.59358,95.59854,-0.07315,49.06253
3237.784,-1.16871,5.5934,95.59854,-0.07315,49.06094
3237.884,-1.16871,5.60321,95.59854,-0.07315,49.14702
3237.984,-1.16871,5.60991,95.6047,-0.07315,49.20582
3238.084,-1.1687,5.62316,95.6047,-0.07315,49.322
3238.184,-1.1687,5.63866,95.6047,-0.07315,49.45799
3238.284,-1.16871,5.64613,95.6047,-0.07315,49.52347
3238.384,-1.1687,5.64718,95.6047,-0.07315,49.53265
3238.484,-1.1687,5.65342,95.61582,-0.07315,49.5874
3238.584,-1.1687,5.63866,95.61582,-0.07315,49.45793
3238.684,-1.1687,5.62019,95.61582,-0.07315,49.29595
3238.784,-1.1687,5.59818,95.61582,-0.07315,49.10289
3238.884,-1.1687,5.58223,95.61582,-0.07315,48.96302
3238.984,-1.1687,5.5681,95.61582,-0.07315,48.83908
3239.084,-1.1687,5.55201,95.63052,-0.07315,48.69789
3239.184,-1.16869,5.53408,95.63052,-0.07315,48.54068
3239.284,-1.16869,5.53395,95.63052,-0.07315,48.53953
3239.384,-1.16869,5.54253,95.63052,-0.07315,48.61478
3239.484,-1.16869,5.55953,95.63052,-0.07315,48.76385
3239.584,-1.16869,5.55882,95.63052,-0.07315,48.75763
3239.684,-1.16869,5.57328,95.64939,-0.07315,48.88451
3239.784,-1.16869,5.56692,95.64939,-0.07315,48.82866
3239.884,-1.16869,5.54998,95.64939,-0.07315,48.68011
3239.984,-1.16869,5.561,95.64939,-0.07315,48.77679
3240.084,-1.16869,5.55207,95.64939,-0.07315,48.69849
3240.184,-1.16868,5.55729,95.64939,-0.07315,48.74419
3240.284,-1.16868,5.57026,95.6601,-0.07315,48.85803
3240.384,-1.16868,5.59071,95.6601,-0.07315,49.03738
3240.484,-1.16868,5.62856,95.6601,-0.07315,49.36932
3240.584,-1.16868,5.66147,95.6601,-0.07315,49.65799
3240.684,-1.16868,5.69545,95.6601,-0.07315,49.95604
3240.784,-1.16868,5.70786,95.6601,-0.07315,50.0649
3240.884,-1.16868,5.70635,95.66547,-0.07315,50.05168
3240.984,-1.16868,5.71514,95.66547,-0.07315,50.12875
3241.084,-1.16868,5.68986,95.66547,-0.07315,49.90705
3241.184,-1.16868,5.66586,95.66547,-0.07315,49.69656
3241.284,-1.16868,5.64626,95.66547,-0.07315,49.52461
3241.384,-1.16868,5.6159,95.67753,-0.07315,49.25834
3241.484,-1.16868,5.60647,95.67753,-0.07315,49.17561
3241.584,-1.16868,5.59815,95.67753,-0.07315,49.10259
3241.684,-1.16867,5.60173,95.67753,-0.07315,49.13401
3241.784,-1.16868,5.61985,95.67753,-0.07315,49.293
3241.884,-1.16867,5.60796,95.67753,-0.07315,49.1887
3241.984,-1.16867,5.60108,95.68985,-0.07315,49.12833
3242.084,-1.16867,5.59417,95.68985,-0.07315,49.06773
3242.184,-1.16868,5.59545,95.68985,-0.07315,49.07896
3242.284,-1.16867,5.59151,95.68985,-0.07315,49.04438
3242.384,-1.16867,5.59426,95.68985,-0.07315,49.06855
3242.484,-1.16867,5.59981,95.68985,-0.07315,49.11718
3242.584,-1.16867,5.62873,95.70051,-0.07315,49.37087
3242.684,-1.16867,5.6525,95.70051,-0.07315,49.57933
3242.784,-1.16867,5.66845,95.70051,-0.07315,49.71922
3242.884,-1.16867,5.6946,95.70051,-0.07315,49.94863
3242.984,-1.16867,5.70964,95.70051,-0.07315,50.08056
3243.084,-1.16867,5.73289,95.70051,-0.07315,50.28442
3243.184,-1.16867,5.73095,95.71337,-0.07315,50.26748
3243.284,-1.16867,5.73423,95.71337,-0.07315,50.29619
3243.384,-1.16867,5.72721,95.71337,-0.07315,50.23461
3243.484,-1.16867,5.72721,95.71337,-0.07315,50.23462
3243.584,-1.16867,5.72416,95.71337,-0.07315,50.20787
3243.684,-1.16867,5.73662,95.71337,-0.07315,50.31718
3243.784,-1.16867,5.73478,95.72326,-0.07315,50.30105
3243.884,-1.16867,5.73898,95.72326,-0.07315,50.33791
3243.984,-1.16867,5.73786,95.72326,-0.07315,50.32808
3244.084,-1.16867,5.74207,95.72326,-0.07315,50.36497
3244.184,-1.16867,5.73642,95.72326,-0.07315,50.31543
3244.284,-1.16867,5.72652,95.73296,-0.07315,50.22861
3244.384,-1.16867,5.7119,95.73296,-0.07315,50.10034
3244.484,-1.16867,5.68463,95.73296,-0.07315,49.86112
3244.584,-1.16867,5.66191,95.73296,-0.07315,49.6619
3244.684,-1.16867,5.65114,95.73296,-0.07315,49.56745
3244.784,-1.16867,5.64012,95.73296,-0.07315,49.47077
3244.884,-1.16867,5.65207,95.74292,-0.07315,49.57559
3244.984,-1.16867,5.65173,95.74292,-0.07315,49.57258
3245.084,-1.16867,5.66122,95.74292,-0.07315,49.65586
3245.184,-1.16867,5.67703,95.74292,-0.07315,49.79446
3245.284,-1.16867,5.67965,95.74292,-0.07315,49.81747
3245.384,-1.16867,5.66855,95.74292,-0.07315,49.72013
3245.484,-1.16867,5.66692,95.75511,-0.07315,49.70584
3245.584,-1.16867,5.64942,95.75511,-0.07315,49.5523
3245.684,-1.16867,5.65678,95.75511,-0.07315,49.61685
3245.784,-1.16867,5.66087,95.75511,-0.07315,49.65273
3245.884,-1.16867,5.67889,95.75511,-0.07315,49.81084
3245.984,-1.16867,5.71093,95.75511,-0.07315,50.09184
3246.084,-1.16867,5.75,95.76641,-0.07315,50.43455
3246.184,-1.16867,5.78974,95.76641,-0.07315,50.78308
3246.284,-1.16868,5.81043,95.76641,-0.07315,50.96455
3246.384,-1.16868,5.82556,95.76641,-0.07315,51.09726
3246.484,-1.16868,5.82292,95.76641,-0.07315,51.07413
3246.584,-1.16868,5.80476,95.77843,-0.07315,50.91487
3246.684,-1.16868,5.78233,95.77843,-0.07315,50.71812
3246.784,-1.16868,5.77229,95.77843,-0.07315,50.63002
3246.884,-1.16868,5.75731,95.77843,-0.07315,50.49866
3246.984,-1.16868,5.75174,95.77843,-0.07315,50.44979
3247.084,-1.16868,5.75465,95.77843,-0.07315,50.47531
3247.184,-1.16868,5.7715,95.79634,-0.07315,50.62312
3247.284,-1.16868,5.76076,95.79634,-0.07315,50.52892
3247.384,-1.16868,5.7681,95.79634,-0.07315,50.59328
3247.484,-1.16869,5.74942,95.79634,-0.07315,50.42949
3247.584,-1.16869,5.73468,95.79634,-0.07315,50.30018
3247.684,-1.16869,5.71384,95.79634,-0.07315,50.11741
3247.784,-1.16869,5.70144,95.80607,-0.07315,50.00859
3247.884,-1.16868,5.70423,95.80607,-0.07315,50.03306
3247.984,-1.16868,5.70644,95.80607,-0.07315,50.05247
3248.084,-1.16868,5.71446,95.80607,-0.07315,50.12278
3248.184,-1.16869,5.74301,95.80607,-0.07315,50.37323
3248.284,-1.16869,5.76651,95.80607,-0.07315,50.57931
3248.384,-1.16869,5.80477,95.81651,-0.07315,50.91498
3248.484,-1.16869,5.82662,95.81651,-0.07315,51.10662
3248.584,-1.1687,5.83287,95.81651,-0.07315,51.16138
3248.684,-1.1687,5.83212,95.81651,-0.07315,51.15487
3248.784,-1.1687,5.82903,95.81651,-0.07315,51.12769
3248.884,-1.16869,5.80951,95.81651,-0.07315,50.95654
3248.984,-1.1687,5.8158,95.8352,-0.07315,51.01165
3249.084,-1.1687,5.82259,95.8352,-0.07315,51.07127
3249.184,-1.1687,5.83879,95.8352,-0.07315,51.21336
3249.284,-1.1687,5.84488,95.8352,-0.07315,51.26678
3249.384,-1.1687,5.86864,95.8352,-0.07315,51.47514
3249.484,-1.16871,5.88374,95.84383,-0.07315,51.60759
3249.584,-1.16871,5.88558,95.84383,-0.07315,51.62377
3249.684,-1.16871,5.8866,95.84383,-0.07315,51.6327
3249.784,-1.16871,5.86967,95.84383,-0.07315,51.48422
3249.884,-1.16871,5.85501,95.84383,-0.07315,51.35562
3249.984,-1.16871,5.82755,95.84383,-0.07315,51.11477
3250.084,-1.16871,5.78934,95.85387,-0.07315,50.77961
3250.184,-1.16871,5.77985,95.85387,-0.07315,50.69635
3250.284,-1.16871,5.76612,95.85387,-0.07315,50.57596
3250.384,-1.16871,5.75961,95.85387,-0.07315,50.51884
3250.484,-1.16871,5.7653,95.85387,-0.07315,50.5687
3250.584,-1.16872,5.77441,95.85387,-0.07315,50.64867
3250.684,-1.16872,5.79062,95.86464,-0.07315,50.79086
3250.784,-1.16872,5.78713,95.86464,-0.07315,50.76022
3250.884,-1.16872,5.78771,95.86464,-0.07315,50.76529
3250.984,-1.16872,5.78555,95.86464,-0.07315,50.74633
3251.084,-1.16872,5.77143,95.86464,-0.07315,50.62247
3251.184,-1.16872,5.77466,95.86464,-0.07315,50.65083
3251.284,-1.16872,5.77895,95.87395,-0.07315,50.68846
3251.384,-1.16872,5.79403,95.87395,-0.07315,50.82069
3251.484,-1.16873,5.83038,95.87395,-0.07315,51.13961
3251.584,-1.16873,5.84965,95.87395,-0.07315,51.30858
3251.684,-1.16873,5.86393,95.87395,-0.07315,51.43383
3251.784,-1.16873,5.89041,95.88264,-0.07315,51.66612
3251.884,-1.16874,5.90111,95.88264,-0.07315,51.75994
3251.984,-1.16874,5.89646,95.88264,-0.07315,51.71914
3252.084,-1.16874,5.86785,95.88264,-0.07315,51.46822
3252.184,-1.16874,5.85214,95.88264,-0.07315,51.33041
3252.284,-1.16874,5.83141,95.88264,-0.07315,51.14858
3252.384,-1.16874,5.80908,95.88966,-0.07315,50.95274
3252.484,-1.16874,5.79592,95.88966,-0.07315,50.83735
3252.584,-1.16874,5.78485,95.88966,-0.07315,50.74018
3252.684,-1.16874,5.79245,95.88966,-0.07315,50.80688
3252.784,-1.16874,5.79223,95.88966,-0.07315,50.80496
3252.884,-1.16875,5.7978,95.88966,-0.07315,50.85378
3252.984,-1.16875,5.80663,95.90635,-0.07315,50.93129
3253.084,-1.16875,5.80129,95.90635,-0.07315,50.88444
3253.184,-1.16875,5.79539,95.90635,-0.07315,50.83266
3253.284,-1.16876,5.78877,95.90635,-0.07315,50.7746
3253.384,-1.16876,5.78791,95.90635,-0.07315,50.76707
3253.484,-1.16876,5.77468,95.90635,-0.07315,50.65102
3253.584,-1.16876,5.76813,95.91885,-0.07315,50.59357
3253.684,-1.16876,5.77214,95.91885,-0.07315,50.62876
3253.784,-1.16876,5.78455,95.91885,-0.07315,50.73755
3253.884,-1.16877,5.80584,95.91885,-0.07315,50.9243
3253.984,-1.16877,5.82233,95.91885,-0.07315,51.06893
3254.084,-1.16877,5.82825,95.92989,-0.07315,51.12087
3254.184,-1.16878,5.83691,95.92989,-0.07315,51.19683
3254.284,-1.16878,5.82826,95.92989,-0.07315,51.12094
3254.384,-1.16878,5.83328,95.92989,-0.07315,51.16499
3254.484,-1.16878,5.80756,95.92989,-0.07315,50.93941
3254.584,-1.16878,5.80189,95.92989,-0.07315,50.88966
3254.684,-1.16878,5.81067,95.94781,-0.07315,50.96673
3254.784,-1.16879,5.81174,95.94781,-0.07315,50.97608
3254.884,-1.16879,5.811,95.94781,-0.07315,50.96954
3254.984,-1.16879,5.82955,95.94781,-0.07315,51.13226
3255.084,-1.16879,5.85039,95.94781,-0.07315,51.31504
3255.184,-1.1688,5.86356,95.94781,-0.07315,51.4306
3255.284,-1.1688,5.86985,95.96034,-0.07315,51.48574
3255.384,-1.16881,5.88062,95.96034,-0.07315,51.58024
3255.484,-1.16881,5.86862,95.96034,-0.07315,51.47495
3255.584,-1.16881,5.85153,95.96034,-0.07315,51.32507
3255.684,-1.16881,5.84069,95.96034,-0.07315,51.23004
3255.784,-1.16881,5.82235,95.96034,-0.07315,51.06915
3255.884,-1.16882,5.81883,95.9708,-0.07315,51.03828
3255.984,-1.16882,5.81732,95.9708,-0.07315,51.02504
3256.084,-1.16882,5.82725,95.9708,-0.07315,51.11214
3256.184,-1.16883,5.8338,95.9708,-0.07315,51.16956
3256.284,-1.16883,5.85382,95.9708,-0.07315,51.34513
3256.384,-1.16883,5.86408,95.98088,-0.07315,51.4352
