Test : Start of hold value,50,MPa,,,
,,,,,
Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
3256.484,-1.16884,5.85916,95.98088,-0.07315,51.39197
3256.584,-1.16884,5.85782,95.98088,-0.07316,51.38027
3256.684,-1.16884,5.84771,95.98088,-0.07316,51.2916
3256.784,-1.16884,5.82619,95.98088,-0.07316,51.10286
3256.884,-1.16884,5.81769,95.98088,-0.07316,51.02825
3256.984,-1.16884,5.81616,95.99419,-0.07316,51.01485
3257.084,-1.16885,5.82899,95.99419,-0.07316,51.12737
3257.184,-1.16885,5.82925,95.99419,-0.07316,51.12962
3257.284,-1.16886,5.85422,95.99419,-0.07316,51.3487
3257.384,-1.16886,5.87968,95.99419,-0.07316,51.57195
3257.484,-1.16887,5.89273,95.99419,-0.07316,51.68644
3257.584,-1.16887,5.90694,96.00415,-0.07316,51.81109
3257.684,-1.16887,5.89208,96.00415,-0.07316,51.68072
3257.784,-1.16887,5.87666,96.00415,-0.07316,51.54551
3257.884,-1.16888,5.87661,96.00415,-0.07316,51.54503
3257.984,-1.16888,5.8653,96.00415,-0.07316,51.44588
3258.084,-1.16888,5.86743,96.00415,-0.07316,51.46453
3258.184,-1.16889,5.86773,96.0125,-0.07316,51.46718
3258.284,-1.16889,5.88873,96.0125,-0.07316,51.65137
3258.384,-1.1689,5.91701,96.0125,-0.07316,51.89941
3258.484,-1.1689,5.92937,96.0125,-0.07316,52.00782
3258.584,-1.16891,5.93923,96.0125,-0.07316,52.09429
3258.684,-1.16891,5.9412,96.0125,-0.07316,52.11158
3258.784,-1.16892,5.92236,96.02512,-0.07316,51.94637
3258.884,-1.16892,5.9234,96.02512,-0.07316,51.95551
3258.984,-1.16893,5.90303,96.02512,-0.07316,51.77678
3259.084,-1.16894,5.90605,96.02512,-0.07316,51.80331
3259.184,-1.16895,5.9106,96.02512,-0.07316,51.84323
3259.284,-1.16896,5.93018,96.03024,-0.07316,52.0149
3259.384,-1.16898,5.96794,96.03024,-0.07316,52.34617
3259.484,-1.16901,5.97747,96.03024,-0.07316,52.42969
3259.584,-1.16906,5.98468,96.03024,-0.07316,52.49301
3259.684,-1.16914,5.97418,96.03024,-0.07316,52.40091
3259.784,-1.16922,5.95236,96.03024,-0.07316,52.20945
3259.884,-1.16931,5.93818,96.0361,-0.07316,52.08511
3259.984,-1.1694,5.90583,96.0361,-0.07316,51.80132
3260.084,-1.1695,5.89334,96.0361,-0.07316,51.69182
3260.184,-1.16962,5.87632,96.0361,-0.07316,51.54255
3260.284,-1.16976,5.86205,96.0361,-0.07316,51.41733
3260.384,-1.16995,5.87067,96.0361,-0.07317,51.49294
3260.484,-1.1702,5.8788,96.04658,-0.07317,51.56428
3260.584,-1.17052,5.89548,96.04658,-0.07317,51.71059
3260.684,-1.17095,5.92711,96.04658,-0.07317,51.98804
3260.784,-1.17146,5.94488,96.04658,-0.07318,52.14391
3260.884,-1.17211,5.98329,96.04658,-0.07319,52.48079
3260.984,-1.17285,5.98126,96.04658,-0.07319,52.46294
3261.084,-1.17363,5.95154,96.05057,-0.0732,52.20227
3261.184,-1.1744,5.91548,96.05057,-0.07321,51.88601
3261.284,-1.17515,5.87747,96.05057,-0.07321,51.55256
3261.384,-1.17585,5.854,96.05057,-0.07322,51.34671
3261.484,-1.17649,5.84417,96.05057,-0.07323,51.26049
3261.584,-1.17713,5.84202,96.05893,-0.07323,51.24166
3261.684,-1.17773,5.84773,96.05893,-0.07324,51.29178
3261.784,-1.17831,5.8568,96.05893,-0.07324,51.37126
3261.884,-1.17891,5.84671,96.05893,-0.07325,51.28282
3261.984,-1.17955,5.84649,96.05893,-0.07326,51.28091
3262.084,-1.18024,5.84452,96.05893,-0.07326,51.26362
3262.184,-1.18096,5.83524,96.06924,-0.07327,51.1822
3262.284,-1.18171,5.83462,96.06924,-0.07328,51.17673
3262.384,-1.18245,5.82933,96.06924,-0.07328,51.13037
3262.484,-1.18316,5.79882,96.06924,-0.07329,50.86278
3262.584,-1.18384,5.74923,96.06924,-0.0733,50.42779
3262.684,-1.1845,5.70418,96.06924,-0.0733,50.03266
3262.784,-1.18516,5.72953,96.08337,-0.07331,50.25497
3262.884,-1.18584,5.80924,96.08337,-0.07331,50.95418
3262.984,-1.1865,5.84036,96.08337,-0.07332,51.22709
3263.084,-1.18714,5.7959,96.08337,-0.07333,50.83714
3263.184,-1.18776,5.71775,96.08337,-0.07333,50.1517
3263.284,-1.18837,5.69497,96.08337,-0.07334,49.9519
3263.384,-1.18893,5.74559,96.09478,-0.07334,50.39583
3263.484,-1.18946,5.77133,96.09478,-0.07335,50.6216
3263.584,-1.18995,5.76523,96.09478,-0.07335,50.56808
3263.684,-1.19043,5.70569,96.09478,-0.07336,50.04588
3263.784,-1.19087,5.66608,96.09478,-0.07336,49.69847
3263.884,-1.1913,5.65285,96.09478,-0.07337,49.58245
3263.984,-1.19171,5.64929,96.10294,-0.07337,49.55118
3264.084,-1.19212,5.67155,96.10294,-0.07337,49.74639
3264.184,-1.19253,5.67452,96.10294,-0.07338,49.77251
3264.284,-1.19294,5.67286,96.10294,-0.07338,49.7579
3264.384,-1.19334,5.65853,96.10294,-0.07338,49.63222
3264.484,-1.19376,5.61799,96.11698,-0.07339,49.27667
3264.584,-1.19421,5.60874,96.11698,-0.07339,49.1955
3264.684,-1.19472,5.60084,96.11698,-0.0734,49.12622
3264.784,-1.19524,5.62596,96.11698,-0.0734,49.34657
3264.884,-1.1958,5.66609,96.11698,-0.07341,49.69859
3264.984,-1.19641,5.68482,96.11698,-0.07341,49.86279
3265.084,-1.1971,5.68069,96.12687,-0.07342,49.82664
3265.184,-1.19783,5.65491,96.12687,-0.07343,49.6005
3265.284,-1.19855,5.61068,96.12687,-0.07343,49.21257
3265.384,-1.19925,5.59774,96.12687,-0.07344,49.09907
3265.484,-1.19992,5.5835,96.12687,-0.07345,48.97412
3265.584,-1.20056,5.579,96.12687,-0.07345,48.93468
3265.684,-1.20117,5.57823,96.13677,-0.07346,48.9279
3265.784,-1.20179,5.5683,96.13677,-0.07346,48.84084
3265.884,-1.20245,5.57903,96.13677,-0.07347,48.93489
3265.984,-1.20316,5.55558,96.13677,-0.07348,48.72922
3266.084,-1.20392,5.53907,96.13677,-0.07348,48.58445
3266.184,-1.20468,5.53227,96.13677,-0.07349,48.52475
3266.284,-1.20546,5.50206,96.15515,-0.0735,48.25981
3266.384,-1.2062,5.49226,96.15515,-0.07351,48.17386
3266.484,-1.20687,5.50237,96.15515,-0.07351,48.26248
3266.584,-1.20745,5.54161,96.15515,-0.07352,48.6067
3266.684,-1.20793,5.56868,96.15515,-0.07352,48.84412
3266.784,-1.20835,5.58336,96.16266,-0.07353,48.97288
3266.884,-1.20871,5.52795,96.16266,-0.07353,48.48687
3266.984,-1.20904,5.46273,96.16266,-0.07353,47.91483
3267.084,-1.20933,5.45005,96.16266,-0.07353,47.80358
3267.184,-1.20961,5.51337,96.16266,-0.07354,48.35904
3267.284,-1.20987,5.57969,96.16266,-0.07354,48.94075
3267.384,-1.21012,5.56367,96.17251,-0.07354,48.80016
3267.484,-1.21037,5.48864,96.17251,-0.07354,48.14205
3267.584,-1.21063,5.47525,96.17251,-0.07355,48.02464
3267.684,-1.21089,5.52155,96.17251,-0.07355,48.43077
3267.784,-1.21116,5.58206,96.17251,-0.07355,48.96153
3267.884,-1.21142,5.55504,96.17251,-0.07355,48.72453
3267.984,-1.21166,5.45895,96.18374,-0.07356,47.88169
3268.084,-1.21186,5.42366,96.18374,-0.07356,47.57217
3268.184,-1.21204,5.46813,96.18374,-0.07356,47.96215
3268.284,-1.2122,5.53097,96.18374,-0.07356,48.51336
3268.384,-1.21234,5.54282,96.18374,-0.07356,48.6173
3268.484,-1.21245,5.49616,96.18374,-0.07356,48.20805
3268.584,-1.21255,5.45253,96.19542,-0.07356,47.82536
3268.684,-1.21264,5.47977,96.19542,-0.07357,48.06432
3268.784,-1.21271,5.55614,96.19542,-0.07357,48.73413
3268.884,-1.21278,5.59084,96.19542,-0.07357,49.03846
3268.984,-1.21283,5.55722,96.19542,-0.07357,48.74363
3269.084,-1.21288,5.49881,96.20732,-0.07357,48.23133
3269.184,-1.21292,5.46842,96.20732,-0.07357,47.96474
3269.284,-1.21296,5.49866,96.20732,-0.07357,48.23001
3269.384,-1.213,5.57121,96.20732,-0.07357,48.86631
3269.484,-1.21303,5.59167,96.20732,-0.07357,49.04583
3269.584,-1.21306,5.56591,96.20732,-0.07357,48.81986
3269.684,-1.21308,5.5231,96.21653,-0.07357,48.44432
3269.784,-1.21311,5.51145,96.21653,-0.07357,48.34217
3269.884,-1.21314,5.55833,96.21653,-0.07357,48.75335
3269.984,-1.21315,5.60706,96.21653,-0.07357,49.18074
3270.084,-1.21317,5.64141,96.21653,-0.07357,49.48211
3270.184,-1.21319,5.60257,96.21653,-0.07357,49.14141
3270.284,-1.2132,5.53534,96.22975,-0.07357,48.55167
3270.384,-1.21322,5.50324,96.22975,-0.07357,48.27018
3270.484,-1.21323,5.52829,96.22975,-0.07357,48.48985
3270.584,-1.21324,5.59334,96.22975,-0.07357,49.06044
3270.684,-1.21325,5.64971,96.22975,-0.07357,49.5549
3270.784,-1.21326,5.65314,96.22975,-0.07357,49.58496
3270.884,-1.21328,5.61865,96.23747,-0.07357,49.28244
3270.984,-1.21329,5.5702,96.23747,-0.07357,48.85743
3271.084,-1.2133,5.5649,96.23747,-0.07357,48.81099
3271.184,-1.2133,5.59156,96.23747,-0.07357,49.04482
3271.284,-1.21331,5.63135,96.23747,-0.07357,49.3938
3271.384,-1.21332,5.63706,96.23747,-0.07357,49.44395
3271.484,-1.21332,5.60074,96.24564,-0.07357,49.12534
3271.584,-1.21333,5.55708,96.24564,-0.07357,48.74241
3271.684,-1.21334,5.52483,96.24564,-0.07357,48.45954
3271.784,-1.21334,5.57868,96.24564,-0.07357,48.93182
3271.884,-1.21335,5.63776,96.24564,-0.07357,49.45004
3271.984,-1.21335,5.67458,96.25865,-0.07357,49.77304
3272.084,-1.21336,5.64759,96.25865,-0.07357,49.53631
3272.184,-1.21336,5.55817,96.25865,-0.07357,48.75192
3272.284,-1.21336,5.5343,96.25865,-0.07357,48.54259
3272.384,-1.21337,5.56306,96.25865,-0.07357,48.79481
3272.484,-1.21337,5.62285,96.25865,-0.07357,49.31929
3272.584,-1.21337,5.63592,96.26646,-0.07357,49.43392
3272.684,-1.21337,5.58448,96.26646,-0.07357,48.98271
3272.784,-1.21338,5.54796,96.26646,-0.07357,48.66244
3272.884,-1.21338,5.5553,96.26646,-0.07357,48.72677
3272.984,-1.21338,5.62825,96.26646,-0.07357,49.36665
3273.084,-1.21338,5.68749,96.26646,-0.07357,49.88625
3273.184,-1.21339,5.6881,96.27484,-0.07357,49.89156
3273.284,-1.21339,5.63071,96.27484,-0.07357,49.38824
3273.384,-1.21339,5.56755,96.27484,-0.07357,48.83421
3273.484,-1.21339,5.55297,96.27484,-0.07357,48.7063
3273.584,-1.21339,5.61066,96.27484,-0.07357,49.21233
3273.684,-1.21339,5.65416,96.27484,-0.07357,49.59388
3273.784,-1.21339,5.66518,96.28242,-0.07357,49.69054
3273.884,-1.21339,5.65025,96.28242,-0.07357,49.55959
3273.984,-1.2134,5.61242,96.28242,-0.07357,49.22778
3274.084,-1.2134,5.63574,96.28242,-0.07357,49.43235
3274.184,-1.2134,5.68295,96.28242,-0.07357,49.84645
3274.284,-1.2134,5.72131,96.28242,-0.07357,50.18292
3274.384,-1.21341,5.72681,96.29418,-0.07357,50.23116
3274.484,-1.21341,5.67206,96.29418,-0.07357,49.75091
3274.584,-1.21341,5.61617,96.29418,-0.07357,49.2607
3274.684,-1.21341,5.59657,96.29418,-0.07357,49.08879
3274.784,-1.21341,5.63696,96.29418,-0.07357,49.44307
3274.884,-1.21341,5.69887,96.30036,-0.07357,49.9861
3274.984,-1.21341,5.73036,96.30036,-0.07357,50.2623
3275.084,-1.21342,5.70646,96.30036,-0.07357,50.05266
3275.184,-1.21342,5.66267,96.30036,-0.07357,49.66856
3275.284,-1.21341,5.63617,96.30036,-0.07357,49.43615
3275.384,-1.21342,5.65373,96.30036,-0.07357,49.59015
3275.484,-1.21342,5.70065,96.30419,-0.07357,50.00164
3275.584,-1.21342,5.72659,96.30419,-0.07357,50.22921
3275.684,-1.21342,5.69801,96.30419,-0.07357,49.97848
3275.784,-1.21342,5.64151,96.30419,-0.07357,49.48296
3275.884,-1.21342,5.58475,96.30419,-0.07357,48.98505
3275.984,-1.21342,5.60195,96.30419,-0.07357,49.13593
3276.084,-1.21342,5.65215,96.32093,-0.07357,49.57628
3276.184,-1.21342,5.71286,96.32093,-0.07357,50.10874
3276.284,-1.21342,5.72699,96.32093,-0.07357,50.23274
3276.384,-1.21342,5.68594,96.32093,-0.07357,49.87264
3276.484,-1.21342,5.64448,96.32093,-0.07357,49.50899
3276.584,-1.21342,5.6335,96.32093,-0.07357,49.41269
3276.684,-1.21342,5.66269,96.33022,-0.07357,49.66875
3276.784,-1.21343,5.718,96.33022,-0.07357,50.15384
3276.884,-1.21342,5.71812,96.33022,-0.07357,50.1549
3276.984,-1.21343,5.67664,96.33022,-0.07357,49.79105
3277.084,-1.21343,5.62911,96.33022,-0.07357,49.37415
3277.184,-1.21343,5.63748,96.33955,-0.07357,49.44764
3277.284,-1.21343,5.70783,96.33955,-0.07357,50.06469
3277.384,-1.21343,5.76783,96.33955,-0.07357,50.59095
3277.484,-1.21343,5.77659,96.33955,-0.07357,50.66773
3277.584,-1.21344,5.72727,96.33955,-0.07357,50.23519
3277.684,-1.21344,5.67018,96.33955,-0.07357,49.73444
3277.784,-1.21344,5.67489,96.35516,-0.07357,49.77571
3277.884,-1.21344,5.71816,96.35516,-0.07357,50.15523
3277.984,-1.21344,5.75448,96.35516,-0.07357,50.47383
3278.084,-1.21344,5.73243,96.35516,-0.07357,50.28038
3278.184,-1.21344,5.69318,96.35516,-0.07357,49.93618
3278.284,-1.21344,5.67374,96.35516,-0.07357,49.76563
3278.384,-1.21344,5.69581,96.36408,-0.07357,49.95921
3278.484,-1.21345,5.76394,96.36408,-0.07357,50.55681
3278.584,-1.21345,5.8073,96.36408,-0.07357,50.93711
3278.684,-1.21345,5.80132,96.36408,-0.07357,50.88465
3278.784,-1.21345,5.74772,96.36408,-0.07357,50.41453
3278.884,-1.21345,5.7061,96.36408,-0.07357,50.04951
3278.984,-1.21345,5.71242,96.37361,-0.07357,50.1049
3279.084,-1.21346,5.76779,96.37361,-0.07357,50.59054
3279.184,-1.21346,5.80478,96.37361,-0.07357,50.91498
3279.284,-1.21346,5.80288,96.37361,-0.07357,50.89832
3279.384,-1.21346,5.75594,96.37361,-0.07357,50.48663
3279.484,-1.21346,5.71862,96.38253,-0.07357,50.15928
3279.584,-1.21346,5.71031,96.38253,-0.07357,50.08639
3279.684,-1.21347,5.76341,96.38253,-0.07357,50.55212
3279.784,-1.21347,5.80681,96.38253,-0.07357,50.93281
3279.884,-1.21347,5.8171,96.38253,-0.07357,51.02309
3279.984,-1.21347,5.77225,96.38253,-0.07357,50.62972
3280.084,-1.21347,5.72005,96.3981,-0.07357,50.17188
3280.184,-1.21347,5.71077,96.3981,-0.07357,50.09041
3280.284,-1.21347,5.73364,96.3981,-0.07357,50.29102
3280.384,-1.21348,5.7846,96.3981,-0.07357,50.73802
3280.484,-1.21348,5.82879,96.3981,-0.07357,51.1256
3280.584,-1.21348,5.81931,96.3981,-0.07357,51.0425
3280.684,-1.21348,5.78348,96.40588,-0.07357,50.72822
3280.784,-1.21349,5.7517,96.40588,-0.07357,50.44944
3280.884,-1.21349,5.76389,96.40588,-0.07357,50.55636
3280.984,-1.21349,5.79285,96.40588,-0.07357,50.81037
3281.084,-1.2135,5.83876,96.40588,-0.07357,51.21303
3281.184,-1.2135,5.85072,96.40588,-0.07357,51.31796
3281.284,-1.2135,5.81971,96.41492,-0.07357,51.04598
3281.384,-1.2135,5.76579,96.41492,-0.07357,50.57299
3281.484,-1.2135,5.72921,96.41492,-0.07357,50.25217
3281.584,-1.21351,5.73772,96.41492,-0.07357,50.32681
3281.684,-1.21351,5.78732,96.41492,-0.07357,50.76184
3281.784,-1.21352,5.86182,96.41492,-0.07357,51.41532
3281.884,-1.21352,5.8914,96.42693,-0.07357,51.67476
3281.984,-1.21353,5.87461,96.42693,-0.07357,51.52755
3282.084,-1.21353,5.8192,96.42693,-0.07357,51.04153
3282.184,-1.21354,5.76875,96.42693,-0.07357,50.59898
3282.284,-1.21354,5.76526,96.42693,-0.07357,50.56841
3282.384,-1.21355,5.79742,96.43919,-0.07357,50.85046
3282.484,-1.21355,5.83508,96.43919,-0.07357,51.18077
3282.584,-1.21356,5.8364,96.43919,-0.07357,51.19241
3282.684,-1.21357,5.80477,96.43919,-0.07357,50.91492
3282.784,-1.21358,5.77405,96.43919,-0.07357,50.64547
3282.884,-1.21359,5.76417,96.43919,-0.07357,50.55886
3282.984,-1.21361,5.80404,96.45028,-0.07357,50.90854
3283.084,-1.21363,5.86155,96.45028,-0.07358,51.413
3283.184,-1.21365,5.89888,96.45028,-0.07358,51.7404
3283.284,-1.21367,5.8681,96.45028,-0.07358,51.47046
3283.384,-1.21369,5.79847,96.45028,-0.07358,50.85968
3283.484,-1.21371,5.76276,96.45028,-0.07358,50.54647
3283.584,-1.21373,5.74254,96.46294,-0.07358,50.36908
3283.684,-1.21376,5.7832,96.46294,-0.07358,50.72571
3283.784,-1.21378,5.83876,96.46294,-0.07358,51.21307
3283.884,-1.21381,5.88352,96.46294,-0.07358,51.60566
3283.984,-1.21384,5.88604,96.46294,-0.07358,51.62779
3284.084,-1.21386,5.85891,96.46294,-0.07358,51.38979
3284.184,-1.2139,5.83155,96.47092,-0.07358,51.14984
3284.284,-1.21392,5.79962,96.47092,-0.07358,50.86974
3284.384,-1.21396,5.81062,96.47092,-0.07358,50.96627
3284.484,-1.21399,5.83743,96.47092,-0.07358,51.20138
3284.584,-1.21402,5.85972,96.47092,-0.07358,51.39687
3284.684,-1.21406,5.86662,96.4812,-0.07358,51.45743
3284.784,-1.21409,5.85482,96.4812,-0.07358,51.35389
3284.884,-1.21413,5.81271,96.4812,-0.07358,50.98458
3284.984,-1.21416,5.78808,96.4812,-0.07358,50.76853
3285.084,-1.2142,5.76336,96.4812,-0.07358,50.55173
3285.184,-1.21424,5.78129,96.4812,-0.07358,50.70903
3285.284,-1.21428,5.79857,96.49706,-0.07358,50.86054
3285.384,-1.21432,5.83575,96.49706,-0.07358,51.18668
3285.484,-1.21436,5.86955,96.49706,-0.07358,51.48314
3285.584,-1.21441,5.86319,96.49706,-0.07358,51.42739
3285.684,-1.21445,5.86829,96.49706,-0.07358,51.47208
3285.784,-1.21449,5.82708,96.49706,-0.07358,51.11065
3285.884,-1.21455,5.77274,96.5045,-0.07358,50.63396
3285.984,-1.21458,5.74399,96.5045,-0.07358,50.38186
3286.084,-1.21464,5.74017,96.5045,-0.07358,50.34835
3286.184,-1.21468,5.774,96.5045,-0.07358,50.64503
3286.284,-1.21473,5.81094,96.5045,-0.07359,50.96903
3286.384,-1.21479,5.84652,96.5045,-0.07359,51.28111
3286.484,-1.21483,5.8898,96.50455,-0.07359,51.66078
3286.584,-1.2149,5.87457,96.50455,-0.07359,51.5272
3286.684,-1.21495,5.86583,96.50455,-0.07359,51.45047
3286.784,-1.21501,5.83163,96.50455,-0.07359,51.15056
3286.884,-1.21508,5.79684,96.50455,-0.07359,50.84537
3286.984,-1.21513,5.77151,96.50455,-0.07359,50.62317
3287.084,-1.21521,5.77488,96.50481,-0.07359,50.65275
3287.184,-1.21526,5.76234,96.50481,-0.07359,50.54278
3287.284,-1.21534,5.80991,96.50481,-0.07359,50.95999
3287.384,-1.2154,5.83317,96.50481,-0.07359,51.16404
3287.484,-1.21548,5.87219,96.50481,-0.07359,51.50626
3287.584,-1.21556,5.88078,96.50819,-0.07359,51.58167
3287.684,-1.21563,5.90926,96.50819,-0.07359,51.83144
3287.784,-1.21574,5.88694,96.50819,-0.07359,51.63562
3287.884,-1.2158,5.88678,96.50819,-0.0736,51.63428
3287.984,-1.21591,5.83764,96.50819,-0.0736,51.20324
3288.084,-1.21599,5.82924,96.50819,-0.0736,51.12958
3288.184,-1.21608,5.79605,96.51559,-0.0736,50.83841
3288.284,-1.21619,5.79328,96.51559,-0.0736,50.81417
3288.384,-1.21625,5.79032,96.51559,-0.0736,50.78817
3288.484,-1.21639,5.80563,96.51559,-0.0736,50.92245
3288.584,-1.21646,5.79097,96.51559,-0.0736,50.79391
3288.684,-1.2166,5.79634,96.51559,-0.0736,50.84097
3288.784,-1.2167,5.79927,96.52212,-0.0736,50.86666
3288.884,-1.21683,5.81261,96.52212,-0.07361,50.98368
3288.984,-1.217,5.82411,96.52212,-0.07361,51.08454
3289.084,-1.2171,5.81925,96.52212,-0.07361,51.04193
3289.184,-1.21732,5.81219,96.52212,-0.07361,50.97998
3289.284,-1.21741,5.85133,96.52212,-0.07361,51.32331
3289.384,-1.21766,5.81471,96.53334,-0.07361,51.00211
3289.484,-1.21779,5.86701,96.53334,-0.07361,51.46087
3289.584,-1.21805,5.83749,96.53334,-0.07362,51.2019
3289.684,-1.21831,5.80684,96.53334,-0.07362,50.93305
3289.784,-1.21855,5.77822,96.53334,-0.07362,50.68206
3289.884,-1.21904,5.79428,96.53928,-0.07363,50.82289
3289.984,-1.2193,5.83244,96.53928,-0.07363,51.15767
3290.084,-1.22007,5.8044,96.53928,-0.07364,50.91167
3290.184,-1.22049,5.81249,96.53928,-0.07364,50.98265
3290.284,-1.22126,5.73155,96.53928,-0.07365,50.27268
3290.384,-1.22183,5.67606,96.53928,-0.07365,49.78599
3290.484,-1.22237,5.71711,96.54642,-0.07366,50.14608
3290.584,-1.22301,5.72983,96.54642,-0.07366,50.25762
3290.684,-1.22331,5.77884,96.54642,-0.07367,50.68754
3290.784,-1.22391,5.73315,96.54642,-0.07367,50.2867
3290.884,-1.22418,5.69021,96.54642,-0.07367,49.91007
3290.984,-1.22464,5.71603,96.54642,-0.07368,50.13654
3291.084,-1.22499,5.71672,96.5612,-0.07368,50.14266
3291.184,-1.22529,5.74218,96.5612,-0.07368,50.36592
3291.284,-1.22574,5.72793,96.5612,-0.07369,50.24092
3291.384,-1.22596,5.76955,96.5612,-0.07369,50.60601
3291.484,-1.22649,5.72751,96.5612,-0.0737,50.23724
3291.584,-1.22682,5.74079,96.5612,-0.0737,50.35379
3291.684,-1.22742,5.72034,96.56802,-0.0737,50.17439
3291.784,-1.22812,5.71778,96.56802,-0.07371,50.15196
3291.884,-1.22888,5.74138,96.56802,-0.07372,50.35889
3291.984,-1.22988,5.73107,96.56802,-0.07373,50.2685
3292.084,-1.23061,5.75605,96.56802,-0.07373,50.4876
3292.184,-1.23144,5.71509,96.56802,-0.07374,50.12831
3292.284,-1.23207,5.67858,96.5717,-0.07375,49.80805
3292.384,-1.23265,5.59978,96.5717,-0.07375,49.11691
3292.484,-1.23327,5.57161,96.5717,-0.07376,48.8698
3292.584,-1.23377,5.59042,96.5717,-0.07376,49.03479
3292.684,-1.23443,5.63859,96.5717,-0.07377,49.4573
3292.784,-1.23502,5.67977,96.57585,-0.07378,49.81856
3292.884,-1.23582,5.60466,96.57585,-0.07378,49.15976
3292.984,-1.23677,5.57206,96.57585,-0.07379,48.87379
3293.084,-1.23772,5.56535,96.57585,-0.0738,48.81496
3293.184,-1.23881,5.59863,96.57585,-0.07381,49.1068
3293.284,-1.23944,5.58698,96.57585,-0.07382,49.00467
3293.384,-1.24029,5.59779,96.58041,-0.07383,49.09943
3293.484,-1.24071,5.55538,96.58041,-0.07383,48.72746
3293.584,-1.24137,5.56368,96.58041,-0.07384,48.80028
3293.684,-1.24176,5.55495,96.58041,-0.07384,48.72374
3293.784,-1.24231,5.58357,96.58041,-0.07384,48.97472
3293.884,-1.24288,5.616,96.58041,-0.07385,49.25919
3293.984,-1.24346,5.59498,96.58816,-0.07385,49.07481
3294.084,-1.24448,5.55471,96.58816,-0.07386,48.7216
3294.184,-1.24532,5.54287,96.58816,-0.07387,48.61775
3294.284,-1.24675,5.56923,96.58816,-0.07389,48.84892
3294.384,-1.24757,5.62529,96.58816,-0.07389,49.34069
3294.484,-1.24861,5.56802,96.58816,-0.0739,48.83833
3294.584,-1.24939,5.5043,96.59529,-0.07391,48.27948
3294.684,-1.25012,5.45655,96.59529,-0.07392,47.86065
3294.784,-1.25105,5.43594,96.59529,-0.07393,47.67982
3294.884,-1.25183,5.38693,96.59529,-0.07393,47.25
3294.984,-1.25313,5.40926,96.59529,-0.07395,47.44585
3295.084,-1.25442,5.37948,96.59529,-0.07396,47.18458
3295.184,-1.25561,5.42671,96.60214,-0.07397,47.59891
3295.284,-1.25663,5.47204,96.60214,-0.07398,47.99646
3295.384,-1.25732,5.48989,96.60214,-0.07398,48.15306
3295.484,-1.25804,5.41498,96.60214,-0.07399,47.49599
3295.584,-1.25855,5.36143,96.60214,-0.074,47.0263
3295.684,-1.25907,5.40785,96.60941,-0.074,47.43347
3295.784,-1.2596,5.44775,96.60941,-0.07401,47.78344
3295.884,-1.26,5.47148,96.60941,-0.07401,47.99158
3295.984,-1.26061,5.41997,96.60941,-0.07402,47.53977
3296.084,-1.26098,5.37845,96.60941,-0.07402,47.17557
3296.184,-1.26161,5.37006,96.60941,-0.07403,47.10201
3296.284,-1.26202,5.3603,96.61341,-0.07403,47.01642
3296.384,-1.26252,5.37619,96.61341,-0.07403,47.15573
3296.484,-1.26293,5.39265,96.61341,-0.07404,47.30013
3296.584,-1.26318,5.40277,96.61341,-0.07404,47.38892
3296.684,-1.26347,5.407,96.61341,-0.07404,47.42602
3296.784,-1.26356,5.44435,96.61341,-0.07404,47.75359
3296.884,-1.26375,5.4313,96.62569,-0.07405,47.63911
3296.984,-1.2638,5.48558,96.62569,-0.07405,48.11526
3297.084,-1.26393,5.43476,96.62569,-0.07405,47.66954
3297.184,-1.26398,5.38328,96.62569,-0.07405,47.21793
3297.284,-1.26404,5.37299,96.62569,-0.07405,47.12774
3297.384,-1.26409,5.4006,96.62569,-0.07405,47.36984
3297.484,-1.26411,5.4405,96.63499,-0.07405,47.71984
3297.584,-1.26416,5.45352,96.63499,-0.07405,47.83401
3297.684,-1.26418,5.49135,96.63499,-0.07405,48.16582
3297.784,-1.26421,5.43671,96.63499,-0.07405,47.68661
3297.884,-1.26422,5.38645,96.63499,-0.07405,47.24575
3297.984,-1.26424,5.39655,96.64413,-0.07405,47.33436
3298.084,-1.26426,5.41997,96.64413,-0.07405,47.53978
3298.184,-1.26426,5.46895,96.64413,-0.07405,47.96941
3298.284,-1.26428,5.43842,96.64413,-0.07405,47.70162
3298.384,-1.26428,5.44021,96.64413,-0.07405,47.71728
3298.484,-1.2643,5.44269,96.64413,-0.07405,47.73905
3298.584,-1.2643,5.4166,96.65244,-0.07405,47.51025
3298.684,-1.26431,5.4589,96.65244,-0.07405,47.88123
3298.784,-1.26432,5.49783,96.65244,-0.07405,48.22274
3298.884,-1.26432,5.50184,96.65244,-0.07405,48.25783
